Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Na1,Na1_1_-1_-1_-1,9.26318092395911,0.5,0.5,0.5
Na2,Na1_1_-1_-1_-1,14.4853957381186,0.743,1,0.531
Ga1,Na1_1_-1_-1_-1,14.400199952518,0.75,0.5,1
Ge1,Na1_1_-1_-1_-1,14.400199952518,0.75,0.5,1
Ga2,Na1_1_-1_-1_-1,12.6659178045663,0.68367,0.68367,0.68367
Ge2,Na1_1_-1_-1_-1,12.6659178045663,0.68367,0.68367,0.68367
Ga3,Na1_1_-1_-1_-1,12.1247824838481,0.5,0.80909,0.61671
Ge3,Na1_1_-1_-1_-1,12.1247824838481,0.5,0.80909,0.61671
Na1,Na1_25_-1_-1_-1,18.5263618479182,1,1,1
Na2,Na1_25_-1_-1_-1,23.5753808384184,1.243,1.5,1.031
Ga1,Na1_25_-1_-1_-1,23.4646935201059,1.25,1,1.5
Ge1,Na1_25_-1_-1_-1,23.4646935201059,1.25,1,1.5
Ga2,Na1_25_-1_-1_-1,21.9290987285254,1.18367,1.18367,1.18367
Ge2,Na1_25_-1_-1_-1,21.9290987285254,1.18367,1.18367,1.18367
Ga3,Na1_25_-1_-1_-1,21.2872058961053,1,1.30909,1.11671
Ge3,Na1_25_-1_-1_-1,21.2872058961053,1,1.30909,1.11671
Na1,Na2_1_-1_-1_-1,12.1297454687551,0.469,1,0.257
Na2,Na2_1_-1_-1_-1,18.0252012037542,0.712,1.5,0.288
Ga1,Na2_1_-1_-1_-1,15.463353952702,0.719,1,0.757
Ge1,Na2_1_-1_-1_-1,15.463353952702,0.719,1,0.757
Ga2,Na2_1_-1_-1_-1,15.2068325182181,0.65267,1.18367,0.44067
Ge2,Na2_1_-1_-1_-1,15.2068325182181,0.65267,1.18367,0.44067
Ga3,Na2_1_-1_-1_-1,15.4015504261753,0.469,1.30909,0.37371
Ge3,Na2_1_-1_-1_-1,15.4015504261753,0.469,1.30909,0.37371
Na1,Na2_2_-1_-1_-1,14.2384462156032,1,0.743,0.469
Na2,Na2_2_-1_-1_-1,19.5483055910648,1.243,1.243,0.5
Ga1,Na2_2_-1_-1_-1,18.6908558541198,1.25,0.743,0.969
Ge1,Na2_2_-1_-1_-1,18.6908558541198,1.25,0.743,0.969
Ga2,Na2_2_-1_-1_-1,17.5292740632735,1.18367,0.92667,0.65267
Ge2,Na2_2_-1_-1_-1,17.5292740632735,1.18367,0.92667,0.65267
Ga3,Na2_2_-1_-1_-1,16.7420289092821,1,1.05209,0.58571
Ge3,Na2_2_-1_-1_-1,16.7420289092821,1,1.05209,0.58571
Na1,Na2_3_-1_-1_-1,12.4186981681682,0.257,0.531,1
Na2,Na2_3_-1_-1_-1,16.4871505758659,0.5,1.031,1.031
Ga1,Na2_3_-1_-1_-1,17.8630062665864,0.507,0.531,1.5
Ge1,Na2_3_-1_-1_-1,17.8630062665864,0.507,0.531,1.5
Ga2,Na2_3_-1_-1_-1,15.5224599036681,0.44067,0.71467,1.18367
Ge2,Na2_3_-1_-1_-1,15.5224599036681,0.44067,0.71467,1.18367
Ga3,Na2_3_-1_-1_-1,15.1977963053655,0.257,0.84009,1.11671
Ge3,Na2_3_-1_-1_-1,15.1977963053655,0.257,0.84009,1.11671
Na1,Na2_4_-1_-1_-1,14.4853957381186,0.531,1,0.743
Na2,Na2_4_-1_-1_-1,19.8619880311784,0.774,1.5,0.774
Ga1,Na2_4_-1_-1_-1,18.99896247286,0.781,1,1.243
Ge1,Na2_4_-1_-1_-1,18.99896247286,0.781,1,1.243
Ga2,Na2_4_-1_-1_-1,17.8037764367338,0.71467,1.18367,0.92667
Ge2,Na2_4_-1_-1_-1,17.8037764367338,0.71467,1.18367,0.92667
Ga3,Na2_4_-1_-1_-1,17.6884845288353,0.531,1.30909,0.85971
Ge3,Na2_4_-1_-1_-1,17.6884845288353,0.531,1.30909,0.85971
Na1,Na2_5_-1_-1_-1,12.4186981681682,1,0.257,0.531
Na2,Na2_5_-1_-1_-1,16.6872444268873,1.243,0.757,0.562
Ga1,Na2_5_-1_-1_-1,17.5479954744753,1.25,0.257,1.031
Ge1,Na2_5_-1_-1_-1,17.5479954744753,1.25,0.257,1.031
Ga2,Na2_5_-1_-1_-1,15.5224599036681,1.18367,0.44067,0.71467
Ge2,Na2_5_-1_-1_-1,15.5224599036681,1.18367,0.44067,0.71467
Ga3,Na2_5_-1_-1_-1,14.1092006055874,1,0.56609,0.64771
Ge3,Na2_5_-1_-1_-1,14.1092006055874,1,0.56609,0.64771
Na1,Na2_6_-1_-1_-1,14.2384462156032,0.743,0.469,1
Na2,Na2_6_-1_-1_-1,18.4462721841163,0.986,0.969,1.031
Ga1,Na2_6_-1_-1_-1,19.8846069126745,0.993,0.469,1.5
Ge1,Na2_6_-1_-1_-1,19.8846069126745,0.993,0.469,1.5
Ga2,Na2_6_-1_-1_-1,17.5292740632735,0.92667,0.65267,1.18367
Ge2,Na2_6_-1_-1_-1,17.5292740632735,0.92667,0.65267,1.18367
Ga3,Na2_6_-1_-1_-1,16.586058562683,0.743,0.77809,1.11671
Ge3,Na2_6_-1_-1_-1,16.586058562683,0.743,0.77809,1.11671
Na1,Na2_7_-1_-1_-1,14.2384462156032,0.469,1,0.743
Na2,Na2_7_-1_-1_-1,19.5948428601642,0.712,1.5,0.774
Ga1,Na2_7_-1_-1_-1,18.7168524720965,0.719,1,1.243
Ge1,Na2_7_-1_-1_-1,18.7168524720965,0.719,1,1.243
Ga2,Na2_7_-1_-1_-1,17.5292740632735,0.65267,1.18367,0.92667
Ge2,Na2_7_-1_-1_-1,17.5292740632735,0.65267,1.18367,0.92667
Ga3,Na2_7_-1_-1_-1,17.4868277818353,0.469,1.30909,0.85971
Ge3,Na2_7_-1_-1_-1,17.4868277818353,0.469,1.30909,0.85971
Na1,Na2_9_-1_-1_-1,12.1297454687551,0.257,0.469,1
Na2,Na2_9_-1_-1_-1,16.0511512359928,0.5,0.969,1.031
Ga1,Na2_9_-1_-1_-1,17.663342091032,0.507,0.469,1.5
Ge1,Na2_9_-1_-1_-1,17.663342091032,0.507,0.469,1.5
Ga2,Na2_9_-1_-1_-1,15.2068325182181,0.44067,0.65267,1.18367
Ge2,Na2_9_-1_-1_-1,15.2068325182181,0.44067,0.65267,1.18367
Ga3,Na2_9_-1_-1_-1,14.815353966305,0.257,0.77809,1.11671
Ge3,Na2_9_-1_-1_-1,14.815353966305,0.257,0.77809,1.11671
Na1,Na2_10_-1_-1_-1,12.4186981681682,0.531,1,0.257
Na2,Na2_10_-1_-1_-1,18.3152553973994,0.774,1.5,0.288
Ga1,Na2_10_-1_-1_-1,15.803649073852,0.781,1,0.757
Ge1,Na2_10_-1_-1_-1,15.803649073852,0.781,1,0.757
Ga2,Na2_10_-1_-1_-1,15.5224599036681,0.71467,1.18367,0.44067
Ge2,Na2_10_-1_-1_-1,15.5224599036681,0.71467,1.18367,0.44067
