Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
K1,K1_1_-1_-1_-1,9.30873386019817,0.5,0.5,0.5
K2,K1_1_-1_-1_-1,14.5790424666544,0.75,1.009,0.509
Zn1,K1_1_-1_-1_-1,14.4710148697318,0.75,0.5,1
Zn2,K1_1_-1_-1_-1,12.7200124706064,0.68323,0.68323,0.68323
Zn3,K1_1_-1_-1_-1,12.1901460053403,0.5,0.80935,0.61735
Ge1,K1_1_-1_-1_-1,14.4710148697318,0.75,0.5,1
Ge2,K1_1_-1_-1_-1,12.7216880427012,0.68332,0.68332,0.68332
Ge3,K1_1_-1_-1_-1,12.1901460053403,0.5,0.80935,0.61735
K1,K1_25_-1_-1_-1,18.6174677203964,1,1,1
K2,K1_25_-1_-1_-1,23.6904673696074,1.25,1.509,1.009
Zn1,K1_25_-1_-1_-1,23.5800843018001,1.25,1,1.5
Zn2,K1_25_-1_-1_-1,22.0287463308046,1.18323,1.18323,1.18323
Zn3,K1_25_-1_-1_-1,21.3975874428862,1,1.30935,1.11735
Ge1,K1_25_-1_-1_-1,23.5800843018001,1.25,1,1.5
Ge2,K1_25_-1_-1_-1,22.0304219028994,1.18332,1.18332,1.18332
Ge3,K1_25_-1_-1_-1,21.3975874428862,1,1.30935,1.11735
K1,K2_1_-1_-1_-1,5.92318375813829,0.491,0.009,0.25
K2,K2_1_-1_-1_-1,10.1089363886543,0.741,0.518,0.259
Zn1,K2_1_-1_-1_-1,11.333038453839,0.741,0.009,0.75
Zn2,K2_1_-1_-1_-1,8.85864618876828,0.67423,0.19223,0.43323
Zn3,K2_1_-1_-1_-1,7.42658655449189,0.491,0.31835,0.36735
Ge1,K2_1_-1_-1_-1,11.333038453839,0.741,0.009,0.75
Ge2,K2_1_-1_-1_-1,8.86017179554153,0.67432,0.19232,0.43332
Ge3,K2_1_-1_-1_-1,7.42658655449189,0.491,0.31835,0.36735
K1,K2_2_-1_-1_-1,14.363477899407,0.991,0.75,0.491
K2,K2_2_-1_-1_-1,19.7472804280902,1.241,1.259,0.5
Zn1,K2_2_-1_-1_-1,18.8783387123262,1.241,0.75,0.991
Zn2,K2_2_-1_-1_-1,17.6762060638995,1.17423,0.93323,0.67423
Zn3,K2_2_-1_-1_-1,16.9080815599833,0.991,1.05935,0.60835
Ge1,K2_2_-1_-1_-1,18.8783387123262,1.241,0.75,0.991
Ge2,K2_2_-1_-1_-1,17.6778424399768,1.17432,0.93332,0.67432
Ge3,K2_2_-1_-1_-1,16.9080815599833,0.991,1.05935,0.60835
K1,K2_3_-1_-1_-1,12.2727668955567,0.25,0.509,0.991
K2,K2_3_-1_-1_-1,16.2528253969304,0.5,1.018,1
Zn1,K2_3_-1_-1_-1,17.7669633105861,0.5,0.509,1.491
Zn2,K2_3_-1_-1_-1,15.3737403824665,0.43323,0.69223,1.17423
Zn3,K2_3_-1_-1_-1,15.0507630231277,0.25,0.81835,1.10835
Ge1,K2_3_-1_-1_-1,17.7669633105861,0.5,0.509,1.491
Ge2,K2_3_-1_-1_-1,15.3752958313806,0.43332,0.69232,1.17432
Ge3,K2_3_-1_-1_-1,15.0507630231277,0.25,0.81835,1.10835
K1,K2_4_-1_-1_-1,14.4356904231378,0.509,0.991,0.75
K2,K2_4_-1_-1_-1,19.8261084241087,0.759,1.5,0.759
Zn1,K2_4_-1_-1_-1,18.9881803706715,0.759,0.991,1.25
Zn2,K2_4_-1_-1_-1,17.7564082480757,0.69223,1.17423,0.93323
Zn3,K2_4_-1_-1_-1,17.6695597873013,0.509,1.30035,0.86735
Ge1,K2_4_-1_-1_-1,18.9881803706715,0.759,0.991,1.25
Ge2,K2_4_-1_-1_-1,17.7580477736279,0.69232,1.17432,0.93332
Ge3,K2_4_-1_-1_-1,17.6695597873013,0.509,1.30035,0.86735
K1,K2_5_-1_-1_-1,6.09620918756839,0.009,0.25,0.509
K2,K2_5_-1_-1_-1,10.2620702515984,0.259,0.759,0.518
Zn1,K2_5_-1_-1_-1,11.5150806270748,0.259,0.25,1.009
Zn2,K2_5_-1_-1_-1,9.01761528103042,0.19223,0.43323,0.69223
Zn3,K2_5_-1_-1_-1,9.0268659505571,0.009,0.55935,0.62635
Ge1,K2_5_-1_-1_-1,11.5150806270748,0.259,0.25,1.009
Ge2,K2_5_-1_-1_-1,9.01913475031374,0.19232,0.43332,0.69232
Ge3,K2_5_-1_-1_-1,9.0268659505571,0.009,0.55935,0.62635
K1,K2_6_-1_-1_-1,9.63599795312729,0.75,0.491,0.009
K2,K2_6_-1_-1_-1,15.2023299783706,1,1,0.018
Zn1,K2_6_-1_-1_-1,13.1652485394554,1,0.491,0.509
Zn2,K2_6_-1_-1_-1,12.5464637576741,0.93323,0.67423,0.19223
Zn3,K2_6_-1_-1_-1,11.8676898910456,0.75,0.80035,0.12635
Ge1,K2_6_-1_-1_-1,13.1652485394554,1,0.491,0.509
Ge2,K2_6_-1_-1_-1,12.5479553344157,0.93332,0.67432,0.19232
Ge3,K2_6_-1_-1_-1,11.8676898910456,0.75,0.80035,0.12635
K1,K2_7_-1_-1_-1,14.363477899407,0.491,0.991,0.75
