Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.31280417959596,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.4773424383802,0.75,0.5,1
Zn1,Ba1_1_-1_-1_-1,14.4773424383802,0.75,1,0.5
Ge1,Ba1_1_-1_-1_-1,12.7356322277647,0.68377,0.68377,0.68377
Zn2,Ba1_1_-1_-1_-1,12.7356322277647,0.68377,0.68377,0.68377
Ge2,Ba1_1_-1_-1_-1,12.1968551635384,0.5,0.61752,0.8094
Ba1,Ba1_25_-1_-1_-1,18.6256083591919,1,1,1
Ba2,Ba1_25_-1_-1_-1,23.5903948849553,1.25,1,1.5
Zn1,Ba1_25_-1_-1_-1,23.5903948849553,1.25,1.5,1
Ge1,Ba1_25_-1_-1_-1,22.0484364073606,1.18377,1.18377,1.18377
Zn2,Ba1_25_-1_-1_-1,22.0484364073606,1.18377,1.18377,1.18377
Ge2,Ba1_25_-1_-1_-1,21.4083234841639,1,1.11752,1.3094
Ba1,Ba2_1_-1_-1_-1,12.3196819339269,1,0.5,0.25
Ba2,Ba2_1_-1_-1_-1,16.5722564952317,1.25,0.5,0.75
Zn1,Ba2_1_-1_-1_-1,17.4226612750822,1.25,1,0.25
Ge1,Ba2_1_-1_-1_-1,15.4229681089875,1.18377,0.68377,0.43377
Zn2,Ba2_1_-1_-1_-1,15.4229681089875,1.18377,0.68377,0.43377
Ge2,Ba2_1_-1_-1_-1,13.9971552583332,1,0.61752,0.5594
Ba1,Ba2_2_-1_-1_-1,14.4773424383802,0.5,0.75,1
Ba2,Ba2_2_-1_-1_-1,19.7554409617642,0.75,0.75,1.5
Zn1,Ba2_2_-1_-1_-1,19.0096819287238,0.75,1.25,1
Ge1,Ba2_2_-1_-1_-1,17.8027407436194,0.68377,0.93377,1.18377
Zn2,Ba2_2_-1_-1_-1,17.8027407436194,0.68377,0.93377,1.18377
Ge2,Ba2_2_-1_-1_-1,17.7257326173256,0.5,0.86752,1.3094
Ba1,Ba2_3_-1_-1_-1,12.3196819339269,0.25,1,0.5
Ba2,Ba2_3_-1_-1_-1,16.13025,0.5,1,1
Zn1,Ba2_3_-1_-1_-1,17.8326623415434,0.5,1.5,0.5
Ge1,Ba2_3_-1_-1_-1,15.4229681089875,0.43377,1.18377,0.68377
Zn2,Ba2_3_-1_-1_-1,15.4229681089875,0.43377,1.18377,0.68377
Ge2,Ba2_3_-1_-1_-1,15.079763491699,0.25,1.11752,0.8094
Ba1,Ba2_4_-1_-1_-1,14.4773424383802,1,0.5,0.75
Ba2,Ba2_4_-1_-1_-1,19.7554409617642,1.25,0.5,1.25
Zn1,Ba2_4_-1_-1_-1,19.0096819287238,1.25,1,0.75
Ge1,Ba2_4_-1_-1_-1,17.8027407436194,1.18377,0.68377,0.93377
Zn2,Ba2_4_-1_-1_-1,17.8027407436194,1.18377,0.68377,0.93377
Ge2,Ba2_4_-1_-1_-1,17.0152155464171,1,0.61752,1.0594
Ba1,Ba2_5_-1_-1_-1,12.3196819339269,0.5,0.25,1
Ba2,Ba2_5_-1_-1_-1,18.2334463683844,0.75,0.25,1.5
Zn1,Ba2_5_-1_-1_-1,15.6757853003047,0.75,0.75,1
Ge1,Ba2_5_-1_-1_-1,15.4229681089875,0.68377,0.43377,1.18377
Zn2,Ba2_5_-1_-1_-1,15.4229681089875,0.68377,0.43377,1.18377
Ge2,Ba2_5_-1_-1_-1,15.5818152304633,0.5,0.36752,1.3094
Ba1,Ba2_6_-1_-1_-1,14.4773424383802,0.75,1,0.5
Ba2,Ba2_6_-1_-1_-1,18.6256083591919,1,1,1
Zn1,Ba2_6_-1_-1_-1,20.1179563543368,1,1.5,0.5
Ge1,Ba2_6_-1_-1_-1,17.8027407436194,0.93377,1.18377,0.68377
Zn2,Ba2_6_-1_-1_-1,17.8027407436194,0.93377,1.18377,0.68377
Ge2,Ba2_6_-1_-1_-1,16.8884027690773,0.75,1.11752,0.8094
Ba1,Zn1_1_-1_-1_-1,12.3196819339269,0.5,1,0.25
Ba2,Zn1_1_-1_-1_-1,15.6757853003047,0.75,1,0.75
Zn1,Zn1_1_-1_-1_-1,18.2334463683844,0.75,1.5,0.25
Ge1,Zn1_1_-1_-1_-1,15.4229681089875,0.68377,1.18377,0.43377
Zn2,Zn1_1_-1_-1_-1,15.4229681089875,0.68377,1.18377,0.43377
Ge2,Zn1_1_-1_-1_-1,14.4744638983799,0.5,1.11752,0.5594
Ba1,Zn1_2_-1_-1_-1,14.4773424383802,1,0.75,0.5
Ba2,Zn1_2_-1_-1_-1,19.0096819287238,1.25,0.75,1
Zn1,Zn1_2_-1_-1_-1,19.7554409617642,1.25,1.25,0.5
Ge1,Zn1_2_-1_-1_-1,17.8027407436194,1.18377,0.93377,0.68377
Zn2,Zn1_2_-1_-1_-1,17.8027407436194,1.18377,0.93377,0.68377
Ge2,Zn1_2_-1_-1_-1,16.6860202918722,1,0.86752,0.8094
Ba1,Zn1_3_-1_-1_-1,12.3196819339269,0.25,0.5,1
Ba2,Zn1_3_-1_-1_-1,17.8326623415434,0.5,0.5,1.5
Zn1,Zn1_3_-1_-1_-1,16.13025,0.5,1,1
Ge1,Zn1_3_-1_-1_-1,15.4229681089875,0.43377,0.68377,1.18377
Zn2,Zn1_3_-1_-1_-1,15.4229681089875,0.43377,0.68377,1.18377
Ge2,Zn1_3_-1_-1_-1,15.7983493057379,0.25,0.61752,1.3094
Ba1,Zn1_4_-1_-1_-1,14.4773424383802,0.5,1,0.75
Ba2,Zn1_4_-1_-1_-1,19.0096819287238,0.75,1,1.25
Zn1,Zn1_4_-1_-1_-1,19.7554409617642,0.75,1.5,0.75
Ge1,Zn1_4_-1_-1_-1,17.8027407436194,0.68377,1.18377,0.93377
Zn2,Zn1_4_-1_-1_-1,17.8027407436194,0.68377,1.18377,0.93377
Ge2,Zn1_4_-1_-1_-1,17.409977309309,0.5,1.11752,1.0594
Ba1,Zn1_5_-1_-1_-1,12.3196819339269,1,0.25,0.5
Ba2,Zn1_5_-1_-1_-1,17.4226612750822,1.25,0.25,1
Zn1,Zn1_5_-1_-1_-1,16.5722564952317,1.25,0.75,0.5
Ge1,Zn1_5_-1_-1_-1,15.4229681089875,1.18377,0.43377,0.68377
Zn2,Zn1_5_-1_-1_-1,15.4229681089875,1.18377,0.43377,0.68377
Ge2,Zn1_5_-1_-1_-1,14.3880034138218,1,0.36752,0.8094
Ba1,Zn1_6_-1_-1_-1,14.4773424383802,0.75,0.5,1
Ba2,Zn1_6_-1_-1_-1,20.1179563543368,1,0.5,1.5
Zn1,Zn1_6_-1_-1_-1,18.6256083591919,1,1,1
Ge1,Zn1_6_-1_-1_-1,17.8027407436194,0.93377,0.68377,1.18377
Zn2,Zn1_6_-1_-1_-1,17.8027407436194,0.93377,0.68377,1.18377
Ge2,Zn1_6_-1_-1_-1,17.5330180491297,0.75,0.61752,1.3094
Ba1,Ge1_1_-1_-1_-1,8.78597302329957,0.31623,0.68377,0.31623
Ba2,Ge1_1_-1_-1_-1,12.9685125208618,0.56623,0.68377,0.81623
Zn1,Ge1_1_-1_-1_-1,14.5149516065716,0.56623,1.18377,0.31623
Ge1,Ge1_1_-1_-1_-1,12.0353989251695,0.5,0.86754,0.5
Zn2,Ge1_1_-1_-1_-1,12.0353989251695,0.5,0.86754,0.5
Ge2,Ge1_1_-1_-1_-1,11.4487155496582,0.31623,0.80129,0.62563
Ba1,Ge1_4_-1_-1_-1,10.9405130182964,0.68377,0.31623,0.68377
Ba2,Ge1_4_-1_-1_-1,16.5661122429845,0.93377,0.31623,1.18377
Zn1,Ge1_4_-1_-1_-1,15.2293982714287,0.93377,0.81623,0.68377
Ge1,Ge1_4_-1_-1_-1,14.2468709858847,0.86754,0.5,0.86754
