Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,10.1394254275082,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,15.561323518151,0.743,1,0.46315
Ga1,Ba1_1_-1_-1_-1,15.7623773904827,0.75,0.5,1
Sn1,Ba1_1_-1_-1_-1,15.7623773904827,0.75,0.5,1
Ga2,Ba1_1_-1_-1_-1,13.8731674469338,0.68412,0.68412,0.68412
Sn2,Ba1_1_-1_-1_-1,13.8731674469338,0.68412,0.68412,0.68412
Ga3,Ba1_1_-1_-1_-1,13.3102506671122,0.5,0.81235,0.61848
Sn3,Ba1_1_-1_-1_-1,13.3102506671122,0.5,0.81235,0.61848
Ba1,Ba1_25_-1_-1_-1,20.2788508550164,1,1,1
Ba2,Ba1_25_-1_-1_-1,25.4435796147115,1.243,1.5,0.96315
Ga1,Ba1_25_-1_-1_-1,25.6843207618967,1.25,1,1.5
Sn1,Ba1_25_-1_-1_-1,25.6843207618967,1.25,1,1.5
Ga2,Ba1_25_-1_-1_-1,24.012592874442,1.18412,1.18412,1.18412
Sn2,Ba1_25_-1_-1_-1,24.012592874442,1.18412,1.18412,1.18412
Ga3,Ba1_25_-1_-1_-1,23.337600872208,1,1.31235,1.11848
Sn3,Ba1_25_-1_-1_-1,23.337600872208,1,1.31235,1.11848
Ba1,Ba2_1_-1_-1_-1,13.624897566197,0.53685,1,0.257
Ba2,Ba2_1_-1_-1_-1,19.9607907704912,0.77985,1.5,0.22015
Ga1,Ba2_1_-1_-1_-1,17.3348867930125,0.78685,1,0.757
Sn1,Ba2_1_-1_-1_-1,17.3348867930125,0.78685,1,0.757
Ga2,Ba2_1_-1_-1_-1,17.033127270666,0.72097,1.18412,0.44112
Sn2,Ba2_1_-1_-1_-1,17.033127270666,0.72097,1.18412,0.44112
Ga3,Ba2_1_-1_-1_-1,17.1731085596378,0.53685,1.31235,0.37548
Sn3,Ba2_1_-1_-1_-1,17.1731085596378,0.53685,1.31235,0.37548
Ba1,Ba2_2_-1_-1_-1,15.8826126312191,1,0.743,0.53685
Ba2,Ba2_2_-1_-1_-1,21.3974646940209,1.243,1.243,0.5
Ga1,Ba2_2_-1_-1_-1,20.909868248551,1.25,0.743,1.03685
Sn1,Ba2_2_-1_-1_-1,20.909868248551,1.25,0.743,1.03685
Ga2,Ba2_2_-1_-1_-1,19.5263657173231,1.18412,0.92712,0.72097
Sn2,Ba2_2_-1_-1_-1,19.5263657173231,1.18412,0.92712,0.72097
Ga3,Ba2_2_-1_-1_-1,18.6713090256567,1,1.05535,0.65533
Sn3,Ba2_2_-1_-1_-1,18.6713090256567,1,1.05535,0.65533
Ba1,Ba2_3_-1_-1_-1,13.2489712556319,0.257,0.46315,1
Ba2,Ba2_3_-1_-1_-1,16.9879644421705,0.5,0.96315,0.96315
Ga1,Ba2_3_-1_-1_-1,19.3148537855341,0.507,0.46315,1.5
Sn1,Ba2_3_-1_-1_-1,19.3148537855341,0.507,0.46315,1.5
Ga2,Ba2_3_-1_-1_-1,16.6224141121547,0.44112,0.64727,1.18412
Sn2,Ba2_3_-1_-1_-1,16.6224141121547,0.44112,0.64727,1.18412
Ga3,Ba2_3_-1_-1_-1,16.2165172908765,0.257,0.7755,1.11848
Sn3,Ba2_3_-1_-1_-1,16.2165172908765,0.257,0.7755,1.11848
Ba1,Ba2_4_-1_-1_-1,15.561323518151,0.46315,1,0.743
Ba2,Ba2_4_-1_-1_-1,21.098113717006,0.70615,1.5,0.70615
Ga1,Ba2_4_-1_-1_-1,20.459313507529,0.71315,1,1.243
Sn1,Ba2_4_-1_-1_-1,20.459313507529,0.71315,1,1.243
Ga2,Ba2_4_-1_-1_-1,19.169146679597,0.64727,1.18412,0.92712
Sn2,Ba2_4_-1_-1_-1,19.169146679597,0.64727,1.18412,0.92712
Ga3,Ba2_4_-1_-1_-1,19.1629533785463,0.46315,1.31235,0.86148
Sn3,Ba2_4_-1_-1_-1,19.1629533785463,0.46315,1.31235,0.86148
Ba1,Ba2_5_-1_-1_-1,13.2489712556319,1,0.257,0.46315
Ba2,Ba2_5_-1_-1_-1,17.7554037287573,1.243,0.757,0.4263
Ga1,Ba2_5_-1_-1_-1,18.7189169332566,1.25,0.257,0.96315
Sn1,Ba2_5_-1_-1_-1,18.7189169332566,1.25,0.257,0.96315
Ga2,Ba2_5_-1_-1_-1,16.6224141121547,1.18412,0.44112,0.64727
Sn2,Ba2_5_-1_-1_-1,16.6224141121547,1.18412,0.44112,0.64727
Ga3,Ba2_5_-1_-1_-1,15.0958435417526,1,0.56935,0.58163
Sn3,Ba2_5_-1_-1_-1,15.0958435417526,1,0.56935,0.58163
Ba1,Ba2_6_-1_-1_-1,15.8826126312191,0.743,0.53685,1
Ba2,Ba2_6_-1_-1_-1,20.1938796756293,0.986,1.03685,0.96315
Ga1,Ba2_6_-1_-1_-1,21.9794334906376,0.993,0.53685,1.5
Sn1,Ba2_6_-1_-1_-1,21.9794334906376,0.993,0.53685,1.5
