Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.46453183033899,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.7132126569327,0.75,0.5,1
Cd1,Ba1_1_-1_-1_-1,14.7132126569327,0.75,1,0.5
Ge1,Ba1_1_-1_-1_-1,12.9374471401636,0.68347,0.68347,0.68347
Cd2,Ba1_1_-1_-1_-1,12.9374471401636,0.68347,0.68347,0.68347
Ge2,Ba1_1_-1_-1_-1,12.3234189150647,0.5,0.61427,0.80262
Ba1,Ba1_25_-1_-1_-1,18.929063660678,1,1,1
Ba2,Ba1_25_-1_-1_-1,23.9747383251231,1.25,1,1.5
Cd1,Ba1_25_-1_-1_-1,23.9747383251231,1.25,1.5,1
Ge1,Ba1_25_-1_-1_-1,22.4019789705026,1.18347,1.18347,1.18347
Cd2,Ba1_25_-1_-1_-1,22.4019789705026,1.18347,1.18347,1.18347
Ge2,Ba1_25_-1_-1_-1,21.6884904441088,1,1.11427,1.30262
Ba1,Ba2_1_-1_-1_-1,12.520398749366,1,0.5,0.25
Ba2,Ba2_1_-1_-1_-1,16.8422578285618,1.25,0.5,0.75
Cd1,Ba2_1_-1_-1_-1,17.7065177176725,1.25,1,0.25
Ge1,Ba2_1_-1_-1_-1,15.6689842176018,1.18347,0.68347,0.43347
Cd2,Ba2_1_-1_-1_-1,15.6689842176018,1.18347,0.68347,0.43347
Ge2,Ba2_1_-1_-1_-1,14.1766618597139,1,0.61427,0.55262
Ba1,Ba2_2_-1_-1_-1,14.7132126569327,0.5,0.75,1
Ba2,Ba2_2_-1_-1_-1,20.0773039139659,0.75,0.75,1.5
Cd1,Ba2_2_-1_-1_-1,19.3193946988836,0.75,1.25,1
Ge1,Ba2_2_-1_-1_-1,18.0872419102266,0.68347,0.93347,1.18347
Cd2,Ba2_2_-1_-1_-1,18.0872419102266,0.68347,0.93347,1.18347
Ge2,Ba2_2_-1_-1_-1,17.9369950065973,0.5,0.86427,1.30262
Ba1,Ba2_3_-1_-1_-1,12.520398749366,0.25,1,0.5
Ba2,Ba2_3_-1_-1_-1,16.39305,0.5,1,1
Cd1,Ba2_3_-1_-1_-1,18.1231986731785,0.5,1.5,0.5
Ge1,Ba2_3_-1_-1_-1,15.6689842176018,0.43347,1.18347,0.68347
Cd2,Ba2_3_-1_-1_-1,15.6689842176018,0.43347,1.18347,0.68347
Ge2,Ba2_3_-1_-1_-1,15.2544315798084,0.25,1.11427,0.80262
Ba1,Ba2_4_-1_-1_-1,14.7132126569327,1,0.5,0.75
Ba2,Ba2_4_-1_-1_-1,20.0773039139659,1.25,0.5,1.25
Cd1,Ba2_4_-1_-1_-1,19.3193946988836,1.25,1,0.75
Ge1,Ba2_4_-1_-1_-1,18.0872419102266,1.18347,0.68347,0.93347
Cd2,Ba2_4_-1_-1_-1,18.0872419102266,1.18347,0.68347,0.93347
Ge2,Ba2_4_-1_-1_-1,17.2290409490469,1,0.61427,1.05262
Ba1,Ba2_5_-1_-1_-1,12.520398749366,0.5,0.25,1
Ba2,Ba2_5_-1_-1_-1,18.5305124216453,0.75,0.25,1.5
Cd1,Ba2_5_-1_-1_-1,15.931180993299,0.75,0.75,1
Ge1,Ba2_5_-1_-1_-1,15.6689842176018,0.68347,0.43347,1.18347
Cd2,Ba2_5_-1_-1_-1,15.6689842176018,0.68347,0.43347,1.18347
Ge2,Ba2_5_-1_-1_-1,15.7597443199577,0.5,0.36427,1.30262
Ba1,Ba2_6_-1_-1_-1,14.7132126569327,0.75,1,0.5
Ba2,Ba2_6_-1_-1_-1,18.929063660678,1,1,1
Cd1,Ba2_6_-1_-1_-1,20.4457255414182,1,1.5,0.5
Ge1,Ba2_6_-1_-1_-1,18.0872419102266,0.93347,1.18347,0.68347
Cd2,Ba2_6_-1_-1_-1,18.0872419102266,0.93347,1.18347,0.68347
Ge2,Ba2_6_-1_-1_-1,17.1001732350306,0.75,1.11427,0.80262
Ba1,Cd1_1_-1_-1_-1,12.520398749366,0.5,1,0.25
Ba2,Cd1_1_-1_-1_-1,15.931180993299,0.75,1,0.75
Cd1,Cd1_1_-1_-1_-1,18.5305124216453,0.75,1.5,0.25
Ge1,Cd1_1_-1_-1_-1,15.6689842176018,0.68347,1.18347,0.43347
Cd2,Cd1_1_-1_-1_-1,15.6689842176018,0.68347,1.18347,0.43347
Ge2,Cd1_1_-1_-1_-1,14.6501108690659,0.5,1.11427,0.55262
Ba1,Cd1_2_-1_-1_-1,14.7132126569327,1,0.75,0.5
Ba2,Cd1_2_-1_-1_-1,19.3193946988836,1.25,0.75,1
Cd1,Cd1_2_-1_-1_-1,20.0773039139659,1.25,1.25,0.5
Ge1,Cd1_2_-1_-1_-1,18.0872419102266,1.18347,0.93347,0.68347
Cd2,Cd1_2_-1_-1_-1,18.0872419102266,1.18347,0.93347,0.68347
Ge2,Cd1_2_-1_-1_-1,16.89946511498,1,0.86427,0.80262
Ba1,Cd1_3_-1_-1_-1,12.520398749366,0.25,0.5,1
Ba2,Cd1_3_-1_-1_-1,18.1231986731785,0.5,0.5,1.5
Cd1,Cd1_3_-1_-1_-1,16.39305,0.5,1,1
Ge1,Cd1_3_-1_-1_-1,15.6689842176018,0.43347,0.68347,1.18347
Cd2,Cd1_3_-1_-1_-1,15.6689842176018,0.43347,0.68347,1.18347
Ge2,Cd1_3_-1_-1_-1,15.9747783873851,0.25,0.61427,1.30262
Ba1,Cd1_4_-1_-1_-1,14.7132126569327,0.5,1,0.75
Ba2,Cd1_4_-1_-1_-1,19.3193946988836,0.75,1,1.25
Cd1,Cd1_4_-1_-1_-1,20.0773039139659,0.75,1.5,0.75
Ge1,Cd1_4_-1_-1_-1,18.0872419102266,0.68347,1.18347,0.93347
Cd2,Cd1_4_-1_-1_-1,18.0872419102266,0.68347,1.18347,0.93347
Ge2,Cd1_4_-1_-1_-1,17.6206656802514,0.5,1.11427,1.05262
Ba1,Cd1_5_-1_-1_-1,12.520398749366,1,0.25,0.5
Ba2,Cd1_5_-1_-1_-1,17.7065177176725,1.25,0.25,1
Cd1,Cd1_5_-1_-1_-1,16.8422578285618,1.25,0.75,0.5
Ge1,Cd1_5_-1_-1_-1,15.6689842176018,1.18347,0.43347,0.68347
Cd2,Cd1_5_-1_-1_-1,15.6689842176018,1.18347,0.43347,0.68347
Ge2,Cd1_5_-1_-1_-1,14.5679673371466,1,0.36427,0.80262
Ba1,Cd1_6_-1_-1_-1,14.7132126569327,0.75,0.5,1
Ba2,Cd1_6_-1_-1_-1,20.4457255414182,1,0.5,1.5
Cd1,Cd1_6_-1_-1_-1,18.929063660678,1,1,1
Ge1,Cd1_6_-1_-1_-1,18.0872419102266,0.93347,0.68347,1.18347
Cd2,Cd1_6_-1_-1_-1,18.0872419102266,0.93347,0.68347,1.18347
Ge2,Cd1_6_-1_-1_-1,17.7457540378274,0.75,0.61427,1.30262
Ba1,Ge1_1_-1_-1_-1,8.92891325157265,0.31653,0.68347,0.31653
Ba2,Ge1_1_-1_-1_-1,13.1817008872462,0.56653,0.68347,0.81653
Cd1,Ge1_1_-1_-1_-1,14.7507037664661,0.56653,1.18347,0.31653
Ge1,Ge1_1_-1_-1_-1,12.2264020501397,0.5,0.86694,0.5
Cd2,Ge1_1_-1_-1_-1,12.2264020501397,0.5,0.86694,0.5
Ge2,Ge1_1_-1_-1_-1,11.565472379003,0.31653,0.79774,0.61915
Ba1,Ge1_4_-1_-1_-1,11.1153729212887,0.68347,0.31653,0.68347
Ba2,Ge1_4_-1_-1_-1,16.8321803873963,0.93347,0.31653,1.18347
Cd1,Ge1_4_-1_-1_-1,15.4756671348489,0.93347,0.81653,0.68347
Ge1,Ge1_4_-1_-1_-1,14.4703991450071,0.86694,0.5,0.86694
Cd2,Ge1_4_-1_-1_-1,14.4703991450071,0.86694,0.5,0.86694
