Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.48635567051436,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.7471391952177,0.75,0.5,1
Cd1,Ba1_1_-1_-1_-1,14.7471391952177,0.75,1,0.5
Ge1,Ba1_1_-1_-1_-1,12.9672790202529,0.68347,0.68347,0.68347
Cd2,Ba1_1_-1_-1_-1,12.9672790202529,0.68347,0.68347,0.68347
Ge2,Ba1_1_-1_-1_-1,12.3509908100929,0.5,0.61422,0.80255
Ba1,Ba1_25_-1_-1_-1,18.9727113410287,1,1,1
Ba2,Ba1_25_-1_-1_-1,24.0300206007636,1.25,1,1.5
Cd1,Ba1_25_-1_-1_-1,24.0300206007636,1.25,1.5,1
Ge1,Ba1_25_-1_-1_-1,22.4536346907673,1.18347,1.18347,1.18347
Cd2,Ba1_25_-1_-1_-1,22.4536346907673,1.18347,1.18347,1.18347
Ge2,Ba1_25_-1_-1_-1,21.7376901556553,1,1.11422,1.30255
Ba1,Ba2_1_-1_-1_-1,12.5492689762442,1,0.5,0.25
Ba2,Ba2_1_-1_-1_-1,16.8810936367805,1.25,0.5,0.75
Cd1,Ba2_1_-1_-1_-1,17.7473463840725,1.25,1,0.25
Ge1,Ba2_1_-1_-1_-1,15.705114626734,1.18347,0.68347,0.43347
Cd2,Ba2_1_-1_-1_-1,15.705114626734,1.18347,0.68347,0.43347
Ge2,Ba2_1_-1_-1_-1,14.2087652009414,1,0.61422,0.55255
Ba1,Ba2_2_-1_-1_-1,14.7471391952177,0.5,0.75,1
Ba2,Ba2_2_-1_-1_-1,20.1235992701045,0.75,0.75,1.5
Cd1,Ba2_2_-1_-1_-1,19.3639424260983,0.75,1.25,1
Ge1,Ba2_2_-1_-1_-1,18.1289484714954,0.68347,0.93347,1.18347
Cd2,Ba2_2_-1_-1_-1,18.1289484714954,0.68347,0.93347,1.18347
Ge2,Ba2_2_-1_-1_-1,17.9774581548019,0.5,0.86422,1.30255
Ba1,Ba2_3_-1_-1_-1,12.5492689762442,0.25,1,0.5
Ba2,Ba2_3_-1_-1_-1,16.43085,0.5,1,1
Cd1,Ba2_3_-1_-1_-1,18.164988145537,0.5,1.5,0.5
Ge1,Ba2_3_-1_-1_-1,15.705114626734,0.43347,1.18347,0.68347
Cd2,Ba2_3_-1_-1_-1,15.705114626734,0.43347,1.18347,0.68347
Ge2,Ba2_3_-1_-1_-1,15.2887279634086,0.25,1.11422,0.80255
Ba1,Ba2_4_-1_-1_-1,14.7471391952177,1,0.5,0.75
Ba2,Ba2_4_-1_-1_-1,20.1235992701045,1.25,0.5,1.25
Cd1,Ba2_4_-1_-1_-1,19.3639424260983,1.25,1,0.75
Ge1,Ba2_4_-1_-1_-1,18.1289484714954,1.18347,0.68347,0.93347
Cd2,Ba2_4_-1_-1_-1,18.1289484714954,1.18347,0.68347,0.93347
Ge2,Ba2_4_-1_-1_-1,17.2680432566278,1,0.61422,1.05255
Ba1,Ba2_5_-1_-1_-1,12.5492689762442,0.5,0.25,1
Ba2,Ba2_5_-1_-1_-1,18.573241100539,0.75,0.25,1.5
Cd1,Ba2_5_-1_-1_-1,15.9679159902365,0.75,0.75,1
Ge1,Ba2_5_-1_-1_-1,15.705114626734,0.68347,0.43347,1.18347
Cd2,Ba2_5_-1_-1_-1,15.705114626734,0.68347,0.43347,1.18347
Ge2,Ba2_5_-1_-1_-1,15.795253030109,0.5,0.36422,1.30255
Ba1,Ba2_6_-1_-1_-1,14.7471391952177,0.75,1,0.5
Ba2,Ba2_6_-1_-1_-1,18.9727113410287,1,1,1
Cd1,Ba2_6_-1_-1_-1,20.4928704244915,1,1.5,0.5
Ge1,Ba2_6_-1_-1_-1,18.1289484714954,0.93347,1.18347,0.68347
Cd2,Ba2_6_-1_-1_-1,18.1289484714954,0.93347,1.18347,0.68347
Ge2,Ba2_6_-1_-1_-1,17.1388204186902,0.75,1.11422,0.80255
Ba1,Cd1_1_-1_-1_-1,12.5492689762442,0.5,1,0.25
Ba2,Cd1_1_-1_-1_-1,15.9679159902365,0.75,1,0.75
Cd1,Cd1_1_-1_-1_-1,18.573241100539,0.75,1.5,0.25
Ge1,Cd1_1_-1_-1_-1,15.705114626734,0.68347,1.18347,0.43347
Cd2,Cd1_1_-1_-1_-1,15.705114626734,0.68347,1.18347,0.43347
Ge2,Cd1_1_-1_-1_-1,14.6831205590967,0.5,1.11422,0.55255
Ba1,Cd1_2_-1_-1_-1,14.7471391952177,1,0.75,0.5
Ba2,Cd1_2_-1_-1_-1,19.3639424260983,1.25,0.75,1
Cd1,Cd1_2_-1_-1_-1,20.1235992701045,1.25,1.25,0.5
Ge1,Cd1_2_-1_-1_-1,18.1289484714954,1.18347,0.93347,0.68347
Cd2,Cd1_2_-1_-1_-1,18.1289484714954,1.18347,0.93347,0.68347
Ge2,Cd1_2_-1_-1_-1,16.9377287419349,1,0.86422,0.80255
Ba1,Cd1_3_-1_-1_-1,12.5492689762442,0.25,0.5,1
Ba2,Cd1_3_-1_-1_-1,18.164988145537,0.5,0.5,1.5
Cd1,Cd1_3_-1_-1_-1,16.43085,0.5,1,1
Ge1,Cd1_3_-1_-1_-1,15.705114626734,0.43347,0.68347,1.18347
Cd2,Cd1_3_-1_-1_-1,15.705114626734,0.43347,0.68347,1.18347
Ge2,Cd1_3_-1_-1_-1,16.0107004435756,0.25,0.61422,1.30255
Ba1,Cd1_4_-1_-1_-1,14.7471391952177,0.5,1,0.75
Ba2,Cd1_4_-1_-1_-1,19.3639424260983,0.75,1,1.25
Cd1,Cd1_4_-1_-1_-1,20.1235992701045,0.75,1.5,0.75
Ge1,Cd1_4_-1_-1_-1,18.1289484714954,0.68347,1.18347,0.93347
Cd2,Cd1_4_-1_-1_-1,18.1289484714954,0.68347,1.18347,0.93347
Ge2,Cd1_4_-1_-1_-1,17.6604172864135,0.5,1.11422,1.05255
Ba1,Cd1_5_-1_-1_-1,12.5492689762442,1,0.25,0.5
Ba2,Cd1_5_-1_-1_-1,17.7473463840725,1.25,0.25,1
Cd1,Cd1_5_-1_-1_-1,16.8810936367805,1.25,0.75,0.5
Ge1,Cd1_5_-1_-1_-1,15.705114626734,1.18347,0.43347,0.68347
Cd2,Cd1_5_-1_-1_-1,15.705114626734,1.18347,0.43347,0.68347
Ge2,Cd1_5_-1_-1_-1,14.6009476237976,1,0.36422,0.80255
Ba1,Cd1_6_-1_-1_-1,14.7471391952177,0.75,0.5,1
Ba2,Cd1_6_-1_-1_-1,20.4928704244915,1,0.5,1.5
Cd1,Cd1_6_-1_-1_-1,18.9727113410287,1,1,1
Ge1,Cd1_6_-1_-1_-1,18.1289484714954,0.93347,0.68347,1.18347
Cd2,Cd1_6_-1_-1_-1,18.1289484714954,0.93347,0.68347,1.18347
Ge2,Cd1_6_-1_-1_-1,17.7858508736273,0.75,0.61422,1.30255
