Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
I1,I1_1_-1_-1_-1,9.47830163425917,0.5,0.5,0.5
I2,I1_1_-1_-1_-1,14.7346186870411,0.5,0.75,1
Sn1,I1_1_-1_-1_-1,16.4688047971166,0.887,0.691,1
Sn2,I1_1_-1_-1_-1,16.0444177804136,0.847,0.657,1
P1,I1_1_-1_-1_-1,13.1179694618147,0.692,0.692,0.692
P2,I1_1_-1_-1_-1,14.7346186870411,0.5,1,0.75
I1,I1_25_-1_-1_-1,18.9566032685183,1,1,1
I2,I1_25_-1_-1_-1,24.009618808563,1,1.25,1.5
Sn1,I1_25_-1_-1_-1,25.8817228794764,1.387,1.191,1.5
Sn2,I1_25_-1_-1_-1,25.4401523926075,1.347,1.157,1.5
P1,I1_25_-1_-1_-1,22.5962710960739,1.192,1.192,1.192
P2,I1_25_-1_-1_-1,24.009618808563,1,1.5,1.25
I1,I2_1_-1_-1_-1,14.7346186870411,1,0.75,0.5
I2,I2_1_-1_-1_-1,18.9566032685183,1,1,1
Sn1,I2_1_-1_-1_-1,21.3609041779071,1.387,0.941,1
Sn2,I2_1_-1_-1_-1,20.8725258275689,1.347,0.907,1
P1,I2_1_-1_-1_-1,18.2715565374623,1.192,0.942,0.692
P2,I2_1_-1_-1_-1,19.3475021934357,1,1.25,0.75
I1,I2_2_-1_-1_-1,12.5386144877534,0.25,0.5,1
I2,I2_2_-1_-1_-1,18.5574721833282,0.25,0.75,1.5
Sn1,I2_2_-1_-1_-1,19.3730240629998,0.637,0.691,1.5
Sn2,I2_2_-1_-1_-1,19.0764660562613,0.597,0.657,1.5
P1,I2_2_-1_-1_-1,15.8416875377266,0.442,0.692,1.192
P2,I2_2_-1_-1_-1,17.7322786619487,0.25,1,1.25
I1,I2_3_-1_-1_-1,12.5386144877534,0.5,1,0.25
I2,I2_3_-1_-1_-1,16.8667613742236,0.5,1.25,0.75
Sn1,I2_3_-1_-1_-1,18.2080452264264,0.887,1.191,0.75
Sn2,I2_3_-1_-1_-1,17.7105069459649,0.847,1.157,0.75
P1,I2_3_-1_-1_-1,15.8416875377266,0.692,1.192,0.442
P2,I2_3_-1_-1_-1,18.1495658402619,0.5,1.5,0.5
I1,I2_4_-1_-1_-1,12.5386144877534,1,0.25,0.5
I2,I2_4_-1_-1_-1,16.4169,1,0.5,1
Sn1,I2_4_-1_-1_-1,19.3265955954009,1.387,0.441,1
Sn2,I2_4_-1_-1_-1,18.8934927841416,1.347,0.407,1
P1,I2_4_-1_-1_-1,15.8416875377266,1.192,0.442,0.692
P2,I2_4_-1_-1_-1,15.954359027081,1,0.75,0.75
I1,I2_5_-1_-1_-1,14.7346186870411,0.75,0.5,1
I2,I2_5_-1_-1_-1,20.1065140791486,0.75,0.75,1.5
Sn1,I2_5_-1_-1_-1,21.9445370899112,1.137,0.691,1.5
Sn2,I2_5_-1_-1_-1,21.5724090721044,1.097,0.657,1.5
P1,I2_5_-1_-1_-1,18.2715565374623,0.942,0.692,1.192
P2,I2_5_-1_-1_-1,19.3475021934357,0.75,1,1.25
I1,I2_6_-1_-1_-1,14.7346186870411,0.5,1,0.75
I2,I2_6_-1_-1_-1,20.1065140791486,0.5,1.25,1.25
Sn1,I2_6_-1_-1_-1,21.2442269835264,0.887,1.191,1.25
Sn2,I2_6_-1_-1_-1,20.819373800455,0.847,1.157,1.25
P1,I2_6_-1_-1_-1,18.2715565374623,0.692,1.192,0.942
P2,I2_6_-1_-1_-1,20.475471717643,0.5,1.5,1
I1,Sn1_1_-1_-1_-1,13.3607075828973,1,0.691,0.113
I2,Sn1_1_-1_-1_-1,16.4578910750451,1,0.941,0.613
Sn1,Sn1_1_-1_-1_-1,19.1997795960702,1.387,0.882,0.613
Sn2,Sn1_1_-1_-1_-1,18.6677855716832,1.347,0.848,0.613
P1,Sn1_1_-1_-1_-1,16.5751188379286,1.192,0.883,0.305
P2,Sn1_1_-1_-1_-1,17.4779813601368,1,1.191,0.363
I1,Sn1_2_-1_-1_-1,15.0154567238699,0.309,0.887,1
I2,Sn1_2_-1_-1_-1,20.8759459012369,0.309,1.137,1.5
Sn1,Sn1_2_-1_-1_-1,21.6041524893234,0.696,1.078,1.5
Sn2,Sn1_2_-1_-1_-1,21.2513358651736,0.656,1.044,1.5
P1,Sn1_2_-1_-1_-1,18.431518778177,0.501,1.079,1.192
