Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.03169233352753,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.0403363142813,0.75,1,0.5
Ga1,Ba1_1_-1_-1_-1,14.0403363142813,0.75,0.5,1
Si1,Ba1_1_-1_-1_-1,14.0403363142813,0.75,0.5,1
Ga2,Ba1_1_-1_-1_-1,12.3804632169529,0.68539,0.68539,0.68539
Si2,Ba1_1_-1_-1_-1,12.3804632169529,0.68539,0.68539,0.68539
Ga3,Ba1_1_-1_-1_-1,11.8140049092203,0.5,0.8061,0.61925
Si3,Ba1_1_-1_-1_-1,11.8140049092203,0.5,0.8061,0.61925
Ba1,Ba1_25_-1_-1_-1,18.0633846670551,1,1,1
Ba2,Ba1_25_-1_-1_-1,22.8783065249184,1.25,1.5,1
Ga1,Ba1_25_-1_-1_-1,22.8783065249184,1.25,1,1.5
Si1,Ba1_25_-1_-1_-1,22.8783065249184,1.25,1,1.5
Ga2,Ba1_25_-1_-1_-1,21.4121555504804,1.18539,1.18539,1.18539
Si2,Ba1_25_-1_-1_-1,21.4121555504804,1.18539,1.18539,1.18539
Ga3,Ba1_25_-1_-1_-1,20.7496267163088,1,1.3061,1.11925
Si3,Ba1_25_-1_-1_-1,20.7496267163088,1,1.3061,1.11925
Ba1,Ba2_1_-1_-1_-1,11.9478059162812,0.5,1,0.25
Ba2,Ba2_1_-1_-1_-1,17.6830602902538,0.75,1.5,0.25
Ga1,Ba2_1_-1_-1_-1,15.202603554038,0.75,1,0.75
Si1,Ba2_1_-1_-1_-1,15.202603554038,0.75,1,0.75
Ga2,Ba2_1_-1_-1_-1,14.9845306469752,0.68539,1.18539,0.43539
Si2,Ba2_1_-1_-1_-1,14.9845306469752,0.68539,1.18539,0.43539
Ga3,Ba2_1_-1_-1_-1,15.084973142538,0.5,1.3061,0.36925
Si3,Ba2_1_-1_-1_-1,15.084973142538,0.5,1.3061,0.36925
Ba1,Ba2_2_-1_-1_-1,14.0403363142813,1,0.75,0.5
Ba2,Ba2_2_-1_-1_-1,19.1591126838836,1.25,1.25,0.5
Ga1,Ba2_2_-1_-1_-1,18.435864775791,1.25,0.75,1
Si1,Ba2_2_-1_-1_-1,18.435864775791,1.25,0.75,1
Ga2,Ba2_2_-1_-1_-1,17.2939444659546,1.18539,0.93539,0.68539
Si2,Ba2_2_-1_-1_-1,17.2939444659546,1.18539,0.93539,0.68539
Ga3,Ba2_2_-1_-1_-1,16.4856394067867,1,1.0561,0.61925
