Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,10.1466134383596,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,16.1295765548338,0.7538,1.0378,0.5
Sn1,Ba1_1_-1_-1_-1,15.7735516074575,0.75,0.5,1
Ga1,Ba1_1_-1_-1_-1,15.7735516074575,0.75,0.5,1
Sn2,Ba1_1_-1_-1_-1,13.8844228967825,0.68419,0.68419,0.68419
Ga2,Ba1_1_-1_-1_-1,13.8844228967825,0.68419,0.68419,0.68419
Sn3,Ba1_1_-1_-1_-1,13.3185030824395,0.5,0.8123,0.61836
Ga3,Ba1_1_-1_-1_-1,13.3185030824395,0.5,0.8123,0.61836
Ba1,Ba1_25_-1_-1_-1,20.2932268767192,1,1,1
Ba2,Ba1_25_-1_-1_-1,26.032456646136,1.2538,1.5378,1
Sn1,Ba1_25_-1_-1_-1,25.7025288130006,1.25,1,1.5
Ga1,Ba1_25_-1_-1_-1,25.7025288130006,1.25,1,1.5
Sn2,Ba1_25_-1_-1_-1,24.0310363351422,1.18419,1.18419,1.18419
Ga2,Ba1_25_-1_-1_-1,24.0310363351422,1.18419,1.18419,1.18419
Sn3,Ba1_25_-1_-1_-1,23.3529707172065,1,1.3123,1.11836
Ga3,Ba1_25_-1_-1_-1,23.3529707172065,1,1.3123,1.11836
Ba1,Ba2_1_-1_-1_-1,6.5448229199755,0.5,0.0378,0.2462
Ba2,Ba2_1_-1_-1_-1,11.4804450406047,0.7538,0.5756,0.2462
Sn1,Ba2_1_-1_-1_-1,12.4034801274215,0.75,0.0378,0.7462
Ga1,Ba2_1_-1_-1_-1,12.4034801274215,0.75,0.0378,0.7462
Sn2,Ba2_1_-1_-1_-1,9.8209648794661,0.68419,0.22199,0.43039
Ga2,Ba2_1_-1_-1_-1,9.8209648794661,0.68419,0.22199,0.43039
Sn3,Ba2_1_-1_-1_-1,8.32990207305255,0.5,0.3501,0.36456
Ga3,Ba2_1_-1_-1_-1,8.32990207305255,0.5,0.3501,0.36456
Ba1,Ba2_2_-1_-1_-1,15.4728071455026,0.9622,0.7538,0.5
Ba2,Ba2_2_-1_-1_-1,21.5938959937503,1.216,1.2916,0.5
Sn1,Ba2_2_-1_-1_-1,20.4201472465431,1.2122,0.7538,1
Ga1,Ba2_2_-1_-1_-1,20.4201472465431,1.2122,0.7538,1
Sn2,Ba2_2_-1_-1_-1,19.1164323729729,1.14639,0.93799,0.68419
Ga2,Ba2_2_-1_-1_-1,19.1164323729729,1.14639,0.93799,0.68419
Sn3,Ba2_2_-1_-1_-1,18.3193151174494,0.9622,1.0661,0.61836
Ga3,Ba2_2_-1_-1_-1,18.3193151174494,0.9622,1.0661,0.61836
Ba1,Ba2_3_-1_-1_-1,13.0279949840976,0.2462,0.5,0.9622
Ba2,Ba2_3_-1_-1_-1,17.5856069373014,0.5,1.0378,0.9622
Sn1,Ba2_3_-1_-1_-1,19.0159673843629,0.4962,0.5,1.4622
Ga1,Ba2_3_-1_-1_-1,19.0159673843629,0.4962,0.5,1.4622
Sn2,Ba2_3_-1_-1_-1,16.434429997289,0.43039,0.68419,1.14639
Ga2,Ba2_3_-1_-1_-1,16.434429997289,0.43039,0.68419,1.14639
Sn3,Ba2_3_-1_-1_-1,16.0989621054741,0.2462,0.8123,1.08056
Ga3,Ba2_3_-1_-1_-1,16.0989621054741,0.2462,0.8123,1.08056
