Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,8.89416749940656,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,13.826545271438,0.75,1,0.5
Si1,Ba1_1_-1_-1_-1,13.826545271438,0.75,0.5,1
Si2,Ba1_1_-1_-1_-1,12.1672211391882,0.684,0.684,0.684
Si3,Ba1_1_-1_-1_-1,11.6312503050646,0.5,0.8049,0.6203
Ba1,Ba1_25_-1_-1_-1,17.7883349988131,1,1,1
Ba2,Ba1_25_-1_-1_-1,22.529940438739,1.25,1.5,1
Si1,Ba1_25_-1_-1_-1,22.529940438739,1.25,1,1.5
Si2,Ba1_25_-1_-1_-1,21.0613886385947,1.184,1.184,1.184
Si3,Ba1_25_-1_-1_-1,20.4316563358583,1,1.3049,1.1203
Ba1,Ba2_1_-1_-1_-1,11.7658776611915,0.5,1,0.25
Ba2,Ba2_1_-1_-1_-1,17.4138017899237,0.75,1.5,0.25
Si1,Ba2_1_-1_-1_-1,14.9711147638127,0.75,1,0.75
Si2,Ba2_1_-1_-1_-1,14.7334526723865,0.684,1.184,0.434
Si3,Ba2_1_-1_-1_-1,14.8469067580974,0.5,1.3049,0.3703
Ba1,Ba2_2_-1_-1_-1,13.826545271438,1,0.75,0.5
Ba2,Ba2_2_-1_-1_-1,18.8673784555181,1.25,1.25,0.5
Si1,Ba2_2_-1_-1_-1,18.1551433836599,1.25,0.75,1
Si2,Ba2_2_-1_-1_-1,17.0064545450336,1.184,0.934,0.684
Si3,Ba2_2_-1_-1_-1,16.230612404759,1,1.0549,0.6203
Ba1,Ba2_3_-1_-1_-1,11.7658776611915,0.25,0.5,1
Ba2,Ba2_3_-1_-1_-1,15.40515,0.5,1,1
Si1,Ba2_3_-1_-1_-1,17.0310341297145,0.5,0.5,1.5
Si2,Ba2_3_-1_-1_-1,14.7334526723865,0.434,0.684,1.184
Si3,Ba2_3_-1_-1_-1,14.3980652261717,0.25,0.8049,1.1203
Ba1,Ba2_4_-1_-1_-1,13.826545271438,0.5,1,0.75
Ba2,Ba2_4_-1_-1_-1,18.8673784555181,0.75,1.5,0.75
Si1,Ba2_4_-1_-1_-1,18.1551433836599,0.75,1,1.25
Si2,Ba2_4_-1_-1_-1,17.0064545450336,0.684,1.184,0.934
Si3,Ba2_4_-1_-1_-1,16.9072988456477,0.5,1.3049,0.8703
Ba1,Ba2_5_-1_-1_-1,11.7658776611915,1,0.25,0.5
Ba2,Ba2_5_-1_-1_-1,15.8272870629729,1.25,0.75,0.5
Si1,Ba2_5_-1_-1_-1,16.6394637616796,1.25,0.25,1
Si2,Ba2_5_-1_-1_-1,14.7334526723865,1.184,0.434,0.684
Si3,Ba2_5_-1_-1_-1,13.3617359856744,1,0.5549,0.6203
Ba1,Ba2_6_-1_-1_-1,13.826545271438,0.75,0.5,1
Ba2,Ba2_6_-1_-1_-1,17.7883349988131,1,1,1
Si1,Ba2_6_-1_-1_-1,19.2135977639535,1,0.5,1.5
Si2,Ba2_6_-1_-1_-1,17.0064545450336,0.934,0.684,1.184
Si3,Ba2_6_-1_-1_-1,16.1258103443546,0.75,0.8049,1.1203
Ba1,Si1_1_-1_-1_-1,11.7658776611915,1,0.5,0.25
Ba2,Si1_1_-1_-1_-1,16.6394637616796,1.25,1,0.25
Si1,Si1_1_-1_-1_-1,15.8272870629729,1.25,0.5,0.75
Si2,Si1_1_-1_-1_-1,14.7334526723865,1.184,0.684,0.434
Si3,Si1_1_-1_-1_-1,13.7211999040168,1,0.8049,0.3703
Ba1,Si1_2_-1_-1_-1,13.826545271438,0.5,0.75,1
Ba2,Si1_2_-1_-1_-1,18.1551433836599,0.75,1.25,1
Si1,Si1_2_-1_-1_-1,18.8673784555181,0.75,0.75,1.5
Si2,Si1_2_-1_-1_-1,17.0064545450336,0.684,0.934,1.184
Si3,Si1_2_-1_-1_-1,16.616901516255,0.5,1.0549,1.1203
Ba1,Si1_3_-1_-1_-1,11.7658776611915,0.25,1,0.5
Ba2,Si1_3_-1_-1_-1,17.0310341297145,0.5,1.5,0.5
Si1,Si1_3_-1_-1_-1,15.40515,0.5,1,1
Si2,Si1_3_-1_-1_-1,14.7334526723865,0.434,1.184,0.684
Si3,Si1_3_-1_-1_-1,15.0590490658388,0.25,1.3049,0.6203
Ba1,Si1_4_-1_-1_-1,13.826545271438,1,0.5,0.75
Ba2,Si1_4_-1_-1_-1,18.1551433836599,1.25,1,0.75
Si1,Si1_4_-1_-1_-1,18.8673784555181,1.25,0.5,1.25
Si2,Si1_4_-1_-1_-1,17.0064545450336,1.184,0.684,0.934
