Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.33843853154798,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.517192657953,0.5,0.75,1
Ge1,Ba1_1_-1_-1_-1,14.517192657953,0.5,1,0.75
Ga1,Ba1_1_-1_-1_-1,14.517192657953,0.5,1,0.75
Mg1,Ba1_1_-1_-1_-1,14.517192657953,0.5,1,0.75
Ge2,Ba1_1_-1_-1_-1,12.2264164627361,0.5,0.808359,0.6182
Ga2,Ba1_1_-1_-1_-1,12.2264164627361,0.5,0.808359,0.6182
Mg2,Ba1_1_-1_-1_-1,12.2264164627361,0.5,0.808359,0.6182
Ge3,Ba1_1_-1_-1_-1,12.7859098842395,0.684585,0.684585,0.684585
Mg3,Ba1_1_-1_-1_-1,12.7859098842395,0.684585,0.684585,0.684585
Ba1,Ba1_25_-1_-1_-1,18.676877063096,1,1,1
Ba2,Ba1_25_-1_-1_-1,23.655329621422,1,1.25,1.5
Ge1,Ba1_25_-1_-1_-1,23.655329621422,1,1.5,1.25
Ga1,Ba1_25_-1_-1_-1,23.655329621422,1,1.5,1.25
Mg1,Ba1_25_-1_-1_-1,23.655329621422,1,1.5,1.25
Ge2,Ba1_25_-1_-1_-1,21.4639887866846,1,1.308359,1.1182
Ga2,Ba1_25_-1_-1_-1,21.4639887866846,1,1.308359,1.1182
Mg2,Ba1_25_-1_-1_-1,21.4639887866846,1,1.308359,1.1182
Ge3,Ba1_25_-1_-1_-1,22.1243484157875,1.184585,1.184585,1.184585
Mg3,Ba1_25_-1_-1_-1,22.1243484157875,1.184585,1.184585,1.184585
Ba1,Ba2_1_-1_-1_-1,14.517192657953,1,0.75,0.5
Ba2,Ba2_1_-1_-1_-1,18.676877063096,1,1,1
Ge1,Ba2_1_-1_-1_-1,19.0620078305317,1,1.25,0.75
Ga1,Ba2_1_-1_-1_-1,19.0620078305317,1,1.25,0.75
Mg1,Ba2_1_-1_-1_-1,19.0620078305317,1,1.25,0.75
Ge2,Ba2_1_-1_-1_-1,17.0574021237531,1,1.058359,0.6182
Ga2,Ba2_1_-1_-1_-1,17.0574021237531,1,1.058359,0.6182
Mg2,Ba2_1_-1_-1_-1,17.0574021237531,1,1.058359,0.6182
Ge3,Ba2_1_-1_-1_-1,17.8666152179114,1.184585,0.934585,0.684585
Mg3,Ba2_1_-1_-1_-1,17.8666152179114,1.184585,0.934585,0.684585
Ba1,Ba2_2_-1_-1_-1,12.3535929940696,0.25,0.5,1
Ba2,Ba2_2_-1_-1_-1,18.2836356102595,0.25,0.75,1.5
Ge1,Ba2_2_-1_-1_-1,17.4706187562505,0.25,1,1.25
Ga1,Ba2_2_-1_-1_-1,17.4706187562505,0.25,1,1.25
Mg1,Ba2_2_-1_-1_-1,17.4706187562505,0.25,1,1.25
Ge2,Ba2_2_-1_-1_-1,15.120642155907,0.25,0.808359,1.1182
Ga2,Ba2_2_-1_-1_-1,15.120642155907,0.25,0.808359,1.1182
Mg2,Ba2_2_-1_-1_-1,15.120642155907,0.25,0.808359,1.1182
Ge3,Ba2_2_-1_-1_-1,15.4795235821062,0.434585,0.684585,1.184585
Mg3,Ba2_2_-1_-1_-1,15.4795235821062,0.434585,0.684585,1.184585
