Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,10.1264350464514,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,16.1076826749791,0.7536,1.0391,0.5
Sn1,Ba1_1_-1_-1_-1,15.7421830224559,0.75,0.5,1
Ga1,Ba1_1_-1_-1_-1,15.7421830224559,0.75,0.5,1
Sn2,Ba1_1_-1_-1_-1,13.8519505000409,0.68395,0.68395,0.68395
Ga2,Ba1_1_-1_-1_-1,13.8519505000409,0.68395,0.68395,0.68395
Sn3,Ba1_1_-1_-1_-1,13.289971759847,0.5,0.81204,0.61838
Ga3,Ba1_1_-1_-1_-1,13.289971759847,0.5,0.81204,0.61838
Ba1,Ba1_25_-1_-1_-1,20.2528700929029,1,1,1
Ba2,Ba1_25_-1_-1_-1,25.9898903227798,1.2536,1.5391,1
Sn1,Ba1_25_-1_-1_-1,25.651414645444,1.25,1,1.5
Ga1,Ba1_25_-1_-1_-1,25.651414645444,1.25,1,1.5
Sn2,Ba1_25_-1_-1_-1,23.9783855464924,1.18395,1.18395,1.18395
Ga2,Ba1_25_-1_-1_-1,23.9783855464924,1.18395,1.18395,1.18395
Sn3,Ba1_25_-1_-1_-1,23.3046587986632,1,1.31204,1.11838
Ga3,Ba1_25_-1_-1_-1,23.3046587986632,1,1.31204,1.11838
Ba1,Ba2_1_-1_-1_-1,6.53388444902577,0.5,0.0391,0.2464
Ba2,Ba2_1_-1_-1_-1,11.4742900788898,0.7536,0.5782,0.2464
Sn1,Ba2_1_-1_-1_-1,12.3810140460837,0.75,0.0391,0.7464
Ga1,Ba2_1_-1_-1_-1,12.3810140460837,0.75,0.0391,0.7464
Sn2,Ba2_1_-1_-1_-1,9.8021940392053,0.68395,0.22305,0.43035
Ga2,Ba2_1_-1_-1_-1,9.8021940392053,0.68395,0.22305,0.43035
Sn3,Ba2_1_-1_-1_-1,8.32064996821891,0.5,0.35114,0.36478
Ga3,Ba2_1_-1_-1_-1,8.32064996821891,0.5,0.35114,0.36478
Ba1,Ba2_2_-1_-1_-1,15.4296291534897,0.9609,0.7536,0.5
Ba2,Ba2_2_-1_-1_-1,21.5484051315832,1.2145,1.2927,0.5
Sn1,Ba2_2_-1_-1_-1,20.3679566834469,1.2109,0.7536,1
Ga1,Ba2_2_-1_-1_-1,20.3679566834469,1.2109,0.7536,1
Sn2,Ba2_2_-1_-1_-1,19.0616312427971,1.14485,0.93755,0.68395
Ga2,Ba2_2_-1_-1_-1,19.0616312427971,1.14485,0.93755,0.68395
Sn3,Ba2_2_-1_-1_-1,18.269957006891,0.9609,1.06564,0.61838
Ga3,Ba2_2_-1_-1_-1,18.269957006891,0.9609,1.06564,0.61838
Ba1,Ba2_3_-1_-1_-1,12.9894535035705,0.2464,0.5,0.9609
Ba2,Ba2_3_-1_-1_-1,17.5514135374752,0.5,1.0391,0.9609
Sn1,Ba2_3_-1_-1_-1,18.9651728617174,0.4964,0.5,1.4609
Ga1,Ba2_3_-1_-1_-1,18.9651728617174,0.4964,0.5,1.4609
Sn2,Ba2_3_-1_-1_-1,16.3855200470896,0.43035,0.68395,1.14485
Ga2,Ba2_3_-1_-1_-1,16.3855200470896,0.43035,0.68395,1.14485
Sn3,Ba2_3_-1_-1_-1,16.0538001798042,0.2464,0.81204,1.07928
Ga3,Ba2_3_-1_-1_-1,16.0538001798042,0.2464,0.81204,1.07928
Ba1,Ba2_4_-1_-1_-1,15.4296291534897,0.5,0.9609,0.7536
Ba2,Ba2_4_-1_-1_-1,21.5158378365467,0.7536,1.5,0.7536
Sn1,Ba2_4_-1_-1_-1,20.4455098279089,0.75,0.9609,1.2536
Ga1,Ba2_4_-1_-1_-1,20.4455098279089,0.75,0.9609,1.2536
Sn2,Ba2_4_-1_-1_-1,19.0616312427971,0.68395,1.14485,0.93755
Ga2,Ba2_4_-1_-1_-1,19.0616312427971,0.68395,1.14485,0.93755
Sn3,Ba2_4_-1_-1_-1,18.9654741878203,0.5,1.27294,0.87198
Ga3,Ba2_4_-1_-1_-1,18.9654741878203,0.5,1.27294,0.87198
Ba1,Ba2_5_-1_-1_-1,6.53388444902577,0.0391,0.2464,0.5
Ba2,Ba2_5_-1_-1_-1,11.4130121750676,0.2927,0.7855,0.5
Sn1,Ba2_5_-1_-1_-1,12.5081861784062,0.2891,0.2464,1
Ga1,Ba2_5_-1_-1_-1,12.5081861784062,0.2891,0.2464,1
Sn2,Ba2_5_-1_-1_-1,9.8021940392053,0.22305,0.43035,0.68395
Ga2,Ba2_5_-1_-1_-1,9.8021940392053,0.22305,0.43035,0.68395
Sn3,Ba2_5_-1_-1_-1,9.75351721323427,0.0391,0.55844,0.61838
Ga3,Ba2_5_-1_-1_-1,9.75351721323427,0.0391,0.55844,0.61838
Ba1,Ba2_6_-1_-1_-1,10.5848570838732,0.7536,0.5,0.0391
Ba2,Ba2_6_-1_-1_-1,16.9274479310856,1.0072,1.0391,0.0391
Sn1,Ba2_6_-1_-1_-1,14.5475289742836,1.0036,0.5,0.5391
Ga1,Ba2_6_-1_-1_-1,14.5475289742836,1.0036,0.5,0.5391
Sn2,Ba2_6_-1_-1_-1,13.8182316670778,0.93755,0.68395,0.22305
Ga2,Ba2_6_-1_-1_-1,13.8182316670778,0.93755,0.68395,0.22305
Sn3,Ba2_6_-1_-1_-1,13.0842625642188,0.7536,0.81204,0.15748
Ga3,Ba2_6_-1_-1_-1,13.0842625642188,0.7536,0.81204,0.15748
Ba1,Ba2_8_-1_-1_-1,12.9894535035705,0.9609,0.2464,0.5
Ba2,Ba2_8_-1_-1_-1,17.8945711892212,1.2145,0.7855,0.5
Sn1,Ba2_8_-1_-1_-1,18.5877945428168,1.2109,0.2464,1
Ga1,Ba2_8_-1_-1_-1,18.5877945428168,1.2109,0.2464,1
Sn2,Ba2_8_-1_-1_-1,16.3855200470896,1.14485,0.43035,0.68395
Ga2,Ba2_8_-1_-1_-1,16.3855200470896,1.14485,0.43035,0.68395
Sn3,Ba2_8_-1_-1_-1,14.8716291762892,0.9609,0.55844,0.61838
Ga3,Ba2_8_-1_-1_-1,14.8716291762892,0.9609,0.55844,0.61838
Ba1,Ba2_9_-1_-1_-1,6.53388444902577,0.2464,0.5,0.0391
Ba2,Ba2_9_-1_-1_-1,13.4913995135889,0.5,1.0391,0.0391
Sn1,Ba2_9_-1_-1_-1,10.3734887582925,0.4964,0.5,0.5391
Ga1,Ba2_9_-1_-1_-1,10.3734887582925,0.4964,0.5,0.5391
Sn2,Ba2_9_-1_-1_-1,9.8021940392053,0.43035,0.68395,0.22305
Ga2,Ba2_9_-1_-1_-1,9.8021940392053,0.43035,0.68395,0.22305
Sn3,Ba2_9_-1_-1_-1,10.0920945970902,0.2464,0.81204,0.15748
Ga3,Ba2_9_-1_-1_-1,10.0920945970902,0.2464,0.81204,0.15748
Ba1,Ba2_11_-1_-1_-1,10.5848570838732,0.0391,0.7536,0.5
Ba2,Ba2_11_-1_-1_-1,16.5642667382827,0.2927,1.2927,0.5
Sn1,Ba2_11_-1_-1_-1,15.0267187025801,0.2891,0.7536,1
Ga1,Ba2_11_-1_-1_-1,15.0267187025801,0.2891,0.7536,1
Sn2,Ba2_11_-1_-1_-1,13.8182316670778,0.22305,0.93755,0.68395
Ga2,Ba2_11_-1_-1_-1,13.8182316670778,0.22305,0.93755,0.68395
Sn3,Ba2_11_-1_-1_-1,14.4137806527449,0.0391,1.06564,0.61838
Ga3,Ba2_11_-1_-1_-1,14.4137806527449,0.0391,1.06564,0.61838
Ba1,Ba2_12_-1_-1_-1,15.4296291534897,0.7536,0.5,0.9609
Ba2,Ba2_12_-1_-1_-1,20.3118869086015,1.0072,1.0391,0.9609
Sn1,Ba2_12_-1_-1_-1,21.533673906559,1.0036,0.5,1.4609
Ga1,Ba2_12_-1_-1_-1,21.533673906559,1.0036,0.5,1.4609
Sn2,Ba2_12_-1_-1_-1,19.0616312427971,0.93755,0.68395,1.14485
Ga2,Ba2_12_-1_-1_-1,19.0616312427971,0.93755,0.68395,1.14485
Sn3,Ba2_12_-1_-1_-1,18.0851334998081,0.7536,0.81204,1.07928
Ga3,Ba2_12_-1_-1_-1,18.0851334998081,0.7536,0.81204,1.07928
Ba1,Ba2_13_-1_-1_-1,12.9894535035705,0.5,0.9609,0.2464
Ba2,Ba2_13_-1_-1_-1,19.8389446371468,0.7536,1.5,0.2464
Sn1,Ba2_13_-1_-1_-1,16.7129819343384,0.75,0.9609,0.7464
Ga1,Ba2_13_-1_-1_-1,16.7129819343384,0.75,0.9609,0.7464
Sn2,Ba2_13_-1_-1_-1,16.3855200470896,0.68395,1.14485,0.43035
Ga2,Ba2_13_-1_-1_-1,16.3855200470896,0.68395,1.14485,0.43035
Sn3,Ba2_13_-1_-1_-1,16.5506172365602,0.5,1.27294,0.36478
Ga3,Ba2_13_-1_-1_-1,16.5506172365602,0.5,1.27294,0.36478
Ba1,Ba2_16_-1_-1_-1,10.5848570838732,0.5,0.0391,0.7536
Ba2,Ba2_16_-1_-1_-1,14.1776897380112,0.7536,0.5782,0.7536
