Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.27340002372377,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.4160861886991,0.75,0.5,1
Rh1,Ba1_1_-1_-1_-1,14.4160861886991,0.75,1,0.5
Ge1,Ba1_1_-1_-1_-1,14.4160861886991,0.75,1,0.5
Ge2,Ba1_1_-1_-1_-1,12.679334384437,0.68364,0.68364,0.68364
Ge3,Ba1_1_-1_-1_-1,12.1325373093493,0.5,0.6156,0.8092
Ge4,Ba1_1_-1_-1_-1,12.4342915283979,0.5,0.6334,0.835
Ba1,Ba1_25_-1_-1_-1,18.5468000474475,1,1,1
Ba2,Ba1_25_-1_-1_-1,23.4905796650487,1.25,1,1.5
Rh1,Ba1_25_-1_-1_-1,23.4905796650487,1.25,1.5,1
Ge1,Ba1_25_-1_-1_-1,23.4905796650487,1.25,1.5,1
Ge2,Ba1_25_-1_-1_-1,21.9527344081608,1.18364,1.18364,1.18364
Ge3,Ba1_25_-1_-1_-1,21.3047978284224,1,1.1156,1.3092
Ge4,Ba1_25_-1_-1_-1,21.5941377663195,1,1.1334,1.335
Ba1,Ba2_1_-1_-1_-1,12.2675551353968,1,0.5,0.25
Ba2,Ba2_1_-1_-1_-1,16.502136285948,1.25,0.5,0.75
Rh1,Ba2_1_-1_-1_-1,17.3489428496378,1.25,1,0.25
Ge1,Ba2_1_-1_-1_-1,17.3489428496378,1.25,1,0.25
Ge2,Ba2_1_-1_-1_-1,15.3554771561436,1.18364,0.68364,0.43364
Ge3,Ba2_1_-1_-1_-1,13.9272678996403,1,0.6156,0.5592
Ge4,Ba2_1_-1_-1_-1,14.1386988472486,1,0.6334,0.585
Ba1,Ba2_2_-1_-1_-1,14.4160861886991,0.5,0.75,1
Ba2,Ba2_2_-1_-1_-1,19.6718521242917,0.75,0.75,1.5
Rh1,Ba2_2_-1_-1_-1,18.9292485323639,0.75,1.25,1
Ge1,Ba2_2_-1_-1_-1,18.9292485323639,0.75,1.25,1
Ge2,Ba2_2_-1_-1_-1,17.7250586801231,0.68364,0.93364,1.18364
Ge3,Ba2_2_-1_-1_-1,17.6382181200583,0.5,0.8656,1.3092
Ge4,Ba2_2_-1_-1_-1,17.9582468120356,0.5,0.8834,1.335
Ba1,Ba2_3_-1_-1_-1,12.2675551353968,0.25,1,0.5
Ba2,Ba2_3_-1_-1_-1,16.062,0.5,1,1
Rh1,Ba2_3_-1_-1_-1,17.7572091275628,0.5,1.5,0.5
