Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Na1,Na1_1_-1_-1_-1,8.82947540174387,0.5,0.5,0.5
Na2,Na1_1_-1_-1_-1,13.7259773186648,0.75,1,0.5
Si1,Na1_1_-1_-1_-1,13.7259773186648,0.75,0.5,1
Si2,Na1_1_-1_-1_-1,12.0981471954694,0.6851,0.6851,0.6851
Si3,Na1_1_-1_-1_-1,11.5513726324326,0.5,0.8077,0.6175
Na1,Na1_25_-1_-1_-1,17.6589508034877,1,1,1
Na2,Na1_25_-1_-1_-1,22.3660679788044,1.25,1.5,1
Si1,Na1_25_-1_-1_-1,22.3660679788044,1.25,1,1.5
Si2,Na1_25_-1_-1_-1,20.9276225972133,1.1851,1.1851,1.1851
Si3,Na1_25_-1_-1_-1,20.2857347299166,1,1.3077,1.1175
Na1,Na2_1_-1_-1_-1,11.6802980600882,0.5,1,0.25
Na2,Na2_1_-1_-1_-1,17.2871417774888,0.75,1.5,0.25
Si1,Na2_1_-1_-1_-1,14.8622217371764,0.75,1,0.75
Si2,Na2_1_-1_-1_-1,14.6442859686672,0.6851,1.1851,0.4351
Si3,Na2_1_-1_-1_-1,14.757416386197,0.5,1.3077,0.3675
Na1,Na2_2_-1_-1_-1,13.7259773186648,1,0.75,0.5
Na2,Na2_2_-1_-1_-1,18.7301457926787,1.25,1.25,0.5
Si1,Na2_2_-1_-1_-1,18.0230911922733,1.25,0.75,1
Si2,Na2_2_-1_-1_-1,16.9017348294434,1.1851,0.9351,0.6851
Si3,Na2_2_-1_-1_-1,16.1204574112299,1,1.0577,0.6175
Na1,Na2_3_-1_-1_-1,11.6802980600882,0.25,0.5,1
Na2,Na2_3_-1_-1_-1,15.2931,0.5,1,1
Si1,Na2_3_-1_-1_-1,16.9071581937947,0.5,0.5,1.5
Si2,Na2_3_-1_-1_-1,14.6442859686672,0.4351,0.6851,1.1851
Si3,Na2_3_-1_-1_-1,14.286973538231,0.25,0.8077,1.1175
Na1,Na2_4_-1_-1_-1,13.7259773186648,0.5,1,0.75
Na2,Na2_4_-1_-1_-1,18.7301457926787,0.75,1.5,0.75
Si1,Na2_4_-1_-1_-1,18.0230911922733,0.75,1,1.25
Si2,Na2_4_-1_-1_-1,16.9017348294434,0.6851,1.1851,0.9351
Si3,Na2_4_-1_-1_-1,16.7919059448859,0.5,1.3077,0.8675
Na1,Na2_5_-1_-1_-1,11.6802980600882,1,0.25,0.5
Na2,Na2_5_-1_-1_-1,15.7121666314675,1.25,0.75,0.5
Si1,Na2_5_-1_-1_-1,16.5184359291369,1.25,0.25,1
Si2,Na2_5_-1_-1_-1,14.6442859686672,1.1851,0.4351,0.6851
Si3,Na2_5_-1_-1_-1,13.2631752089892,1,0.5577,0.6175
Na1,Na2_6_-1_-1_-1,13.7259773186648,0.75,0.5,1
Na2,Na2_6_-1_-1_-1,17.6589508034877,1,1,1
Si1,Na2_6_-1_-1_-1,19.0738468605575,1,0.5,1.5
Si2,Na2_6_-1_-1_-1,16.9017348294434,0.9351,0.6851,1.1851
Si3,Na2_6_-1_-1_-1,16.0028342321638,0.75,0.8077,1.1175
Na1,Si1_1_-1_-1_-1,11.6802980600882,1,0.5,0.25
Na2,Si1_1_-1_-1_-1,16.5184359291369,1.25,1,0.25
Si1,Si1_1_-1_-1_-1,15.7121666314675,1.25,0.5,0.75
Si2,Si1_1_-1_-1_-1,14.6442859686672,1.1851,0.6851,0.4351
Si3,Si1_1_-1_-1_-1,13.6307409355714,1,0.8077,0.3675
Na1,Si1_2_-1_-1_-1,13.7259773186648,0.5,0.75,1
Na2,Si1_2_-1_-1_-1,18.0230911922733,0.75,1.25,1
Si1,Si1_2_-1_-1_-1,18.7301457926787,0.75,0.75,1.5
Si2,Si1_2_-1_-1_-1,16.9017348294434,0.6851,0.9351,1.1851
Si3,Si1_2_-1_-1_-1,16.4949332655085,0.5,1.0577,1.1175
Na1,Si1_3_-1_-1_-1,11.6802980600882,0.25,1,0.5
Na2,Si1_3_-1_-1_-1,16.9071581937947,0.5,1.5,0.5
Si1,Si1_3_-1_-1_-1,15.2931,0.5,1,1
Si2,Si1_3_-1_-1_-1,14.6442859686672,0.4351,1.1851,0.6851
Si3,Si1_3_-1_-1_-1,14.9628933211042,0.25,1.3077,0.6175
Na1,Si1_4_-1_-1_-1,13.7259773186648,1,0.5,0.75
Na2,Si1_4_-1_-1_-1,18.0230911922733,1.25,1,0.75
Si1,Si1_4_-1_-1_-1,18.7301457926787,1.25,0.5,1.25
Si2,Si1_4_-1_-1_-1,16.9017348294434,1.1851,0.6851,0.9351
Si3,Si1_4_-1_-1_-1,15.8108780691953,1,0.8077,0.8675
Na1,Si1_5_-1_-1_-1,11.6802980600882,0.5,0.25,1
Na2,Si1_5_-1_-1_-1,14.8622217371764,0.75,0.75,1
