Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,10.1368273512969,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,15.7583385168773,0.75,1,0.5
Sn1,Ba1_1_-1_-1_-1,15.7583385168773,0.75,0.5,1
Ga1,Ba1_1_-1_-1_-1,15.7583385168773,0.75,0.5,1
Sn2,Ba1_1_-1_-1_-1,13.8700181282325,0.68414,0.68414,0.68414
Ga2,Ba1_1_-1_-1_-1,13.8700181282325,0.68414,0.68414,0.68414
Sn3,Ba1_1_-1_-1_-1,13.306290773069,0.5,0.81233,0.61842
Ga3,Ba1_1_-1_-1_-1,13.306290773069,0.5,0.81233,0.61842
Ba1,Ba1_25_-1_-1_-1,20.2736547025937,1,1,1
Ba2,Ba1_25_-1_-1_-1,25.6777395386062,1.25,1.5,1
Sn1,Ba1_25_-1_-1_-1,25.6777395386062,1.25,1,1.5
Ga1,Ba1_25_-1_-1_-1,25.6777395386062,1.25,1,1.5
Sn2,Ba1_25_-1_-1_-1,24.0068454795293,1.18414,1.18414,1.18414
Ga2,Ba1_25_-1_-1_-1,24.0068454795293,1.18414,1.18414,1.18414
Sn3,Ba1_25_-1_-1_-1,23.3310727658676,1,1.31233,1.11842
Ga3,Ba1_25_-1_-1_-1,23.3310727658676,1,1.31233,1.11842
Ba1,Ba2_1_-1_-1_-1,13.4097621273645,0.5,1,0.25
Ba2,Ba2_1_-1_-1_-1,19.8467931131203,0.75,1.5,0.25
Sn1,Ba2_1_-1_-1_-1,17.0628229822911,0.75,1,0.75
Ga1,Ba2_1_-1_-1_-1,17.0628229822911,0.75,1,0.75
Sn2,Ba2_1_-1_-1_-1,16.7945851759353,0.68414,1.18414,0.43414
Ga2,Ba2_1_-1_-1_-1,16.7945851759353,0.68414,1.18414,0.43414
Sn3,Ba2_1_-1_-1_-1,16.9942061852845,0.5,1.31233,0.36842
Ga3,Ba2_1_-1_-1_-1,16.9942061852845,0.5,1.31233,0.36842
Ba1,Ba2_2_-1_-1_-1,15.7583385168773,1,0.75,0.5
Ba2,Ba2_2_-1_-1_-1,21.5034580794578,1.25,1.25,0.5
Sn1,Ba2_2_-1_-1_-1,20.6917121844713,1.25,0.75,1
Ga1,Ba2_2_-1_-1_-1,20.6917121844713,1.25,0.75,1
Sn2,Ba2_2_-1_-1_-1,19.3853057060044,1.18414,0.93414,0.68414
Ga2,Ba2_2_-1_-1_-1,19.3853057060044,1.18414,0.93414,0.68414
Sn3,Ba2_2_-1_-1_-1,18.5478581043495,1,1.06233,0.61842
Ga3,Ba2_2_-1_-1_-1,18.5478581043495,1,1.06233,0.61842
Ba1,Ba2_3_-1_-1_-1,13.4097621273645,0.25,0.5,1
Ba2,Ba2_3_-1_-1_-1,17.5575,0.5,1,1
Sn1,Ba2_3_-1_-1_-1,19.410546585555,0.5,0.5,1.5
Ga1,Ba2_3_-1_-1_-1,19.410546585555,0.5,0.5,1.5
Sn2,Ba2_3_-1_-1_-1,16.7945851759353,0.43414,0.68414,1.18414
Ga2,Ba2_3_-1_-1_-1,16.7945851759353,0.43414,0.68414,1.18414
Sn3,Ba2_3_-1_-1_-1,16.4422686269401,0.25,0.81233,1.11842
Ga3,Ba2_3_-1_-1_-1,16.4422686269401,0.25,0.81233,1.11842
Ba1,Ba2_4_-1_-1_-1,15.7583385168773,0.5,1,0.75
Ba2,Ba2_4_-1_-1_-1,21.5034580794578,0.75,1.5,0.75
Sn1,Ba2_4_-1_-1_-1,20.6917121844713,0.75,1,1.25
Ga1,Ba2_4_-1_-1_-1,20.6917121844713,0.75,1,1.25
Sn2,Ba2_4_-1_-1_-1,19.3853057060044,0.68414,1.18414,0.93414
Ga2,Ba2_4_-1_-1_-1,19.3853057060044,0.68414,1.18414,0.93414
Sn3,Ba2_4_-1_-1_-1,19.3269482399178,0.5,1.31233,0.86842
Ga3,Ba2_4_-1_-1_-1,19.3269482399178,0.5,1.31233,0.86842
Ba1,Ba2_5_-1_-1_-1,13.4097621273645,1,0.25,0.5
Ba2,Ba2_5_-1_-1_-1,18.038616476188,1.25,0.75,0.5
Sn1,Ba2_5_-1_-1_-1,18.964267468716,1.25,0.25,1
Ga1,Ba2_5_-1_-1_-1,18.964267468716,1.25,0.25,1
Sn2,Ba2_5_-1_-1_-1,16.7945851759353,1.18414,0.43414,0.68414
Ga2,Ba2_5_-1_-1_-1,16.7945851759353,1.18414,0.43414,0.68414
Sn3,Ba2_5_-1_-1_-1,15.2554293168313,1,0.56233,0.61842
Ga3,Ba2_5_-1_-1_-1,15.2554293168313,1,0.56233,0.61842
Ba1,Ba2_6_-1_-1_-1,15.7583385168773,0.75,0.5,1
Ba2,Ba2_6_-1_-1_-1,20.2736547025937,1,1,1
Sn1,Ba2_6_-1_-1_-1,21.8980498560945,1,0.5,1.5
Ga1,Ba2_6_-1_-1_-1,21.8980498560945,1,0.5,1.5
Sn2,Ba2_6_-1_-1_-1,19.3853057060044,0.93414,0.68414,1.18414
Ga2,Ba2_6_-1_-1_-1,19.3853057060044,0.93414,0.68414,1.18414
Sn3,Ba2_6_-1_-1_-1,18.4079251981439,0.75,0.81233,1.11842
Ga3,Ba2_6_-1_-1_-1,18.4079251981439,0.75,0.81233,1.11842
