Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
K1,K1_1_-1_-1_-1,8.60759969329429,0.5,0.5,0.5
K2,K1_1_-1_-1_-1,13.3810575127678,0.75,1,0.5
Si1,K1_1_-1_-1_-1,13.3810575127678,0.75,0.5,1
Si2,K1_1_-1_-1_-1,11.8044622193838,0.6857,0.6857,0.6857
Si3,K1_1_-1_-1_-1,12.0783009152867,0.701,0.70191,0.70191
Si4,K1_1_-1_-1_-1,11.2460192345274,0.5,0.809,0.613
Si5,K1_1_-1_-1_-1,11.2597468112613,0.514,0.7925,0.6254
K1,K1_25_-1_-1_-1,17.2151993865886,1,1,1
K2,K1_25_-1_-1_-1,21.8040315097919,1.25,1.5,1
Si1,K1_25_-1_-1_-1,21.8040315097919,1.25,1,1.5
Si2,K1_25_-1_-1_-1,20.4120619126781,1.1857,1.1857,1.1857
Si3,K1_25_-1_-1_-1,20.6858996691471,1.201,1.20191,1.20191
Si4,K1_25_-1_-1_-1,19.7593945768953,1,1.309,1.113
Si5,K1_25_-1_-1_-1,19.791933252528,1.014,1.2925,1.1254
K1,K2_1_-1_-1_-1,11.3867840868263,0.5,1,0.25
K2,K2_1_-1_-1_-1,16.8527335420697,0.75,1.5,0.25
Si1,K2_1_-1_-1_-1,14.4887492683116,0.75,1,0.75
Si2,K2_1_-1_-1_-1,14.2858617269622,0.6857,1.1857,0.4357
Si3,K2_1_-1_-1_-1,14.5405138930681,0.701,1.20191,0.45191
Si4,K2_1_-1_-1_-1,14.3869705422983,0.5,1.309,0.363
Si5,K2_1_-1_-1_-1,14.3196155779958,0.514,1.2925,0.3754
K1,K2_2_-1_-1_-1,13.3810575127678,1,0.75,0.5
K2,K2_2_-1_-1_-1,18.2594763386029,1.25,1.25,0.5
Si1,K2_2_-1_-1_-1,17.5701892989233,1.25,0.75,1
Si2,K2_2_-1_-1_-1,16.4871031072148,1.1857,0.9357,0.6857
Si3,K2_2_-1_-1_-1,16.7534091939267,1.201,0.95191,0.70191
Si4,K2_2_-1_-1_-1,15.7066092914493,1,1.059,0.613
Si5,K2_2_-1_-1_-1,15.7345020359803,1.014,1.0425,0.6254
K1,K2_3_-1_-1_-1,11.3867840868263,0.25,0.5,1
K2,K2_3_-1_-1_-1,14.9088,0.5,1,1
Si1,K2_3_-1_-1_-1,16.4822985581502,0.5,0.5,1.5
Si2,K2_3_-1_-1_-1,14.2858617269622,0.4357,0.6857,1.1857
Si3,K2_3_-1_-1_-1,14.5420594372488,0.451,0.70191,1.20191
Si4,K2_3_-1_-1_-1,13.8997855272547,0.25,0.809,1.113
Si5,K2_3_-1_-1_-1,13.9300553084288,0.264,0.7925,1.1254
K1,K2_4_-1_-1_-1,13.3810575127678,0.5,1,0.75
K2,K2_4_-1_-1_-1,18.2594763386029,0.75,1.5,0.75
Si1,K2_4_-1_-1_-1,17.5701892989233,0.75,1,1.25
Si2,K2_4_-1_-1_-1,16.4871031072148,0.6857,1.1857,0.9357
Si3,K2_4_-1_-1_-1,16.7560919197493,0.701,1.20191,0.95191
