Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Br1,Br1_1_-1_-1_-1,9.45353330771093,0.5,0.5,0.5
Br2,Br1_1_-1_-1_-1,14.6961147586701,1,0.75,0.5
Sn1,Br1_1_-1_-1_-1,12.4070680233927,0.8119,0.5,0.6186
Sn2,Br1_1_-1_-1_-1,12.8864666703784,0.8478,0.5,0.6518
In1,Br1_1_-1_-1_-1,12.4409892885438,0.8056,0.5,0.6324
P1,Br1_1_-1_-1_-1,13.0906857125196,0.69237,0.69237,0.69237
P2,Br1_1_-1_-1_-1,14.6961147586701,1,0.5,0.75
Br1,Br1_25_-1_-1_-1,18.9070666154219,1,1,1
Br2,Br1_25_-1_-1_-1,23.9468778131931,1.5,1.25,1
Sn1,Br1_25_-1_-1_-1,21.7564056439729,1.3119,1,1.1186
Sn2,Br1_25_-1_-1_-1,22.2193781106577,1.3478,1,1.1518
In1,Br1_25_-1_-1_-1,21.7962785127568,1.3056,1,1.1324
P1,Br1_25_-1_-1_-1,22.5442190202306,1.19237,1.19237,1.19237
P2,Br1_25_-1_-1_-1,23.9468778131931,1.5,1,1.25
Br1,Br2_1_-1_-1_-1,14.6961147586701,0.5,0.75,1
Br2,Br2_1_-1_-1_-1,18.9070666154219,1,1,1
Sn1,Br2_1_-1_-1_-1,17.1660740409301,0.8119,0.75,1.1186
Sn2,Br2_1_-1_-1_-1,17.6282689152274,0.8478,0.75,1.1518
In1,Br2_1_-1_-1_-1,17.238369136669,0.8056,0.75,1.1324
P1,Br2_1_-1_-1_-1,18.2306470216514,0.69237,0.94237,1.19237
P2,Br2_1_-1_-1_-1,19.2969440585809,1,0.75,1.25
Br1,Br2_2_-1_-1_-1,12.5058490715345,0.25,1,0.5
Br2,Br2_2_-1_-1_-1,16.8226858141023,0.75,1.25,0.5
Sn1,Br2_2_-1_-1_-1,14.2260131854956,0.5619,1,0.6186
Sn2,Br2_2_-1_-1_-1,14.5727908242853,0.5978,1,0.6518
In1,Br2_2_-1_-1_-1,14.2687658793906,0.5556,1,0.6324
P1,Br2_2_-1_-1_-1,15.8067813050389,0.44237,1.19237,0.69237
P2,Br2_2_-1_-1_-1,15.9126677210328,0.75,1,0.75
Br1,Br2_3_-1_-1_-1,12.5058490715345,1,0.5,0.25
Br2,Br2_3_-1_-1_-1,18.5089785239489,1.5,0.75,0.25
Sn1,Br2_3_-1_-1_-1,15.8449324227872,1.3119,0.5,0.3686
Sn2,Br2_3_-1_-1_-1,16.2937822365825,1.3478,0.5,0.4018
In1,Br2_3_-1_-1_-1,15.8218792020437,1.3056,0.5,0.3824
P1,Br2_3_-1_-1_-1,15.8067813050389,1.19237,0.69237,0.44237
P2,Br2_3_-1_-1_-1,18.1021381057598,1.5,0.5,0.5
Br1,Br2_4_-1_-1_-1,12.5058490715345,0.5,0.25,1
Br2,Br2_4_-1_-1_-1,16.374,1,0.5,1
Sn1,Br2_4_-1_-1_-1,15.3327939390932,0.8119,0.25,1.1186
Sn2,Br2_4_-1_-1_-1,15.8485436853855,0.8478,0.25,1.1518
In1,Br2_4_-1_-1_-1,15.4136900997802,0.8056,0.25,1.1324
P1,Br2_4_-1_-1_-1,15.8067813050389,0.69237,0.44237,1.19237
P2,Br2_4_-1_-1_-1,17.6859413659551,1,0.25,1.25
Br1,Br2_5_-1_-1_-1,14.6961147586701,0.75,1,0.5
Br2,Br2_5_-1_-1_-1,20.0539725241659,1.25,1.25,0.5
Sn1,Br2_5_-1_-1_-1,17.2952215574214,1.0619,1,0.6186
Sn2,Br2_5_-1_-1_-1,17.7028043000303,1.0978,1,0.6518
In1,Br2_5_-1_-1_-1,17.3087323404824,1.0556,1,0.6324
P1,Br2_5_-1_-1_-1,18.2306470216514,0.94237,1.19237,0.69237
P2,Br2_5_-1_-1_-1,19.2969440585809,1.25,1,0.75
Br1,Br2_6_-1_-1_-1,14.6961147586701,1,0.5,0.75
Br2,Br2_6_-1_-1_-1,20.0539725241659,1.5,0.75,0.75
Sn1,Br2_6_-1_-1_-1,18.0214781725666,1.3119,0.5,0.8686
Sn2,Br2_6_-1_-1_-1,18.5244490410369,1.3478,0.5,0.9018
In1,Br2_6_-1_-1_-1,18.046829319813,1.3056,0.5,0.8824
P1,Br2_6_-1_-1_-1,18.2306470216514,1.19237,0.69237,0.94237
P2,Br2_6_-1_-1_-1,20.4219660170122,1.5,0.5,1
Br1,Sn1_1_-1_-1_-1,7.16515106059139,0.3814,0.5,0.1881
Br2,Sn1_1_-1_-1_-1,12.7989695944437,0.8814,0.75,0.1881
Sn1,Sn1_1_-1_-1_-1,9.9133254783593,0.6933,0.5,0.3067
Sn2,Sn1_1_-1_-1_-1,10.3400777886905,0.7292,0.5,0.3399
In1,Sn1_1_-1_-1_-1,9.91308188825998,0.687,0.5,0.3205
P1,Sn1_1_-1_-1_-1,10.6583191817058,0.57377,0.69237,0.38047
P2,Sn1_1_-1_-1_-1,12.0511728846737,0.8814,0.5,0.4381
Br1,Sn1_2_-1_-1_-1,11.2102992312379,0.5,0.8119,0.3814
Br2,Sn1_2_-1_-1_-1,16.4578297669253,1,1.0619,0.3814
Sn1,Sn1_2_-1_-1_-1,13.6705771919228,0.8119,0.8119,0.5
Sn2,Sn1_2_-1_-1_-1,14.0738049133003,0.8478,0.8119,0.5332
In1,Sn1_2_-1_-1_-1,13.6871292758321,0.8056,0.8119,0.5138
P1,Sn1_2_-1_-1_-1,14.7149399288299,0.69237,1.00427,0.57377
P2,Sn1_2_-1_-1_-1,15.6592200901927,1,0.8119,0.6314
