Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Rb1,Rb1_1_-1_-1_-1,9.55485827995371,0.5,0.5,0.5
Rb2,Rb1_1_-1_-1_-1,14.8536308292787,0.75,1,0.5
In1,Rb1_1_-1_-1_-1,14.8536308292787,0.75,0.5,1
Ge1,Rb1_1_-1_-1_-1,14.8536308292787,0.75,0.5,1
In2,Rb1_1_-1_-1_-1,13.0691351553207,0.6839,0.6839,0.6839
Ge2,Rb1_1_-1_-1_-1,13.0691351553207,0.6839,0.6839,0.6839
In3,Rb1_1_-1_-1_-1,12.4434958168225,0.5,0.8013,0.6164
Ge3,Rb1_1_-1_-1_-1,12.4434958168225,0.5,0.8013,0.6164
Rb1,Rb1_25_-1_-1_-1,19.1097165599074,1,1,1
Rb2,Rb1_25_-1_-1_-1,24.2035455215243,1.25,1.5,1
In1,Rb1_25_-1_-1_-1,24.2035455215243,1.25,1,1.5
Ge1,Rb1_25_-1_-1_-1,24.2035455215243,1.25,1,1.5
In2,Rb1_25_-1_-1_-1,22.6239934352744,1.1839,1.1839,1.1839
Ge2,Rb1_25_-1_-1_-1,22.6239934352744,1.1839,1.1839,1.1839
In3,Rb1_25_-1_-1_-1,21.8991311121829,1,1.3013,1.1164
Ge3,Rb1_25_-1_-1_-1,21.8991311121829,1,1.3013,1.1164
Rb1,Rb2_1_-1_-1_-1,12.6398894106119,0.5,1,0.25
Rb2,Rb2_1_-1_-1_-1,18.7073616759553,0.75,1.5,0.25
In1,Rb2_1_-1_-1_-1,16.0832230639571,0.75,1,0.75
Ge1,Rb2_1_-1_-1_-1,16.0832230639571,0.75,1,0.75
In2,Rb2_1_-1_-1_-1,15.8261362026266,0.6839,1.1839,0.4339
Ge2,Rb2_1_-1_-1_-1,15.8261362026266,0.6839,1.1839,0.4339
In3,Rb2_1_-1_-1_-1,15.9029535320228,0.5,1.3013,0.3664
Ge3,Rb2_1_-1_-1_-1,15.9029535320228,0.5,1.3013,0.3664
