Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.45258067976677,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.6946338383481,0.75,0.5,1
Cd1,Ba1_1_-1_-1_-1,14.6946338383481,0.75,1,0.5
Ge1,Ba1_1_-1_-1_-1,12.922244944082,0.68353,0.68353,0.68353
Cd2,Ba1_1_-1_-1_-1,12.922244944082,0.68353,0.68353,0.68353
Ge2,Ba1_1_-1_-1_-1,12.3104781230208,0.5,0.61458,0.80272
Ba1,Ba1_25_-1_-1_-1,18.9051613595335,1,1,1
Ba2,Ba1_25_-1_-1_-1,23.9444646979866,1.25,1,1.5
Cd1,Ba1_25_-1_-1_-1,23.9444646979866,1.25,1.5,1
Ge1,Ba1_25_-1_-1_-1,22.3748256238487,1.18353,1.18353,1.18353
Cd2,Ba1_25_-1_-1_-1,22.3748256238487,1.18353,1.18353,1.18353
Ge2,Ba1_25_-1_-1_-1,21.6637201138366,1,1.11458,1.30272
Ba1,Ba2_1_-1_-1_-1,12.5045888632184,1,0.5,0.25
Ba2,Ba2_1_-1_-1_-1,16.8209906002515,1.25,0.5,0.75
Cd1,Ba2_1_-1_-1_-1,17.684159162263,1.25,1,0.25
Ge1,Ba2_1_-1_-1_-1,15.6502492841336,1.18353,0.68353,0.43353
Cd2,Ba2_1_-1_-1_-1,15.6502492841336,1.18353,0.68353,0.43353
Ge2,Ba2_1_-1_-1_-1,14.1608281110027,1,0.61458,0.55272
Ba1,Ba2_2_-1_-1_-1,14.6946338383481,0.5,0.75,1
Ba2,Ba2_2_-1_-1_-1,20.0519516951281,0.75,0.75,1.5
Cd1,Ba2_2_-1_-1_-1,19.2949995149326,0.75,1.25,1
Ge1,Ba2_2_-1_-1_-1,18.0655107295814,0.68353,0.93353,1.18353
Cd2,Ba2_2_-1_-1_-1,18.0655107295814,0.68353,0.93353,1.18353
Ge2,Ba2_2_-1_-1_-1,17.9169936157554,0.5,0.86458,1.30272
Ba1,Ba2_3_-1_-1_-1,12.5045888632184,0.25,1,0.5
Ba2,Ba2_3_-1_-1_-1,16.37235,0.5,1,1
Cd1,Ba2_3_-1_-1_-1,18.1003139621251,0.5,1.5,0.5
Ge1,Ba2_3_-1_-1_-1,15.6502492841336,0.43353,1.18353,0.68353
Cd2,Ba2_3_-1_-1_-1,15.6502492841336,0.43353,1.18353,0.68353
Ge2,Ba2_3_-1_-1_-1,15.2384981498015,0.25,1.11458,0.80272
Ba1,Ba2_4_-1_-1_-1,14.6946338383481,1,0.5,0.75
Ba2,Ba2_4_-1_-1_-1,20.0519516951281,1.25,0.5,1.25
Cd1,Ba2_4_-1_-1_-1,19.2949995149326,1.25,1,0.75
Ge1,Ba2_4_-1_-1_-1,18.0655107295814,1.18353,0.68353,0.93353
Cd2,Ba2_4_-1_-1_-1,18.0655107295814,1.18353,0.68353,0.93353
Ge2,Ba2_4_-1_-1_-1,17.2093327503315,1,0.61458,1.05272
Ba1,Ba2_5_-1_-1_-1,12.5045888632184,0.5,0.25,1
Ba2,Ba2_5_-1_-1_-1,18.5071133832035,0.75,0.25,1.5
Cd1,Ba2_5_-1_-1_-1,15.9110642092617,0.75,0.75,1
Ge1,Ba2_5_-1_-1_-1,15.6502492841336,0.68353,0.43353,1.18353
Cd2,Ba2_5_-1_-1_-1,15.6502492841336,0.68353,0.43353,1.18353
Ge2,Ba2_5_-1_-1_-1,15.7416849831431,0.5,0.36458,1.30272
Ba1,Ba2_6_-1_-1_-1,14.6946338383481,0.75,1,0.5
Ba2,Ba2_6_-1_-1_-1,18.9051613595335,1,1,1
Cd1,Ba2_6_-1_-1_-1,20.4199081054494,1,1.5,0.5
Ge1,Ba2_6_-1_-1_-1,18.0655107295814,0.93353,1.18353,0.68353
Cd2,Ba2_6_-1_-1_-1,18.0655107295814,0.93353,1.18353,0.68353
Ge2,Ba2_6_-1_-1_-1,17.0815498964966,0.75,1.11458,0.80272
Ba1,Cd1_1_-1_-1_-1,12.5045888632184,0.5,1,0.25
Ba2,Cd1_1_-1_-1_-1,15.9110642092617,0.75,1,0.75
Cd1,Cd1_1_-1_-1_-1,18.5071133832035,0.75,1.5,0.25
Ge1,Cd1_1_-1_-1_-1,15.6502492841336,0.68353,1.18353,0.43353
Cd2,Cd1_1_-1_-1_-1,15.6502492841336,0.68353,1.18353,0.43353
Ge2,Cd1_1_-1_-1_-1,14.6348743043072,0.5,1.11458,0.55272
Ba1,Cd1_2_-1_-1_-1,14.6946338383481,1,0.75,0.5
Ba2,Cd1_2_-1_-1_-1,19.2949995149326,1.25,0.75,1
Cd1,Cd1_2_-1_-1_-1,20.0519516951281,1.25,1.25,0.5
Ge1,Cd1_2_-1_-1_-1,18.0655107295814,1.18353,0.93353,0.68353
Cd2,Cd1_2_-1_-1_-1,18.0655107295814,1.18353,0.93353,0.68353
Ge2,Cd1_2_-1_-1_-1,16.8805835298947,1,0.86458,0.80272
Ba1,Cd1_3_-1_-1_-1,12.5045888632184,0.25,0.5,1
Ba2,Cd1_3_-1_-1_-1,18.1003139621251,0.5,0.5,1.5
Cd1,Cd1_3_-1_-1_-1,16.37235,0.5,1,1
Ge1,Cd1_3_-1_-1_-1,15.6502492841336,0.43353,0.68353,1.18353
Cd2,Cd1_3_-1_-1_-1,15.6502492841336,0.43353,0.68353,1.18353
Ge2,Cd1_3_-1_-1_-1,15.9570013682166,0.25,0.61458,1.30272
Ba1,Cd1_4_-1_-1_-1,14.6946338383481,0.5,1,0.75
Ba2,Cd1_4_-1_-1_-1,19.2949995149326,0.75,1,1.25
Cd1,Cd1_4_-1_-1_-1,20.0519516951281,0.75,1.5,0.75
Ge1,Cd1_4_-1_-1_-1,18.0655107295814,0.68353,1.18353,0.93353
Cd2,Cd1_4_-1_-1_-1,18.0655107295814,0.68353,1.18353,0.93353
Ge2,Cd1_4_-1_-1_-1,17.6014666100623,0.5,1.11458,1.05272
Ba1,Cd1_5_-1_-1_-1,12.5045888632184,1,0.25,0.5
Ba2,Cd1_5_-1_-1_-1,17.684159162263,1.25,0.25,1
Cd1,Cd1_5_-1_-1_-1,16.8209906002515,1.25,0.75,0.5
Ge1,Cd1_5_-1_-1_-1,15.6502492841336,1.18353,0.43353,0.68353
Cd2,Cd1_5_-1_-1_-1,15.6502492841336,1.18353,0.43353,0.68353
Ge2,Cd1_5_-1_-1_-1,14.5511541188748,1,0.36458,0.80272
Ba1,Cd1_6_-1_-1_-1,14.6946338383481,0.75,0.5,1
Ba2,Cd1_6_-1_-1_-1,20.4199081054494,1,0.5,1.5
Cd1,Cd1_6_-1_-1_-1,18.9051613595335,1,1,1
Ge1,Cd1_6_-1_-1_-1,18.0655107295814,0.93353,0.68353,1.18353
Cd2,Cd1_6_-1_-1_-1,18.0655107295814,0.93353,0.68353,1.18353
Ge2,Cd1_6_-1_-1_-1,17.7255017889555,0.75,0.61458,1.30272
Ba1,Ge1_1_-1_-1_-1,8.9176789219208,0.31647,0.68353,0.31647
Ba2,Ge1_1_-1_-1_-1,13.1646761486925,0.56647,0.68353,0.81647
Cd1,Ge1_1_-1_-1_-1,14.7322234106106,0.56647,1.18353,0.31647
Ge1,Ge1_1_-1_-1_-1,12.2119784161745,0.5,0.86706,0.5
Cd2,Ge1_1_-1_-1_-1,12.2119784161745,0.5,0.86706,0.5
Ge2,Ge1_1_-1_-1_-1,11.5539724815042,0.31647,0.79811,0.61919
Ba1,Ge1_4_-1_-1_-1,11.1020135954997,0.68353,0.31647,0.68353
Ba2,Ge1_4_-1_-1_-1,16.8116914497153,0.93353,0.31647,1.18353
Cd1,Ge1_4_-1_-1_-1,15.4564957503387,0.93353,0.81647,0.68353
Ge1,Ge1_4_-1_-1_-1,14.4538421247336,0.86706,0.5,0.86706
Cd2,Ge1_4_-1_-1_-1,14.4538421247336,0.86706,0.5,0.86706
Ge2,Ge1_4_-1_-1_-1,13.9168460272263,0.68353,0.43105,0.98625
Ba1,Ge1_7_-1_-1_-1,8.9176789219208,0.31647,0.31647,0.68353
Ba2,Ge1_7_-1_-1_-1,14.7322234106106,0.56647,0.31647,1.18353
Cd1,Ge1_7_-1_-1_-1,13.1646761486925,0.56647,0.81647,0.68353
Ge1,Ge1_7_-1_-1_-1,12.2119784161745,0.5,0.5,0.86706
Cd2,Ge1_7_-1_-1_-1,12.2119784161745,0.5,0.5,0.86706
Ge2,Ge1_7_-1_-1_-1,12.2453621761601,0.31647,0.43105,0.98625
Ba1,Ge1_10_-1_-1_-1,11.1020135954997,0.68353,0.68353,0.31647
Ba2,Ge1_10_-1_-1_-1,15.4564957503387,0.93353,0.68353,0.81647
Cd1,Ge1_10_-1_-1_-1,16.8116914497153,0.93353,1.18353,0.31647
Ge1,Ge1_10_-1_-1_-1,14.4538421247336,0.86706,0.86706,0.5
Cd2,Ge1_10_-1_-1_-1,14.4538421247336,0.86706,0.86706,0.5
Ge2,Ge1_10_-1_-1_-1,13.3125500421049,0.68353,0.79811,0.61919
Ba1,Ge1_13_-1_-1_-1,8.9176789219208,0.68353,0.31647,0.31647
Ba2,Ge1_13_-1_-1_-1,13.9704528330347,0.93353,0.31647,0.81647
Cd1,Ge1_13_-1_-1_-1,13.9704528330347,0.93353,0.81647,0.31647
Ge1,Ge1_13_-1_-1_-1,12.2119784161745,0.86706,0.5,0.5
Cd2,Ge1_13_-1_-1_-1,12.2119784161745,0.86706,0.5,0.5
Ge2,Ge1_13_-1_-1_-1,11.1118486355272,0.68353,0.43105,0.61919
Ba1,Ge1_16_-1_-1_-1,11.1020135954997,0.31647,0.68353,0.68353
Ba2,Ge1_16_-1_-1_-1,16.148316170435,0.56647,0.68353,1.18353
Cd1,Ge1_16_-1_-1_-1,16.148316170435,0.56647,1.18353,0.68353
Ge1,Ge1_16_-1_-1_-1,14.4538421247336,0.5,0.86706,0.86706
