Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.33921795441139,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.3232083644122,0.7441,1,0.4587
Ga1,Ba1_1_-1_-1_-1,14.5184043200346,0.75,0.5,1
Ge1,Ba1_1_-1_-1_-1,14.5184043200346,0.75,0.5,1
Ga2,Ba1_1_-1_-1_-1,12.7857629483074,0.68452,0.68452,0.68452
Ge2,Ba1_1_-1_-1_-1,12.7857629483074,0.68452,0.68452,0.68452
Ga3,Ba1_1_-1_-1_-1,12.2275712640359,0.5,0.80843,0.61813
Ge3,Ba1_1_-1_-1_-1,12.2275712640359,0.5,0.80843,0.61813
Ba1,Ba1_25_-1_-1_-1,18.6784359088228,1,1,1
Ba2,Ba1_25_-1_-1_-1,23.4211263197816,1.2441,1.5,0.9587
Ga1,Ba1_25_-1_-1_-1,23.6573039884092,1.25,1,1.5
Ge1,Ba1_25_-1_-1_-1,23.6573039884092,1.25,1,1.5
Ga2,Ba1_25_-1_-1_-1,22.1249809027188,1.18452,1.18452,1.18452
Ge2,Ba1_25_-1_-1_-1,22.1249809027188,1.18452,1.18452,1.18452
Ga3,Ba1_25_-1_-1_-1,21.4658594861803,1,1.30843,1.11813
Ge3,Ba1_25_-1_-1_-1,21.4658594861803,1,1.30843,1.11813
Ba1,Ba2_1_-1_-1_-1,12.5692157820911,0.5413,1,0.2559
Ba2,Ba2_1_-1_-1_-1,18.4053100610836,0.7854,1.5,0.2146
Ga1,Ba2_1_-1_-1_-1,15.9863134115896,0.7913,1,0.7559
Ge1,Ba2_1_-1_-1_-1,15.9863134115896,0.7913,1,0.7559
Ga2,Ba2_1_-1_-1_-1,15.7160737093769,0.72582,1.18452,0.44042
Ge2,Ba2_1_-1_-1_-1,15.7160737093769,0.72582,1.18452,0.44042
Ga3,Ba2_1_-1_-1_-1,15.7936574726154,0.5413,1.30843,0.37403
Ge3,Ba2_1_-1_-1_-1,15.7936574726154,0.5413,1.30843,0.37403
Ba1,Ba2_2_-1_-1_-1,14.654700148279,1,0.7441,0.5413
Ba2,Ba2_2_-1_-1_-1,19.7249047673734,1.2441,1.2441,0.5
Ga1,Ba2_2_-1_-1_-1,19.2924840735652,1.25,0.7441,1.0413
Ge1,Ba2_2_-1_-1_-1,19.2924840735652,1.25,0.7441,1.0413
Ga2,Ba2_2_-1_-1_-1,18.0200524067123,1.18452,0.92862,0.72582
Ge2,Ba2_2_-1_-1_-1,18.0200524067123,1.18452,0.92862,0.72582
Ga3,Ba2_2_-1_-1_-1,17.1958896826059,1,1.05253,0.65943
Ge3,Ba2_2_-1_-1_-1,17.1958896826059,1,1.05253,0.65943
Ba1,Ba2_3_-1_-1_-1,12.1811020351678,0.2559,0.4587,1
Ba2,Ba2_3_-1_-1_-1,15.5835754591937,0.5,0.9587,0.9587
Ga1,Ba2_3_-1_-1_-1,17.7734601028153,0.5059,0.4587,1.5
Ge1,Ba2_3_-1_-1_-1,17.7734601028153,0.5059,0.4587,1.5
Ga2,Ba2_3_-1_-1_-1,15.2919605897131,0.44042,0.64322,1.18452
Ge2,Ba2_3_-1_-1_-1,15.2919605897131,0.44042,0.64322,1.18452
Ga3,Ba2_3_-1_-1_-1,14.8810914211145,0.2559,0.76713,1.11813
Ge3,Ba2_3_-1_-1_-1,14.8810914211145,0.2559,0.76713,1.11813
Ba1,Ba2_4_-1_-1_-1,14.3232083644122,0.4587,1,0.7441
Ba2,Ba2_4_-1_-1_-1,19.4047755071592,0.7028,1.5,0.7028
Ga1,Ba2_4_-1_-1_-1,18.8335713749031,0.7087,1,1.2441
Ge1,Ba2_4_-1_-1_-1,18.8335713749031,0.7087,1,1.2441
Ga2,Ba2_4_-1_-1_-1,17.6513844946912,0.64322,1.18452,0.92862
Ge2,Ba2_4_-1_-1_-1,17.6513844946912,0.64322,1.18452,0.92862
Ga3,Ba2_4_-1_-1_-1,17.6074530355514,0.4587,1.30843,0.86223
Ge3,Ba2_4_-1_-1_-1,17.6074530355514,0.4587,1.30843,0.86223
Ba1,Ba2_5_-1_-1_-1,12.1811020351678,1,0.2559,0.4587
Ba2,Ba2_5_-1_-1_-1,16.3312362638326,1.2441,0.7559,0.4174
Ga1,Ba2_5_-1_-1_-1,17.2108399997899,1.25,0.2559,0.9587
Ge1,Ba2_5_-1_-1_-1,17.2108399997899,1.25,0.2559,0.9587
Ga2,Ba2_5_-1_-1_-1,15.2919605897131,1.18452,0.44042,0.64322
Ge2,Ba2_5_-1_-1_-1,15.2919605897131,1.18452,0.44042,0.64322
Ga3,Ba2_5_-1_-1_-1,13.8573401230156,1,0.56433,0.57683
Ge3,Ba2_5_-1_-1_-1,13.8573401230156,1,0.56433,0.57683
Ba1,Ba2_6_-1_-1_-1,14.654700148279,0.7441,0.5413,1
Ba2,Ba2_6_-1_-1_-1,18.6159161002054,0.9882,1.0413,0.9587
Ga1,Ba2_6_-1_-1_-1,20.26485625907,0.9941,0.5413,1.5
Ge1,Ba2_6_-1_-1_-1,20.26485625907,0.9941,0.5413,1.5
Ga2,Ba2_6_-1_-1_-1,18.0200524067123,0.92862,0.72582,1.18452
Ge2,Ba2_6_-1_-1_-1,18.0200524067123,0.92862,0.72582,1.18452
Ga3,Ba2_6_-1_-1_-1,17.1392354206447,0.7441,0.84973,1.11813
Ge3,Ba2_6_-1_-1_-1,17.1392354206447,0.7441,0.84973,1.11813
Ba1,Ba2_7_-1_-1_-1,14.654700148279,0.5413,1,0.7441
Ba2,Ba2_7_-1_-1_-1,19.7696957560387,0.7854,1.5,0.7028
Ga1,Ba2_7_-1_-1_-1,19.2122960265547,0.7913,1,1.2441
Ge1,Ba2_7_-1_-1_-1,19.2122960265547,0.7913,1,1.2441
Ga2,Ba2_7_-1_-1_-1,18.0200524067123,0.72582,1.18452,0.92862
Ge2,Ba2_7_-1_-1_-1,18.0200524067123,0.72582,1.18452,0.92862
Ga3,Ba2_7_-1_-1_-1,17.8781526166645,0.5413,1.30843,0.86223
Ge3,Ba2_7_-1_-1_-1,17.8781526166645,0.5413,1.30843,0.86223
Ba1,Ba2_9_-1_-1_-1,12.5692157820911,0.2559,0.5413,1
Ba2,Ba2_9_-1_-1_-1,16.1882581293846,0.5,1.0413,0.9587
Ga1,Ba2_9_-1_-1_-1,18.0416690639189,0.5059,0.5413,1.5
