Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Sr1,Sr1_1_-1_-1_-1,9.02692919380672,0.5,0.5,0.5
Sr2,Sr1_1_-1_-1_-1,14.0329317126714,0.75,1,0.5
Ga1,Sr1_1_-1_-1_-1,14.0329317126714,0.75,0.5,1
Si1,Sr1_1_-1_-1_-1,14.0329317126714,0.75,0.5,1
Ga2,Sr1_1_-1_-1_-1,12.3650876096764,0.6849,0.6849,0.6849
Si2,Sr1_1_-1_-1_-1,12.3650876096764,0.6849,0.6849,0.6849
Ga3,Sr1_1_-1_-1_-1,11.7962685192041,0.5,0.80616,0.61715
Si3,Sr1_1_-1_-1_-1,11.7962685192041,0.5,0.80616,0.61715
Sr1,Sr1_25_-1_-1_-1,18.0538583876134,1,1,1
Sr2,Sr1_25_-1_-1_-1,22.8662409488858,1.25,1.5,1
Ga1,Sr1_25_-1_-1_-1,22.8662409488858,1.25,1,1.5
Si1,Sr1_25_-1_-1_-1,22.8662409488858,1.25,1,1.5
Ga2,Sr1_25_-1_-1_-1,21.3920168034832,1.1849,1.1849,1.1849
Si2,Sr1_25_-1_-1_-1,21.3920168034832,1.1849,1.1849,1.1849
Ga3,Sr1_25_-1_-1_-1,20.7267888930724,1,1.30616,1.11715
Si3,Sr1_25_-1_-1_-1,20.7267888930724,1,1.30616,1.11715
Sr1,Sr2_1_-1_-1_-1,11.9415048747007,0.5,1,0.25
Sr2,Sr2_1_-1_-1_-1,17.673734586527,0.75,1.5,0.25
Ga1,Sr2_1_-1_-1_-1,15.1945859951826,0.75,1,0.75
Si1,Sr2_1_-1_-1_-1,15.1945859951826,0.75,1,0.75
Ga2,Sr2_1_-1_-1_-1,14.9684307622207,0.6849,1.1849,0.4349
Si2,Sr2_1_-1_-1_-1,14.9684307622207,0.6849,1.1849,0.4349
Ga3,Sr2_1_-1_-1_-1,15.0720095779729,0.5,1.30616,0.36715
Si3,Sr2_1_-1_-1_-1,15.0720095779729,0.5,1.30616,0.36715
Sr1,Sr2_2_-1_-1_-1,14.0329317126714,1,0.75,0.5
Sr2,Sr2_2_-1_-1_-1,19.1490085386946,1.25,1.25,0.5
Ga1,Sr2_2_-1_-1_-1,18.4261420575497,1.25,0.75,1
Si1,Sr2_2_-1_-1_-1,18.4261420575497,1.25,0.75,1
Ga2,Sr2_2_-1_-1_-1,17.2761810894434,1.1849,0.9349,0.6849
Si2,Sr2_2_-1_-1_-1,17.2761810894434,1.1849,0.9349,0.6849
Ga3,Sr2_2_-1_-1_-1,16.4688006994362,1,1.05616,0.61715
Si3,Sr2_2_-1_-1_-1,16.4688006994362,1,1.05616,0.61715
Sr1,Sr2_3_-1_-1_-1,11.9415048747007,0.25,0.5,1
Sr2,Sr2_3_-1_-1_-1,15.6351,0.5,1,1
Ga1,Sr2_3_-1_-1_-1,17.2852534198952,0.5,0.5,1.5
Si1,Sr2_3_-1_-1_-1,17.2852534198952,0.5,0.5,1.5
Ga2,Sr2_3_-1_-1_-1,14.9684307622207,0.4349,0.6849,1.1849
Si2,Sr2_3_-1_-1_-1,14.9684307622207,0.4349,0.6849,1.1849
Ga3,Sr2_3_-1_-1_-1,14.5943162352444,0.25,0.80616,1.11715
Si3,Sr2_3_-1_-1_-1,14.5943162352444,0.25,0.80616,1.11715
Sr1,Sr2_4_-1_-1_-1,14.0329317126714,0.5,1,0.75
Sr2,Sr2_4_-1_-1_-1,19.1490085386946,0.75,1.5,0.75
Ga1,Sr2_4_-1_-1_-1,18.4261420575497,0.75,1,1.25
Si1,Sr2_4_-1_-1_-1,18.4261420575497,0.75,1,1.25
Ga2,Sr2_4_-1_-1_-1,17.2761810894434,0.6849,1.1849,0.9349
Si2,Sr2_4_-1_-1_-1,17.2761810894434,0.6849,1.1849,0.9349
Ga3,Sr2_4_-1_-1_-1,17.1527587837398,0.5,1.30616,0.86715
Si3,Sr2_4_-1_-1_-1,17.1527587837398,0.5,1.30616,0.86715
Sr1,Sr2_5_-1_-1_-1,11.9415048747007,1,0.25,0.5
Sr2,Sr2_5_-1_-1_-1,16.0635382296367,1.25,0.75,0.5
Ga1,Sr2_5_-1_-1_-1,16.8878381489461,1.25,0.25,1
Si1,Sr2_5_-1_-1_-1,16.8878381489461,1.25,0.25,1
Ga2,Sr2_5_-1_-1_-1,14.9684307622207,1.1849,0.4349,0.6849
Si2,Sr2_5_-1_-1_-1,14.9684307622207,1.1849,0.4349,0.6849
Ga3,Sr2_5_-1_-1_-1,13.5511739440382,1,0.55616,0.61715
Si3,Sr2_5_-1_-1_-1,13.5511739440382,1,0.55616,0.61715
Sr1,Sr2_6_-1_-1_-1,14.0329317126714,0.75,0.5,1
Sr2,Sr2_6_-1_-1_-1,18.0538583876134,1,1,1
Ga1,Sr2_6_-1_-1_-1,19.5003958026498,1,0.5,1.5
Si1,Sr2_6_-1_-1_-1,19.5003958026498,1,0.5,1.5
Ga2,Sr2_6_-1_-1_-1,17.2761810894434,0.9349,0.6849,1.1849
Si2,Sr2_6_-1_-1_-1,17.2761810894434,0.9349,0.6849,1.1849
Ga3,Sr2_6_-1_-1_-1,16.3498532150695,0.75,0.80616,1.11715
Si3,Sr2_6_-1_-1_-1,16.3498532150695,0.75,0.80616,1.11715
Sr1,Ga1_1_-1_-1_-1,11.9415048747007,1,0.5,0.25
Sr2,Ga1_1_-1_-1_-1,16.8878381489461,1.25,1,0.25
Ga1,Ga1_1_-1_-1_-1,16.0635382296367,1.25,0.5,0.75
Si1,Ga1_1_-1_-1_-1,16.0635382296367,1.25,0.5,0.75
Ga2,Ga1_1_-1_-1_-1,14.9684307622207,1.1849,0.6849,0.4349
Si2,Ga1_1_-1_-1_-1,14.9684307622207,1.1849,0.6849,0.4349
Ga3,Ga1_1_-1_-1_-1,13.9248707456241,1,0.80616,0.36715
Si3,Ga1_1_-1_-1_-1,13.9248707456241,1,0.80616,0.36715
Sr1,Ga1_2_-1_-1_-1,14.0329317126714,0.5,0.75,1
Sr2,Ga1_2_-1_-1_-1,18.4261420575497,0.75,1.25,1
Ga1,Ga1_2_-1_-1_-1,19.1490085386946,0.75,0.75,1.5
Si1,Ga1_2_-1_-1_-1,19.1490085386946,0.75,0.75,1.5
Ga2,Ga1_2_-1_-1_-1,17.2761810894434,0.6849,0.9349,1.1849
Si2,Ga1_2_-1_-1_-1,17.2761810894434,0.6849,0.9349,1.1849
Ga3,Ga1_2_-1_-1_-1,16.8507989090252,0.5,1.05616,1.11715
Si3,Ga1_2_-1_-1_-1,16.8507989090252,0.5,1.05616,1.11715
Sr1,Ga1_3_-1_-1_-1,11.9415048747007,0.25,1,0.5
Sr2,Ga1_3_-1_-1_-1,17.2852534198952,0.5,1.5,0.5
Ga1,Ga1_3_-1_-1_-1,15.6351,0.5,1,1
Si1,Ga1_3_-1_-1_-1,15.6351,0.5,1,1
Ga2,Ga1_3_-1_-1_-1,14.9684307622207,0.4349,1.1849,0.6849
Si2,Ga1_3_-1_-1_-1,14.9684307622207,0.4349,1.1849,0.6849
Ga3,Ga1_3_-1_-1_-1,15.2816715844777,0.25,1.30616,0.61715
Si3,Ga1_3_-1_-1_-1,15.2816715844777,0.25,1.30616,0.61715
Sr1,Ga1_4_-1_-1_-1,14.0329317126714,1,0.5,0.75
Sr2,Ga1_4_-1_-1_-1,18.4261420575497,1.25,1,0.75
Ga1,Ga1_4_-1_-1_-1,19.1490085386946,1.25,0.5,1.25
Si1,Ga1_4_-1_-1_-1,19.1490085386946,1.25,0.5,1.25
Ga2,Ga1_4_-1_-1_-1,17.2761810894434,1.1849,0.6849,0.9349
