Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Sm1,Sm1_1_-1_-1_-1,9.01532445339601,0.5,0.5,0.5
Ba1,Sm1_1_-1_-1_-1,9.01532445339601,0.5,0.5,0.5
Ba2,Sm1_1_-1_-1_-1,14.0148914105675,0.75,1,0.5
Au1,Sm1_1_-1_-1_-1,14.0148914105675,0.75,0.5,1
Si1,Sm1_1_-1_-1_-1,14.0148914105675,0.75,0.5,1
Si2,Sm1_1_-1_-1_-1,12.3250303667267,0.68356,0.68356,0.68356
Si3,Sm1_1_-1_-1_-1,11.7778803275191,0.5,0.80525,0.61777
Au2,Sm1_1_-1_-1_-1,11.7778803275191,0.5,0.80525,0.61777
Sm1,Sm1_25_-1_-1_-1,18.030648906792,1,1,1
Ba1,Sm1_25_-1_-1_-1,18.030648906792,1,1,1
Ba2,Sm1_25_-1_-1_-1,22.836844818188,1.25,1.5,1
Au1,Sm1_25_-1_-1_-1,22.836844818188,1.25,1,1.5
Si1,Sm1_25_-1_-1_-1,22.836844818188,1.25,1,1.5
Si2,Sm1_25_-1_-1_-1,21.3403548201228,1.18356,1.18356,1.18356
Si3,Sm1_25_-1_-1_-1,20.6975497021111,1,1.30525,1.11777
Au2,Sm1_25_-1_-1_-1,20.6975497021111,1,1.30525,1.11777
Sm1,Ba2_1_-1_-1_-1,11.9261532461226,0.5,1,0.25
Ba1,Ba2_1_-1_-1_-1,11.9261532461226,0.5,1,0.25
Ba2,Ba2_1_-1_-1_-1,17.6510137810835,0.75,1.5,0.25
Au1,Ba2_1_-1_-1_-1,15.1750523063349,0.75,1,0.75
Si1,Ba2_1_-1_-1_-1,15.1750523063349,0.75,1,0.75
Si2,Ba2_1_-1_-1_-1,14.9268032079456,0.68356,1.18356,0.43356
Si3,Ba2_1_-1_-1_-1,15.0457179362057,0.5,1.30525,0.36777
Au2,Ba2_1_-1_-1_-1,15.0457179362057,0.5,1.30525,0.36777
Sm1,Ba2_2_-1_-1_-1,14.0148914105675,1,0.75,0.5
Ba1,Ba2_2_-1_-1_-1,14.0148914105675,1,0.75,0.5
Ba2,Ba2_2_-1_-1_-1,19.1243911667797,1.25,1.25,0.5
Au1,Ba2_2_-1_-1_-1,18.4024539803799,1.25,0.75,1
Si1,Ba2_2_-1_-1_-1,18.4024539803799,1.25,0.75,1
Si2,Ba2_2_-1_-1_-1,17.2303671593131,1.18356,0.93356,0.68356
Si3,Ba2_2_-1_-1_-1,16.4438211046539,1,1.05525,0.61777
Au2,Ba2_2_-1_-1_-1,16.4438211046539,1,1.05525,0.61777
Sm1,Ba2_3_-1_-1_-1,11.9261532461226,0.25,0.5,1
Ba1,Ba2_3_-1_-1_-1,11.9261532461226,0.25,0.5,1
Ba2,Ba2_3_-1_-1_-1,15.615,0.5,1,1
Au1,Ba2_3_-1_-1_-1,17.2630320337999,0.5,0.5,1.5
Si1,Ba2_3_-1_-1_-1,17.2630320337999,0.5,0.5,1.5
Si2,Ba2_3_-1_-1_-1,14.9268032079456,0.43356,0.68356,1.18356
Si3,Ba2_3_-1_-1_-1,14.5752541108675,0.25,0.80525,1.11777
Au2,Ba2_3_-1_-1_-1,14.5752541108675,0.25,0.80525,1.11777
Sm1,Ba2_4_-1_-1_-1,14.0148914105675,0.5,1,0.75
Ba1,Ba2_4_-1_-1_-1,14.0148914105675,0.5,1,0.75
Ba2,Ba2_4_-1_-1_-1,19.1243911667797,0.75,1.5,0.75
Au1,Ba2_4_-1_-1_-1,18.4024539803799,0.75,1,1.25
Si1,Ba2_4_-1_-1_-1,18.4024539803799,0.75,1,1.25
Si2,Ba2_4_-1_-1_-1,17.2303671593131,0.68356,1.18356,0.93356
Si3,Ba2_4_-1_-1_-1,17.1265930456954,0.5,1.30525,0.86777
Au2,Ba2_4_-1_-1_-1,17.1265930456954,0.5,1.30525,0.86777
Sm1,Ba2_5_-1_-1_-1,11.9261532461226,1,0.25,0.5
Ba1,Ba2_5_-1_-1_-1,11.9261532461226,1,0.25,0.5
Ba2,Ba2_5_-1_-1_-1,16.0428874427268,1.25,0.75,0.5
Au1,Ba2_5_-1_-1_-1,16.8661276676065,1.25,0.25,1
Si1,Ba2_5_-1_-1_-1,16.8661276676065,1.25,0.25,1
Si2,Ba2_5_-1_-1_-1,14.9268032079456,1.18356,0.43356,0.68356
Si3,Ba2_5_-1_-1_-1,13.5327691178436,1,0.55525,0.61777
Au2,Ba2_5_-1_-1_-1,13.5327691178436,1,0.55525,0.61777
Sm1,Ba2_6_-1_-1_-1,14.0148914105675,0.75,0.5,1
Ba1,Ba2_6_-1_-1_-1,14.0148914105675,0.75,0.5,1
Ba2,Ba2_6_-1_-1_-1,18.030648906792,1,1,1
Au1,Ba2_6_-1_-1_-1,19.4753266981584,1,0.5,1.5
Si1,Ba2_6_-1_-1_-1,19.4753266981584,1,0.5,1.5
Si2,Ba2_6_-1_-1_-1,17.2303671593131,0.93356,0.68356,1.18356
Si3,Ba2_6_-1_-1_-1,16.3285664525812,0.75,0.80525,1.11777
Au2,Ba2_6_-1_-1_-1,16.3285664525812,0.75,0.80525,1.11777
Sm1,Au1_1_-1_-1_-1,11.9261532461226,1,0.5,0.25
Ba1,Au1_1_-1_-1_-1,11.9261532461226,1,0.5,0.25
Ba2,Au1_1_-1_-1_-1,16.8661276676065,1.25,1,0.25
Au1,Au1_1_-1_-1_-1,16.0428874427268,1.25,0.5,0.75
Si1,Au1_1_-1_-1_-1,16.0428874427268,1.25,0.5,0.75
Si2,Au1_1_-1_-1_-1,14.9268032079456,1.18356,0.68356,0.43356
Si3,Au1_1_-1_-1_-1,13.9030308095343,1,0.80525,0.36777
Au2,Au1_1_-1_-1_-1,13.9030308095343,1,0.80525,0.36777
Sm1,Au1_2_-1_-1_-1,14.0148914105675,0.5,0.75,1
Ba1,Au1_2_-1_-1_-1,14.0148914105675,0.5,0.75,1
Ba2,Au1_2_-1_-1_-1,18.4024539803799,0.75,1.25,1
Au1,Au1_2_-1_-1_-1,19.1243911667797,0.75,0.75,1.5
Si1,Au1_2_-1_-1_-1,19.1243911667797,0.75,0.75,1.5
Si2,Au1_2_-1_-1_-1,17.2303671593131,0.68356,0.93356,1.18356
Si3,Au1_2_-1_-1_-1,16.8274110801056,0.5,1.05525,1.11777
Au2,Au1_2_-1_-1_-1,16.8274110801056,0.5,1.05525,1.11777
Sm1,Au1_3_-1_-1_-1,11.9261532461226,0.25,1,0.5
Ba1,Au1_3_-1_-1_-1,11.9261532461226,0.25,1,0.5
Ba2,Au1_3_-1_-1_-1,17.2630320337999,0.5,1.5,0.5
Au1,Au1_3_-1_-1_-1,15.615,0.5,1,1
Si1,Au1_3_-1_-1_-1,15.615,0.5,1,1
Si2,Au1_3_-1_-1_-1,14.9268032079456,0.43356,1.18356,0.68356
Si3,Au1_3_-1_-1_-1,15.2563063611203,0.25,1.30525,0.61777
Au2,Au1_3_-1_-1_-1,15.2563063611203,0.25,1.30525,0.61777
Sm1,Au1_4_-1_-1_-1,14.0148914105675,1,0.5,0.75
Ba1,Au1_4_-1_-1_-1,14.0148914105675,1,0.5,0.75
Ba2,Au1_4_-1_-1_-1,18.4024539803799,1.25,1,0.75
Au1,Au1_4_-1_-1_-1,19.1243911667797,1.25,0.5,1.25
Si1,Au1_4_-1_-1_-1,19.1243911667797,1.25,0.5,1.25
Si2,Au1_4_-1_-1_-1,17.2303671593131,1.18356,0.68356,0.93356
Si3,Au1_4_-1_-1_-1,16.1319814910587,1,0.80525,0.86777
Au2,Au1_4_-1_-1_-1,16.1319814910587,1,0.80525,0.86777
Sm1,Au1_5_-1_-1_-1,11.9261532461226,0.5,0.25,1
Ba1,Au1_5_-1_-1_-1,11.9261532461226,0.5,0.25,1
Ba2,Au1_5_-1_-1_-1,15.1750523063349,0.75,0.75,1
Au1,Au1_5_-1_-1_-1,17.6510137810835,0.75,0.25,1.5
Si1,Au1_5_-1_-1_-1,17.6510137810835,0.75,0.25,1.5
Si2,Au1_5_-1_-1_-1,14.9268032079456,0.68356,0.43356,1.18356
Si3,Au1_5_-1_-1_-1,13.9963692125444,0.5,0.55525,1.11777
Au2,Au1_5_-1_-1_-1,13.9963692125444,0.5,0.55525,1.11777
Sm1,Au1_6_-1_-1_-1,14.0148914105675,0.75,1,0.5
Ba1,Au1_6_-1_-1_-1,14.0148914105675,0.75,1,0.5
Ba2,Au1_6_-1_-1_-1,19.4753266981584,1,1.5,0.5
Au1,Au1_6_-1_-1_-1,18.030648906792,1,1,1
Si1,Au1_6_-1_-1_-1,18.030648906792,1,1,1
Si2,Au1_6_-1_-1_-1,17.2303671593131,0.93356,1.18356,0.68356
Si3,Au1_6_-1_-1_-1,16.9392719378479,0.75,1.30525,0.61777
Au2,Au1_6_-1_-1_-1,16.9392719378479,0.75,1.30525,0.61777
Sm1,Si2_1_-1_-1_-1,8.50518546515809,0.31644,0.68356,0.31644
