Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Cs1,Cs1_1_-1_-1_-1,9.16670569397753,0.5,0.5,0.5
Cs2,Cs1_1_-1_-1_-1,14.2502231126393,0.75,1,0.5
Si1,Cs1_1_-1_-1_-1,14.2502231126393,0.75,0.5,1
Al1,Cs1_1_-1_-1_-1,14.2502231126393,0.75,0.5,1
Si2,Cs1_1_-1_-1_-1,12.5604584762361,0.685113,0.685113,0.685113
Al2,Cs1_1_-1_-1_-1,12.5604584762361,0.685113,0.685113,0.685113
Si3,Cs1_1_-1_-1_-1,11.9722710871453,0.5,0.80354,0.61941
Al3,Cs1_1_-1_-1_-1,11.9722710871453,0.5,0.80354,0.61941
Cs1,Cs1_25_-1_-1_-1,18.3334113879551,1,1,1
Cs2,Cs1_25_-1_-1_-1,23.220310761917,1.25,1.5,1
Si1,Cs1_25_-1_-1_-1,23.220310761917,1.25,1,1.5
Al1,Cs1_25_-1_-1_-1,23.220310761917,1.25,1,1.5
Si2,Cs1_25_-1_-1_-1,21.7271641702136,1.185113,1.185113,1.185113
Al2,Cs1_25_-1_-1_-1,21.7271641702136,1.185113,1.185113,1.185113
Si3,Cs1_25_-1_-1_-1,21.0429851288847,1,1.30354,1.11941
Al3,Cs1_25_-1_-1_-1,21.0429851288847,1,1.30354,1.11941
Cs1,Cs2_1_-1_-1_-1,12.1264118039921,0.5,1,0.25
Cs2,Cs2_1_-1_-1_-1,17.9474016013461,0.75,1.5,0.25
Si1,Cs2_1_-1_-1_-1,15.4298649041396,0.75,1,0.75
Al1,Cs2_1_-1_-1_-1,15.4298649041396,0.75,1,0.75
Si2,Cs2_1_-1_-1_-1,15.2038262095745,0.685113,1.185113,0.435113
Al2,Cs2_1_-1_-1_-1,15.2038262095745,0.685113,1.185113,0.435113
Si3,Cs2_1_-1_-1_-1,15.2864459077097,0.5,1.30354,0.36941
Al3,Cs2_1_-1_-1_-1,15.2864459077097,0.5,1.30354,0.36941
Cs1,Cs2_2_-1_-1_-1,14.2502231126393,1,0.75,0.5
Cs2,Cs2_2_-1_-1_-1,19.4455192720585,1.25,1.25,0.5
Si1,Cs2_2_-1_-1_-1,18.7114596437584,1.25,0.75,1
Al1,Cs2_2_-1_-1_-1,18.7114596437584,1.25,0.75,1
Si2,Cs2_2_-1_-1_-1,17.5475073889807,1.185113,0.935113,0.685113
Al2,Cs2_2_-1_-1_-1,17.5475073889807,1.185113,0.935113,0.685113
Si3,Cs2_2_-1_-1_-1,16.714653641767,1,1.05354,0.61941
Al3,Cs2_2_-1_-1_-1,16.714653641767,1,1.05354,0.61941
Cs1,Cs2_3_-1_-1_-1,12.1264118039921,0.25,0.5,1
Cs2,Cs2_3_-1_-1_-1,15.8772,0.5,1,1
Si1,Cs2_3_-1_-1_-1,17.5529050404769,0.5,0.5,1.5
Al1,Cs2_3_-1_-1_-1,17.5529050404769,0.5,0.5,1.5
Si2,Cs2_3_-1_-1_-1,15.2038262095745,0.435113,0.685113,1.185113
Al2,Cs2_3_-1_-1_-1,15.2038262095745,0.435113,0.685113,1.185113
Si3,Cs2_3_-1_-1_-1,14.8234645563775,0.25,0.80354,1.11941
Al3,Cs2_3_-1_-1_-1,14.8234645563775,0.25,0.80354,1.11941
Cs1,Cs2_4_-1_-1_-1,14.2502231126393,0.5,1,0.75
Cs2,Cs2_4_-1_-1_-1,19.4455192720585,0.75,1.5,0.75
Si1,Cs2_4_-1_-1_-1,18.7114596437584,0.75,1,1.25
Al1,Cs2_4_-1_-1_-1,18.7114596437584,0.75,1,1.25
Si2,Cs2_4_-1_-1_-1,17.5475073889807,0.685113,1.185113,0.935113
Al2,Cs2_4_-1_-1_-1,17.5475073889807,0.685113,1.185113,0.935113
Si3,Cs2_4_-1_-1_-1,17.4089884978829,0.5,1.30354,0.86941
Al3,Cs2_4_-1_-1_-1,17.4089884978829,0.5,1.30354,0.86941
Cs1,Cs2_5_-1_-1_-1,12.1264118039921,1,0.25,0.5
Cs2,Cs2_5_-1_-1_-1,16.3122723346565,1.25,0.75,0.5
Si1,Cs2_5_-1_-1_-1,17.1493360361269,1.25,0.25,1
Al1,Cs2_5_-1_-1_-1,17.1493360361269,1.25,0.25,1
Si2,Cs2_5_-1_-1_-1,15.2038262095745,1.185113,0.435113,0.685113
Al2,Cs2_5_-1_-1_-1,15.2038262095745,1.185113,0.435113,0.685113
Si3,Cs2_5_-1_-1_-1,13.7605464660367,1,0.55354,0.61941
Al3,Cs2_5_-1_-1_-1,13.7605464660367,1,0.55354,0.61941
