Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Sr1,Sr1_1_-1_-1_-1,9.28128085489821,0.5,0.5,0.5
Sr2,Sr1_1_-1_-1_-1,20.6025311865594,0.75,0.9764,1.4764
Ga1,Sr1_1_-1_-1_-1,14.4283374386353,0.75,0.5,1
Ge1,Sr1_1_-1_-1_-1,14.4283374386353,0.75,0.5,1
Ga2,Sr1_1_-1_-1_-1,12.7001334706085,0.68418,0.68418,0.68418
Ge2,Sr1_1_-1_-1_-1,12.7001334706085,0.68418,0.68418,0.68418
Ga3,Sr1_1_-1_-1_-1,12.1475454184213,0.5,0.8089,0.6168
Ge3,Sr1_1_-1_-1_-1,12.1475454184213,0.5,0.8089,0.6168
Sr1,Sr1_25_-1_-1_-1,18.5625617097964,1,1,1
Sr2,Sr1_25_-1_-1_-1,29.6389609595782,1.25,1.4764,1.9764
Ga1,Sr1_25_-1_-1_-1,23.51054270903,1.25,1,1.5
Ge1,Sr1_25_-1_-1_-1,23.51054270903,1.25,1,1.5
Ga2,Sr1_25_-1_-1_-1,21.9814143255067,1.18418,1.18418,1.18418
Ge2,Sr1_25_-1_-1_-1,21.9814143255067,1.18418,1.18418,1.18418
Ga3,Sr1_25_-1_-1_-1,21.328002268193,1,1.3089,1.1168
Ge3,Sr1_25_-1_-1_-1,21.328002268193,1,1.3089,1.1168
Sr1,Sr2_1_-1_-1_-1,12.1723514001057,0.5236,0.9764,0.25
Sr2,Sr2_1_-1_-1_-1,21.9978541945081,0.7736,1.4528,1.2264
Ga1,Sr2_1_-1_-1_-1,15.583392794357,0.7736,0.9764,0.75
Ge1,Sr2_1_-1_-1_-1,15.583392794357,0.7736,0.9764,0.75
Ga2,Sr2_1_-1_-1_-1,15.2936086295571,0.70778,1.16058,0.43418
Ge2,Sr2_1_-1_-1_-1,15.2936086295571,0.70778,1.16058,0.43418
Ga3,Sr2_1_-1_-1_-1,15.3845278495777,0.5236,1.2853,0.3668
Ge3,Sr2_1_-1_-1_-1,15.3845278495777,0.5236,1.2853,0.3668
Sr1,Sr2_2_-1_-1_-1,9.80608161155143,0.0236,0.75,0.5236
Sr2,Sr2_2_-1_-1_-1,20.9708041589588,0.2736,1.2264,1.5
Ga1,Sr2_2_-1_-1_-1,13.9120751878663,0.2736,0.75,1.0236
Ge1,Sr2_2_-1_-1_-1,13.9120751878663,0.2736,0.75,1.0236
Ga2,Sr2_2_-1_-1_-1,12.7565787123786,0.20778,0.93418,0.70778
Ge2,Sr2_2_-1_-1_-1,12.7565787123786,0.20778,0.93418,0.70778
Ga3,Sr2_2_-1_-1_-1,13.2647150315515,0.0236,1.0589,0.6404
Ge3,Sr2_2_-1_-1_-1,13.2647150315515,0.0236,1.0589,0.6404
Sr1,Sr2_3_-1_-1_-1,5.77147348583143,0.25,0.4764,0.0236
Sr2,Sr2_3_-1_-1_-1,15.7429341576406,0.5,0.9528,1
Ga1,Sr2_3_-1_-1_-1,9.28817070051505,0.5,0.4764,0.5236
