Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Na1,Na1_1_-1_-1_-1,8.82990841444576,0.5,0.5,0.5
Na2,Na1_1_-1_-1_-1,13.7266504642657,0.75,1,0.5
Si1,Na1_1_-1_-1_-1,13.7266504642657,0.75,0.5,1
Si2,Na1_1_-1_-1_-1,12.0987405094736,0.6851,0.6851,0.6851
Si3,Na1_1_-1_-1_-1,11.5519391316691,0.5,0.8077,0.6175
Na1,Na1_25_-1_-1_-1,17.6598168288915,1,1,1
Na2,Na1_25_-1_-1_-1,22.3671648493528,1.25,1.5,1
Si1,Na1_25_-1_-1_-1,22.3671648493528,1.25,1,1.5
Si2,Na1_25_-1_-1_-1,20.9286489239193,1.1851,1.1851,1.1851
Si3,Na1_25_-1_-1_-1,20.2867295773345,1,1.3077,1.1175
Na1,Na2_1_-1_-1_-1,11.6808708820501,0.5,1,0.25
Na2,Na2_1_-1_-1_-1,17.2879895687367,0.75,1.5,0.25
Si1,Na2_1_-1_-1_-1,14.8629506061633,0.75,1,0.75
Si2,Na2_1_-1_-1_-1,14.6450041497081,0.6851,1.1851,0.4351
Si3,Na2_1_-1_-1_-1,14.7581401153486,0.5,1.3077,0.3675
Na1,Na2_2_-1_-1_-1,13.7266504642657,1,0.75,0.5
Na2,Na2_2_-1_-1_-1,18.7310643513323,1.25,1.25,0.5
Si1,Na2_2_-1_-1_-1,18.0239750757498,1.25,0.75,1
Si2,Na2_2_-1_-1_-1,16.9025637196698,1.1851,0.9351,0.6851
Si3,Na2_2_-1_-1_-1,16.1212479862643,1,1.0577,0.6175
Na1,Na2_3_-1_-1_-1,11.6808708820501,0.25,0.5,1
Na2,Na2_3_-1_-1_-1,15.29385,0.5,1,1
Si1,Na2_3_-1_-1_-1,16.9079873499923,0.5,0.5,1.5
Si2,Na2_3_-1_-1_-1,14.6450041497081,0.4351,0.6851,1.1851
Si3,Na2_3_-1_-1_-1,14.287674196054,0.25,0.8077,1.1175
Na1,Na2_4_-1_-1_-1,13.7266504642657,0.5,1,0.75
Na2,Na2_4_-1_-1_-1,18.7310643513323,0.75,1.5,0.75
Si1,Na2_4_-1_-1_-1,18.0239750757498,0.75,1,1.25
Si2,Na2_4_-1_-1_-1,16.9025637196698,0.6851,1.1851,0.9351
Si3,Na2_4_-1_-1_-1,16.7927294489144,0.5,1.3077,0.8675
Na1,Na2_5_-1_-1_-1,11.6808708820501,1,0.25,0.5
Na2,Na2_5_-1_-1_-1,15.7129371832178,1.25,0.75,0.5
Si1,Na2_5_-1_-1_-1,16.5192460217242,1.25,0.25,1
Si2,Na2_5_-1_-1_-1,14.6450041497081,1.1851,0.4351,0.6851
Si3,Na2_5_-1_-1_-1,13.2638256579765,1,0.5577,0.6175
Na1,Na2_6_-1_-1_-1,13.7266504642657,0.75,0.5,1
Na2,Na2_6_-1_-1_-1,17.6598168288915,1,1,1
Si1,Na2_6_-1_-1_-1,19.0747822749042,1,0.5,1.5
Si2,Na2_6_-1_-1_-1,16.9025637196698,0.9351,0.6851,1.1851
Si3,Na2_6_-1_-1_-1,16.0036190387546,0.75,0.8077,1.1175
Na1,Si1_1_-1_-1_-1,11.6808708820501,1,0.5,0.25
Na2,Si1_1_-1_-1_-1,16.5192460217242,1.25,1,0.25
Si1,Si1_1_-1_-1_-1,15.7129371832178,1.25,0.5,0.75
Si2,Si1_1_-1_-1_-1,14.6450041497081,1.1851,0.6851,0.4351
Si3,Si1_1_-1_-1_-1,13.6314094106158,1,0.8077,0.3675
Na1,Si1_2_-1_-1_-1,13.7266504642657,0.5,0.75,1
Na2,Si1_2_-1_-1_-1,18.0239750757498,0.75,1.25,1
Si1,Si1_2_-1_-1_-1,18.7310643513323,0.75,0.75,1.5
Si2,Si1_2_-1_-1_-1,16.9025637196698,0.6851,0.9351,1.1851
Si3,Si1_2_-1_-1_-1,16.4957422054846,0.5,1.0577,1.1175
Na1,Si1_3_-1_-1_-1,11.6808708820501,0.25,1,0.5
Na2,Si1_3_-1_-1_-1,16.9079873499923,0.5,1.5,0.5
Si1,Si1_3_-1_-1_-1,15.29385,0.5,1,1
Si2,Si1_3_-1_-1_-1,14.6450041497081,0.4351,1.1851,0.6851
Si3,Si1_3_-1_-1_-1,14.9636271271992,0.25,1.3077,0.6175
Na1,Si1_4_-1_-1_-1,13.7266504642657,1,0.5,0.75
Na2,Si1_4_-1_-1_-1,18.0239750757498,1.25,1,0.75
Si1,Si1_4_-1_-1_-1,18.7310643513323,1.25,0.5,1.25
Si2,Si1_4_-1_-1_-1,16.9025637196698,1.1851,0.6851,0.9351
Si3,Si1_4_-1_-1_-1,15.8116534619249,1,0.8077,0.8675
Na1,Si1_5_-1_-1_-1,11.6808708820501,0.5,0.25,1
Na2,Si1_5_-1_-1_-1,14.8629506061633,0.75,0.75,1
Si1,Si1_5_-1_-1_-1,17.2879895687367,0.75,0.25,1.5
Si2,Si1_5_-1_-1_-1,14.6450041497081,0.6851,0.4351,1.1851
Si3,Si1_5_-1_-1_-1,13.7165573436037,0.5,0.5577,1.1175
Na1,Si1_6_-1_-1_-1,13.7266504642657,0.75,1,0.5
Na2,Si1_6_-1_-1_-1,19.0747822749042,1,1.5,0.5
Si1,Si1_6_-1_-1_-1,17.6598168288915,1,1,1
Si2,Si1_6_-1_-1_-1,16.9025637196698,0.9351,1.1851,0.6851
Si3,Si1_6_-1_-1_-1,16.6098863694744,0.75,1.3077,0.6175
Na1,Si2_1_-1_-1_-1,8.33127964513573,0.3149,0.6851,0.3149
Na2,Si2_1_-1_-1_-1,13.7653562816167,0.5649,1.1851,0.3149
Si1,Si2_1_-1_-1_-1,12.2882213059817,0.5649,0.6851,0.8149
Si2,Si2_1_-1_-1_-1,11.432364190747,0.5,0.8702,0.5
Si3,Si2_1_-1_-1_-1,11.4982614417112,0.3149,0.9928,0.4324
Na1,Si2_4_-1_-1_-1,10.3872456031671,0.6851,0.3149,0.6851
Na2,Si2_4_-1_-1_-1,14.447399728234,0.9351,0.8149,0.6851
Si1,Si2_4_-1_-1_-1,15.7229771227473,0.9351,0.3149,1.1851
Si2,Si2_4_-1_-1_-1,13.5436560563331,0.8702,0.5,0.8702
Si3,Si2_4_-1_-1_-1,12.4922017976257,0.6851,0.6226,0.8026
Na1,Si2_7_-1_-1_-1,8.33127964513573,0.3149,0.3149,0.6851
Na2,Si2_7_-1_-1_-1,12.2882213059817,0.5649,0.8149,0.6851
Si1,Si2_7_-1_-1_-1,13.7653562816167,0.5649,0.3149,1.1851
Si2,Si2_7_-1_-1_-1,11.432364190747,0.5,0.5,0.8702
Si3,Si2_7_-1_-1_-1,10.842991056786,0.3149,0.6226,0.8026
Na1,Si2_10_-1_-1_-1,10.3872456031671,0.6851,0.6851,0.3149
Na2,Si2_10_-1_-1_-1,15.7229771227473,0.9351,1.1851,0.3149
Si1,Si2_10_-1_-1_-1,14.447399728234,0.9351,0.6851,0.8149
Si2,Si2_10_-1_-1_-1,13.5436560563331,0.8702,0.8702,0.5
Si3,Si2_10_-1_-1_-1,13.0650169107049,0.6851,0.9928,0.4324
Na1,Si2_13_-1_-1_-1,8.33127964513573,0.6851,0.3149,0.3149
Na2,Si2_13_-1_-1_-1,13.0477089257966,0.9351,0.8149,0.3149
Si1,Si2_13_-1_-1_-1,13.0477089257966,0.9351,0.3149,0.8149
Si2,Si2_13_-1_-1_-1,11.432364190747,0.8702,0.5,0.5
Si3,Si2_13_-1_-1_-1,10.417608273697,0.6851,0.6226,0.4324
Na1,Si2_16_-1_-1_-1,10.3872456031671,0.3149,0.6851,0.6851
Na2,Si2_16_-1_-1_-1,15.0986649825375,0.5649,1.1851,0.6851
Si1,Si2_16_-1_-1_-1,15.0986649825375,0.5649,0.6851,1.1851
Si2,Si2_16_-1_-1_-1,13.5436560563331,0.5,0.8702,0.8702
Si3,Si2_16_-1_-1_-1,13.4066610231759,0.3149,0.9928,0.8026
Na1,Si2_19_-1_-1_-1,12.0987405094736,0.6851,0.6851,0.6851
Na2,Si2_19_-1_-1_-1,16.9025637196698,0.9351,1.1851,0.6851
Si1,Si2_19_-1_-1_-1,16.9025637196698,0.9351,0.6851,1.1851
Si2,Si2_19_-1_-1_-1,15.3675726045014,0.8702,0.8702,0.8702
Si3,Si2_19_-1_-1_-1,14.7723799871722,0.6851,0.9928,0.8026
Na1,Si2_22_-1_-1_-1,5.56107631941794,0.3149,0.3149,0.3149
Na2,Si2_22_-1_-1_-1,10.6073433134654,0.5649,0.8149,0.3149
Si1,Si2_22_-1_-1_-1,10.6073433134654,0.5649,0.3149,0.8149
Si2,Si2_22_-1_-1_-1,8.82990841444576,0.5,0.5,0.5
Si3,Si2_22_-1_-1_-1,8.36910457869532,0.3149,0.6226,0.4324
Na1,Si2_25_-1_-1_-1,11.900786339371,0.8149,0.8149,0.1851
Na2,Si2_25_-1_-1_-1,17.3547157983699,1.0649,1.3149,0.1851
Si1,Si2_25_-1_-1_-1,15.3529943114446,1.0649,0.8149,0.6851
Si2,Si2_25_-1_-1_-1,14.9050250354473,1,1,0.3702
Si3,Si2_25_-1_-1_-1,14.4762375255696,0.8149,1.1226,0.3026
