Atom1,Atom2,Distance,DeltaX,DeltaY,DeltaZ
Ba1,Ba1_1_-1_-1_-1,9.260409642667,0.5,0.5,0.5
Ba2,Ba1_1_-1_-1_-1,14.3958918206723,0.75,0.5,1
Rh1,Ba1_1_-1_-1_-1,14.3958918206723,0.75,1,0.5
Ge1,Ba1_1_-1_-1_-1,14.3958918206723,0.75,1,0.5
Ge2,Ba1_1_-1_-1_-1,12.6610172716472,0.68361,0.68361,0.68361
Ge3,Ba1_1_-1_-1_-1,12.1021303500799,0.5,0.615,0.8079
Ge4,Ba1_1_-1_-1_-1,12.3939177282977,0.5,0.6321,0.833
Ba1,Ba1_25_-1_-1_-1,18.520819285334,1,1,1
Ba2,Ba1_25_-1_-1_-1,23.457673548596,1.25,1,1.5
Rh1,Ba1_25_-1_-1_-1,23.457673548596,1.25,1.5,1
Ge1,Ba1_25_-1_-1_-1,23.457673548596,1.25,1.5,1
Ge2,Ba1_25_-1_-1_-1,21.9214269143142,1.18361,1.18361,1.18361
Ge3,Ba1_25_-1_-1_-1,21.2622108578206,1,1.115,1.3079
Ge4,Ba1_25_-1_-1_-1,21.5419220757042,1,1.1321,1.333
Ba1,Ba2_1_-1_-1_-1,12.2503704765407,1,0.5,0.25
Ba2,Ba2_1_-1_-1_-1,16.4790197334368,1.25,0.5,0.75
Rh1,Ba2_1_-1_-1_-1,17.3246400720188,1.25,1,0.25
Ge1,Ba2_1_-1_-1_-1,17.3246400720188,1.25,1,0.25
Ge2,Ba2_1_-1_-1_-1,15.333452154518,1.18361,0.68361,0.43361
Ge3,Ba2_1_-1_-1_-1,13.8987505819507,1,0.615,0.5579
Ge4,Ba2_1_-1_-1_-1,14.1027633909037,1,0.6321,0.583
Ba1,Ba2_2_-1_-1_-1,14.3958918206723,0.5,0.75,1
Ba2,Ba2_2_-1_-1_-1,19.6442953646854,0.75,0.75,1.5
Rh1,Ba2_2_-1_-1_-1,18.9027320280694,0.75,1.25,1
Ge1,Ba2_2_-1_-1_-1,18.9027320280694,0.75,1.25,1
Ge2,Ba2_2_-1_-1_-1,17.6996862286817,0.68361,0.93361,1.18361
Ge3,Ba2_2_-1_-1_-1,17.5990909014479,0.5,0.865,1.3079
Ge4,Ba2_2_-1_-1_-1,17.9087461197529,0.5,0.8821,1.333
Ba1,Ba2_3_-1_-1_-1,12.2503704765407,0.25,1,0.5
Ba2,Ba2_3_-1_-1_-1,16.0395,0.5,1,1
Rh1,Ba2_3_-1_-1_-1,17.7323344416351,0.5,1.5,0.5
Ge1,Ba2_3_-1_-1_-1,17.7323344416351,0.5,1.5,0.5
Ge2,Ba2_3_-1_-1_-1,15.333452154518,0.43361,1.18361,0.68361
Ge3,Ba2_3_-1_-1_-1,14.9641931859965,0.25,1.115,0.8079
Ge4,Ba2_3_-1_-1_-1,15.2653179990203,0.25,1.1321,0.833
Ba1,Ba2_4_-1_-1_-1,14.3958918206723,1,0.5,0.75
Ba2,Ba2_4_-1_-1_-1,19.6442953646854,1.25,0.5,1.25
Rh1,Ba2_4_-1_-1_-1,18.9027320280694,1.25,1,0.75
Ge1,Ba2_4_-1_-1_-1,18.9027320280694,1.25,1,0.75
Ge2,Ba2_4_-1_-1_-1,17.6996862286817,1.18361,0.68361,0.93361
Ge3,Ba2_4_-1_-1_-1,16.8982470956716,1,0.615,1.0579
Ge4,Ba2_4_-1_-1_-1,17.150316693193,1,0.6321,1.083
Ba1,Ba2_5_-1_-1_-1,12.2503704765407,0.5,0.25,1
Ba2,Ba2_5_-1_-1_-1,18.1308636273896,0.75,0.25,1.5
Rh1,Ba2_5_-1_-1_-1,15.5875921528952,0.75,0.75,1
Ge1,Ba2_5_-1_-1_-1,15.5875921528952,0.75,0.75,1
Ge2,Ba2_5_-1_-1_-1,15.333452154518,0.68361,0.43361,1.18361
Ge3,Ba2_5_-1_-1_-1,15.4728390227012,0.5,0.365,1.3079
Ge4,Ba2_5_-1_-1_-1,15.7622560627869,0.5,0.3821,1.333
Ba1,Ba2_6_-1_-1_-1,14.3958918206723,0.75,1,0.5
Ba2,Ba2_6_-1_-1_-1,18.520819285334,1,1,1
Rh1,Ba2_6_-1_-1_-1,20.0047712183869,1,1.5,0.5
Ge1,Ba2_6_-1_-1_-1,20.0047712183869,1,1.5,0.5
Ge2,Ba2_6_-1_-1_-1,17.6996862286817,0.93361,1.18361,0.68361
Ge3,Ba2_6_-1_-1_-1,16.7659536623428,0.75,1.115,0.8079
Ge4,Ba2_6_-1_-1_-1,17.0352592616377,0.75,1.1321,0.833
Ba1,Rh1_1_-1_-1_-1,12.2503704765407,0.5,1,0.25
Ba2,Rh1_1_-1_-1_-1,15.5875921528952,0.75,1,0.75
Rh1,Rh1_1_-1_-1_-1,18.1308636273896,0.75,1.5,0.25
Ge1,Rh1_1_-1_-1_-1,18.1308636273896,0.75,1.5,0.25
Ge2,Rh1_1_-1_-1_-1,15.333452154518,0.68361,1.18361,0.43361
Ge3,Rh1_1_-1_-1_-1,14.3639965321033,0.5,1.115,0.5579
Ge4,Rh1_1_-1_-1_-1,14.6284750453598,0.5,1.1321,0.583
Ba1,Rh1_2_-1_-1_-1,14.3958918206723,1,0.75,0.5
Ba2,Rh1_2_-1_-1_-1,18.9027320280694,1.25,0.75,1
Rh1,Rh1_2_-1_-1_-1,19.6442953646854,1.25,1.25,0.5
Ge1,Rh1_2_-1_-1_-1,19.6442953646854,1.25,1.25,0.5
Ge2,Rh1_2_-1_-1_-1,17.6996862286817,1.18361,0.93361,0.68361
Ge3,Rh1_2_-1_-1_-1,16.5687246911259,1,0.865,0.8079
Ge4,Rh1_2_-1_-1_-1,16.812135041831,1,0.8821,0.833
Ba1,Rh1_3_-1_-1_-1,12.2503704765407,0.25,0.5,1
Ba2,Rh1_3_-1_-1_-1,17.7323344416351,0.5,0.5,1.5
Rh1,Rh1_3_-1_-1_-1,16.0395,0.5,1,1
Ge1,Rh1_3_-1_-1_-1,16.0395,0.5,1,1
Ge2,Rh1_3_-1_-1_-1,15.333452154518,0.43361,0.68361,1.18361
Ge3,Rh1_3_-1_-1_-1,15.683855130035,0.25,0.615,1.3079
Ge4,Rh1_3_-1_-1_-1,16.0000278010794,0.25,0.6321,1.333
Ba1,Rh1_4_-1_-1_-1,14.3958918206723,0.5,1,0.75
Ba2,Rh1_4_-1_-1_-1,18.9027320280694,0.75,1,1.25
Rh1,Rh1_4_-1_-1_-1,19.6442953646854,0.75,1.5,0.75
Ge1,Rh1_4_-1_-1_-1,19.6442953646854,0.75,1.5,0.75
Ge2,Rh1_4_-1_-1_-1,17.6996862286817,0.68361,1.18361,0.93361
Ge3,Rh1_4_-1_-1_-1,17.2829361956056,0.5,1.115,1.0579
Ge4,Rh1_4_-1_-1_-1,17.5851559438554,0.5,1.1321,1.083
Ba1,Rh1_5_-1_-1_-1,12.2503704765407,1,0.25,0.5
Ba2,Rh1_5_-1_-1_-1,17.3246400720188,1.25,0.25,1
Rh1,Rh1_5_-1_-1_-1,16.4790197334368,1.25,0.75,0.5
Ge1,Rh1_5_-1_-1_-1,16.4790197334368,1.25,0.75,0.5
Ge2,Rh1_5_-1_-1_-1,15.333452154518,1.18361,0.43361,0.68361
Ge3,Rh1_5_-1_-1_-1,14.2899749739223,1,0.365,0.8079
Ge4,Rh1_5_-1_-1_-1,14.5042550057513,1,0.3821,0.833
Ba1,Rh1_6_-1_-1_-1,14.3958918206723,0.75,0.5,1
Ba2,Rh1_6_-1_-1_-1,20.0047712183869,1,0.5,1.5
Rh1,Rh1_6_-1_-1_-1,18.520819285334,1,1,1
Ge1,Rh1_6_-1_-1_-1,18.520819285334,1,1,1
Ge2,Rh1_6_-1_-1_-1,17.6996862286817,0.93361,0.68361,1.18361
Ge3,Rh1_6_-1_-1_-1,17.4113019685469,0.75,0.615,1.3079
Ge4,Rh1_6_-1_-1_-1,17.6966384981813,0.75,0.6321,1.333
Ba1,Ge2_1_-1_-1_-1,8.73643553615479,0.31639,0.68361,0.31639
Ba2,Ge2_1_-1_-1_-1,12.8965422017513,0.56639,0.68361,0.81639
Rh1,Ge2_1_-1_-1_-1,14.4329077804624,0.56639,1.18361,0.31639
Ge1,Ge2_1_-1_-1_-1,14.4329077804624,0.56639,1.18361,0.31639
Ge2,Ge2_1_-1_-1_-1,11.9650347255166,0.5,0.86722,0.5
Ge3,Ge2_1_-1_-1_-1,11.3548310368955,0.31639,0.79861,0.62429
Ge4,Ge2_1_-1_-1_-1,11.6509193333415,0.31639,0.81571,0.64939
Ba1,Ge2_4_-1_-1_-1,10.8771932094253,0.68361,0.31639,0.68361
Ba2,Ge2_4_-1_-1_-1,16.4709097003172,0.93361,0.31639,1.18361
Rh1,Ge2_4_-1_-1_-1,15.1427487636236,0.93361,0.81639,0.68361
Ge1,Ge2_4_-1_-1_-1,15.1427487636236,0.93361,0.81639,0.68361
Ge2,Ge2_4_-1_-1_-1,14.1622358833496,0.86722,0.5,0.86722
Ge3,Ge2_4_-1_-1_-1,13.6791518244649,0.68361,0.43139,0.99151
Ge4,Ge2_4_-1_-1_-1,13.9500084764186,0.68361,0.44849,1.01661
Ba1,Ge2_7_-1_-1_-1,8.73643553615479,0.31639,0.31639,0.68361
Ba2,Ge2_7_-1_-1_-1,14.4329077804624,0.56639,0.31639,1.18361
Rh1,Ge2_7_-1_-1_-1,12.8965422017513,0.56639,0.81639,0.68361
Ge1,Ge2_7_-1_-1_-1,12.8965422017513,0.56639,0.81639,0.68361
Ge2,Ge2_7_-1_-1_-1,11.9650347255166,0.5,0.5,0.86722
Ge3,Ge2_7_-1_-1_-1,12.047039818934,0.31639,0.43139,0.99151
Ge4,Ge2_7_-1_-1_-1,12.3537326446047,0.31639,0.44849,1.01661
Ba1,Ge2_10_-1_-1_-1,10.8771932094253,0.68361,0.68361,0.31639
Ba2,Ge2_10_-1_-1_-1,15.1427487636236,0.93361,0.68361,0.81639
Rh1,Ge2_10_-1_-1_-1,16.4709097003172,0.93361,1.18361,0.31639
