Label,x_a,y_b,z_c
I1_1,0.5,0.5,0.5
I1_25,0,0,0
I2_1,0,0.25,0.5
I2_2,0.75,0.5,0
I2_3,0.5,0,0.75
I2_4,0,0.75,0.5
I2_5,0.25,0.5,0
I2_6,0.5,0,0.25
Sb1_1,0.80892,0.5,0.61725
Sb1_2,0.5,0.38275,0.80892
Sb1_3,0.61725,0.19108,0.5
Sb1_4,0.19108,0.5,0.38275
Sb1_5,0.5,0.61725,0.19108
Sb1_6,0.38275,0.80892,0.5
Sb1_7,0.80892,0.5,0.38275
Sb1_9,0.61725,0.80892,0.5
Sb1_10,0.19108,0.5,0.61725
Sb1_12,0.38275,0.19108,0.5
Sb1_14,0.5,0.61725,0.80892
Sb1_17,0.5,0.38275,0.19108
Sb1_25,0.30892,0.11725,0
Sb1_26,0,0.30892,0.88275
Sb1_27,0.11725,0,0.69108
Sb1_28,0.69108,0.88275,0
Sb1_29,0,0.69108,0.11725
Sb1_30,0.88275,0,0.30892
Sb1_31,0.30892,0.88275,0
Sb1_33,0.11725,0,0.30892
Sb1_34,0.69108,0.11725,0
Sb1_36,0.88275,0,0.69108
Sb1_38,0,0.30892,0.11725
Sb1_41,0,0.69108,0.88275
Sb2_1,0.6836,0.3164,0.6836
Sb2_4,0.3164,0.6836,0.3164
Sb2_7,0.6836,0.6836,0.3164
Sb2_10,0.3164,0.3164,0.6836
Sb2_13,0.3164,0.6836,0.6836
Sb2_16,0.6836,0.3164,0.3164
Sb2_19,0.3164,0.3164,0.3164
Sb2_22,0.6836,0.6836,0.6836
Sb2_25,0.1836,0.1836,0.8164
Sb2_28,0.8164,0.8164,0.1836
Sb2_31,0.1836,0.8164,0.1836
Sb2_34,0.8164,0.1836,0.8164
Sb2_37,0.8164,0.1836,0.1836
Sb2_40,0.1836,0.8164,0.8164
Sb2_43,0.8164,0.8164,0.8164
Sb2_46,0.1836,0.1836,0.1836
Sb3_1,0.75,0,0.5
Sb3_2,0,0.5,0.75
Sb3_3,0.5,0.25,0
Sb3_4,0.25,0,0.5
Sb3_5,0,0.5,0.25
Sb3_6,0.5,0.75,0
