Label,x_a,y_b,z_c
I1_1,0.5,0.5,0.5
I1_25,0,0,0
I2_1,0.5,0,0.75
I2_2,0,0.25,0.5
I2_3,0.75,0.5,0
I2_4,0.5,0,0.25
I2_5,0,0.75,0.5
I2_6,0.25,0.5,0
Sn1_1,0.6134,0.1912,0.5
Sn1_2,0.8088,0.5,0.6134
Sn1_3,0.5,0.3866,0.8088
Sn1_4,0.3866,0.8088,0.5
Sn1_5,0.1912,0.5,0.3866
Sn1_6,0.5,0.6134,0.1912
Sn1_7,0.6134,0.8088,0.5
Sn1_8,0.8088,0.5,0.3866
Sn1_10,0.3866,0.1912,0.5
Sn1_11,0.1912,0.5,0.6134
Sn1_15,0.5,0.6134,0.8088
Sn1_18,0.5,0.3866,0.1912
Sn1_25,0.1134,0,0.6912
Sn1_26,0.3088,0.1134,0
Sn1_27,0,0.3088,0.8866
Sn1_28,0.8866,0,0.3088
Sn1_29,0.6912,0.8866,0
Sn1_30,0,0.6912,0.1134
Sn1_31,0.1134,0,0.3088
Sn1_32,0.3088,0.8866,0
Sn1_34,0.8866,0,0.6912
Sn1_35,0.6912,0.1134,0
Sn1_39,0,0.3088,0.1134
Sn1_42,0,0.6912,0.8866
P1_1,0.69199,0.30801,0.69199
P1_4,0.30801,0.69199,0.30801
P1_7,0.69199,0.69199,0.30801
P1_10,0.30801,0.30801,0.69199
P1_13,0.30801,0.69199,0.69199
P1_16,0.69199,0.30801,0.30801
P1_19,0.30801,0.30801,0.30801
P1_22,0.69199,0.69199,0.69199
P1_25,0.19199,0.19199,0.80801
P1_28,0.80801,0.80801,0.19199
P1_31,0.19199,0.80801,0.19199
P1_34,0.80801,0.19199,0.80801
P1_37,0.80801,0.19199,0.19199
P1_40,0.19199,0.80801,0.80801
P1_43,0.80801,0.80801,0.80801
P1_46,0.19199,0.19199,0.19199
P2_1,0.75,0,0.5
P2_2,0,0.5,0.75
P2_3,0.5,0.25,0
P2_4,0.25,0,0.5
P2_5,0,0.5,0.25
P2_6,0.5,0.75,0
Sn2_1,0.6533,0.1571,0.5
Sn2_2,0.8429,0.5,0.6533
Sn2_3,0.5,0.3467,0.8429
Sn2_4,0.3467,0.8429,0.5
Sn2_5,0.1571,0.5,0.3467
Sn2_6,0.5,0.6533,0.1571
Sn2_7,0.6533,0.8429,0.5
Sn2_8,0.8429,0.5,0.3467
Sn2_10,0.3467,0.1571,0.5
Sn2_11,0.1571,0.5,0.6533
Sn2_15,0.5,0.6533,0.8429
Sn2_18,0.5,0.3467,0.1571
Sn2_25,0.1533,0,0.6571
Sn2_26,0.3429,0.1533,0
Sn2_27,0,0.3429,0.8467
Sn2_28,0.8467,0,0.3429
Sn2_29,0.6571,0.8467,0
Sn2_30,0,0.6571,0.1533
Sn2_31,0.1533,0,0.3429
Sn2_32,0.3429,0.8467,0
Sn2_34,0.8467,0,0.6571
Sn2_35,0.6571,0.1533,0
Sn2_39,0,0.3429,0.1533
Sn2_42,0,0.6571,0.8467
