Label,x_a,y_b,z_c
Ge1_1,0,0.5,0.75
Ge1_2,0.5,0.25,0
Ge1_3,0.75,0,0.5
Ge1_4,0,0.5,0.25
Ge1_5,0.5,0.75,0
Ge1_6,0.25,0,0.5
Ge2_1,0.683,0.317,0.683
Ge2_4,0.317,0.683,0.317
Ge2_7,0.683,0.683,0.317
Ge2_10,0.317,0.317,0.683
Ge2_13,0.317,0.683,0.683
Ge2_16,0.683,0.317,0.317
Ge2_19,0.317,0.317,0.317
Ge2_22,0.683,0.683,0.683
Ge2_25,0.183,0.183,0.817
Ge2_28,0.817,0.817,0.183
Ge2_31,0.183,0.817,0.183
Ge2_34,0.817,0.183,0.817
Ge2_37,0.817,0.183,0.183
Ge2_40,0.183,0.817,0.817
Ge2_43,0.817,0.817,0.817
Ge2_46,0.183,0.183,0.183
Ge3_1,0.62,0.188,0.5
Ge3_2,0.812,0.5,0.62
Ge3_3,0.5,0.38,0.812
Ge3_4,0.38,0.812,0.5
Ge3_5,0.188,0.5,0.38
Ge3_6,0.5,0.62,0.188
Ge3_7,0.62,0.812,0.5
Ge3_8,0.812,0.5,0.38
Ge3_10,0.38,0.188,0.5
Ge3_11,0.188,0.5,0.62
Ge3_15,0.5,0.62,0.812
Ge3_18,0.5,0.38,0.188
Ge3_25,0.12,0,0.688
Ge3_26,0.312,0.12,0
Ge3_27,0,0.312,0.88
Ge3_28,0.88,0,0.312
Ge3_29,0.688,0.88,0
Ge3_30,0,0.688,0.12
Ge3_31,0.12,0,0.312
Ge3_32,0.312,0.88,0
Ge3_34,0.88,0,0.688
Ge3_35,0.688,0.12,0
Ge3_39,0,0.312,0.12
Ge3_42,0,0.688,0.88
K1_1,0.5,0.5,0.5
K1_25,0,0,0
K2_1,0.5,0,0.75
K2_2,0,0.25,0.5
K2_3,0.75,0.5,0
K2_4,0.5,0,0.25
K2_5,0,0.75,0.5
K2_6,0.25,0.5,0
