Label,x_a,y_b,z_c
I1_1,0.5,0.5,0.5
I1_25,0,0,0
I2_1,0,0.25,0.5
I2_2,0.75,0.5,0
I2_3,0.5,0,0.75
I2_4,0,0.75,0.5
I2_5,0.25,0.5,0
I2_6,0.5,0,0.25
Sn1_1,0,0.309,0.887
Sn1_2,0.691,0.113,0
Sn1_3,0.887,0,0.691
Sn1_4,0,0.691,0.113
Sn1_5,0.309,0.887,0
Sn1_6,0.113,0,0.309
Sn1_8,0.691,0.887,0
Sn1_9,0.887,0,0.309
Sn1_11,0.309,0.113,0
Sn1_12,0.113,0,0.691
Sn1_13,0,0.691,0.887
Sn1_16,0,0.309,0.113
Sn1_25,0.5,0.387,0.809
Sn1_26,0.191,0.5,0.613
Sn1_27,0.387,0.191,0.5
Sn1_28,0.5,0.613,0.191
Sn1_29,0.809,0.5,0.387
Sn1_30,0.613,0.809,0.5
Sn1_32,0.191,0.5,0.387
Sn1_33,0.387,0.809,0.5
Sn1_35,0.809,0.5,0.613
Sn1_36,0.613,0.191,0.5
Sn1_37,0.5,0.387,0.191
Sn1_40,0.5,0.613,0.809
Sn2_1,0,0.343,0.847
Sn2_2,0.657,0.153,0
Sn2_3,0.847,0,0.657
Sn2_4,0,0.657,0.153
Sn2_5,0.343,0.847,0
Sn2_6,0.153,0,0.343
Sn2_8,0.657,0.847,0
Sn2_9,0.847,0,0.343
Sn2_11,0.343,0.153,0
Sn2_12,0.153,0,0.657
Sn2_13,0,0.657,0.847
Sn2_16,0,0.343,0.153
Sn2_25,0.5,0.347,0.843
Sn2_26,0.157,0.5,0.653
Sn2_27,0.347,0.157,0.5
Sn2_28,0.5,0.653,0.157
Sn2_29,0.843,0.5,0.347
Sn2_30,0.653,0.843,0.5
Sn2_32,0.157,0.5,0.347
Sn2_33,0.347,0.843,0.5
Sn2_35,0.843,0.5,0.653
Sn2_36,0.653,0.157,0.5
Sn2_37,0.5,0.347,0.157
Sn2_40,0.5,0.653,0.843
P1_1,0.692,0.308,0.692
P1_4,0.308,0.692,0.308
P1_7,0.692,0.692,0.308
P1_10,0.308,0.308,0.692
P1_13,0.308,0.692,0.692
P1_16,0.692,0.308,0.308
P1_19,0.308,0.308,0.308
P1_22,0.692,0.692,0.692
P1_25,0.192,0.192,0.808
P1_28,0.808,0.808,0.192
P1_31,0.192,0.808,0.192
P1_34,0.808,0.192,0.808
P1_37,0.808,0.192,0.192
P1_40,0.192,0.808,0.808
P1_43,0.808,0.808,0.808
P1_46,0.192,0.192,0.192
P2_1,0.75,0,0.5
P2_2,0,0.5,0.75
P2_3,0.5,0.25,0
P2_4,0.25,0,0.5
P2_5,0,0.5,0.25
P2_6,0.5,0.75,0
