Label,x_a,y_b,z_c
Te1_1,0,0,0
Te2_1,0.5,0.5,0.5
Te3_1,0.5,0,0.2589
Te3_2,0.5,0,0.7411
Te3_5,0.2589,0.5,0
Te3_6,0.7411,0.5,0
Te3_9,0,0.2589,0.5
Te3_10,0,0.7411,0.5
P1_1,0.7546,0,0.5
P1_2,0.2454,0,0.5
P1_5,0.5,0.7546,0
P1_6,0.5,0.2454,0
P1_9,0,0.5,0.7546
P1_10,0,0.5,0.2454
P2_1,0.81588,0.18412,0.18412
P2_2,0.18412,0.18412,0.81588
P2_3,0.18412,0.81588,0.18412
P2_4,0.81588,0.81588,0.81588
P2_13,0.18412,0.81588,0.81588
P2_14,0.81588,0.81588,0.18412
P2_15,0.81588,0.18412,0.81588
P2_16,0.18412,0.18412,0.18412
P3_1,0.68317,0.31683,0.31683
P3_2,0.31683,0.31683,0.68317
P3_3,0.31683,0.68317,0.31683
P3_4,0.68317,0.68317,0.68317
P3_13,0.31683,0.68317,0.68317
P3_14,0.68317,0.68317,0.31683
P3_15,0.68317,0.31683,0.68317
P3_16,0.31683,0.31683,0.31683
P4_1,0.88323,0,0.30675
P4_2,0.11677,0,0.69325
P4_3,0.11677,0,0.30675
P4_4,0.88323,0,0.69325
P4_5,0.30675,0.88323,0
P4_6,0.69325,0.11677,0
P4_7,0.30675,0.11677,0
P4_8,0.69325,0.88323,0
P4_9,0,0.30675,0.88323
P4_10,0,0.69325,0.11677
P4_11,0,0.30675,0.11677
P4_12,0,0.69325,0.88323
Si4_1,0.61727,0.18825,0.5
Si4_2,0.38273,0.18825,0.5
Si4_3,0.38273,0.81175,0.5
Si4_4,0.61727,0.81175,0.5
Si4_5,0.5,0.61727,0.18825
Si4_6,0.5,0.38273,0.18825
Si4_7,0.5,0.38273,0.81175
Si4_8,0.5,0.61727,0.81175
Si4_9,0.18825,0.5,0.61727
Si4_10,0.18825,0.5,0.38273
Si4_11,0.81175,0.5,0.38273
Si4_12,0.81175,0.5,0.61727
