Label,x_a,y_b,z_c
Cs1_1,0.5,0,0.75
Cs1_2,0,0.25,0.5
Cs1_3,0.75,0.5,0
Cs1_4,0.5,0,0.25
Cs1_5,0,0.75,0.5
Cs1_6,0.25,0.5,0
Na1_1,0.5,0.5,0.5
Na1_25,0,0,0
Si1_1,0.6183,0.19693,0.5
Si1_2,0.80307,0.5,0.6183
Si1_3,0.5,0.3817,0.80307
Si1_4,0.3817,0.80307,0.5
Si1_5,0.19693,0.5,0.3817
Si1_6,0.5,0.6183,0.19693
Si1_7,0.6183,0.80307,0.5
Si1_8,0.80307,0.5,0.3817
Si1_10,0.3817,0.19693,0.5
Si1_11,0.19693,0.5,0.6183
Si1_15,0.5,0.6183,0.80307
Si1_18,0.5,0.3817,0.19693
Si1_25,0.1183,0,0.69693
Si1_26,0.30307,0.1183,0
Si1_27,0,0.30307,0.8817
Si1_28,0.8817,0,0.30307
Si1_29,0.69693,0.8817,0
Si1_30,0,0.69693,0.1183
Si1_31,0.1183,0,0.30307
Si1_32,0.30307,0.8817,0
Si1_34,0.8817,0,0.69693
Si1_35,0.69693,0.1183,0
Si1_39,0,0.30307,0.1183
Si1_42,0,0.69693,0.8817
Si2_1,0.68385,0.31615,0.68385
Si2_4,0.31615,0.68385,0.31615
Si2_7,0.68385,0.68385,0.31615
Si2_10,0.31615,0.31615,0.68385
Si2_13,0.31615,0.68385,0.68385
Si2_16,0.68385,0.31615,0.31615
Si2_19,0.31615,0.31615,0.31615
Si2_22,0.68385,0.68385,0.68385
Si2_25,0.18385,0.18385,0.81615
Si2_28,0.81615,0.81615,0.18385
Si2_31,0.18385,0.81615,0.18385
Si2_34,0.81615,0.18385,0.81615
Si2_37,0.81615,0.18385,0.18385
Si2_40,0.18385,0.81615,0.81615
Si2_43,0.81615,0.81615,0.81615
Si2_46,0.18385,0.18385,0.18385
Si3_1,0,0.5,0.75
Si3_2,0.5,0.25,0
Si3_3,0.75,0,0.5
Si3_4,0,0.5,0.25
Si3_5,0.5,0.75,0
Si3_6,0.25,0,0.5
