Label,x_a,y_b,z_c
Ba1_1,0.5,0.5,0.5
Ba1_25,0,0,0
Ba2_1,0,0.5,0.75
Ba2_2,0.5,0.25,0
Ba2_3,0.75,0,0.5
Ba2_4,0,0.5,0.25
Ba2_5,0.5,0.75,0
Ba2_6,0.25,0,0.5
Au1_1,0.5,0,0.75
Au1_2,0,0.25,0.5
Au1_3,0.75,0.5,0
Au1_4,0.5,0,0.25
Au1_5,0,0.75,0.5
Au1_6,0.25,0.5,0
Ge2_1,0.6831,0.3169,0.6831
Ge2_4,0.3169,0.6831,0.3169
Ge2_7,0.6831,0.6831,0.3169
Ge2_10,0.3169,0.3169,0.6831
Ge2_13,0.3169,0.6831,0.6831
Ge2_16,0.6831,0.3169,0.3169
Ge2_19,0.3169,0.3169,0.3169
Ge2_22,0.6831,0.6831,0.6831
Ge2_25,0.1831,0.1831,0.8169
Ge2_28,0.8169,0.8169,0.1831
Ge2_31,0.1831,0.8169,0.1831
Ge2_34,0.8169,0.1831,0.8169
Ge2_37,0.8169,0.1831,0.1831
Ge2_40,0.1831,0.8169,0.8169
Ge2_43,0.8169,0.8169,0.8169
Ge2_46,0.1831,0.1831,0.1831
Ge3_1,0.804,0.382,0.5
Ge3_2,0.618,0.5,0.804
Ge3_3,0.5,0.196,0.618
Ge3_4,0.196,0.618,0.5
Ge3_5,0.382,0.5,0.196
Ge3_6,0.5,0.804,0.382
Ge3_7,0.804,0.618,0.5
Ge3_8,0.618,0.5,0.196
Ge3_10,0.196,0.382,0.5
Ge3_11,0.382,0.5,0.804
Ge3_15,0.5,0.804,0.618
Ge3_18,0.5,0.196,0.382
Ge3_25,0.304,0,0.882
Ge3_26,0.118,0.304,0
Ge3_27,0,0.118,0.696
Ge3_28,0.696,0,0.118
Ge3_29,0.882,0.696,0
Ge3_30,0,0.882,0.304
Ge3_31,0.304,0,0.118
Ge3_32,0.118,0.696,0
Ge3_34,0.696,0,0.882
Ge3_35,0.882,0.304,0
Ge3_39,0,0.118,0.304
Ge3_42,0,0.882,0.696
Ge4_1,0.821,0.378,0.5
Ge4_2,0.622,0.5,0.821
Ge4_3,0.5,0.179,0.622
Ge4_4,0.179,0.622,0.5
Ge4_5,0.378,0.5,0.179
Ge4_6,0.5,0.821,0.378
Ge4_7,0.821,0.622,0.5
Ge4_8,0.622,0.5,0.179
Ge4_10,0.179,0.378,0.5
Ge4_11,0.378,0.5,0.821
Ge4_15,0.5,0.821,0.622
Ge4_18,0.5,0.179,0.378
Ge4_25,0.321,0,0.878
Ge4_26,0.122,0.321,0
Ge4_27,0,0.122,0.679
Ge4_28,0.679,0,0.122
Ge4_29,0.878,0.679,0
Ge4_30,0,0.878,0.321
Ge4_31,0.321,0,0.122
Ge4_32,0.122,0.679,0
Ge4_34,0.679,0,0.878
Ge4_35,0.878,0.321,0
Ge4_39,0,0.122,0.321
Ge4_42,0,0.878,0.679
