Label,x_a,y_b,z_c
Na1_1,0.5,0.5,0.5
Na1_25,0,0,0
Cs2_1,0.5,0,0.75
Cs2_2,0,0.25,0.5
Cs2_3,0.75,0.5,0
Cs2_4,0.5,0,0.25
Cs2_5,0,0.75,0.5
Cs2_6,0.25,0.5,0
Ge1_1,0,0.5,0.75
Ge1_2,0.5,0.25,0
Ge1_3,0.75,0,0.5
Ge1_4,0,0.5,0.25
Ge1_5,0.5,0.75,0
Ge1_6,0.25,0,0.5
Ge2_1,0.68373,0.31627,0.68373
Ge2_4,0.31627,0.68373,0.31627
Ge2_7,0.68373,0.68373,0.31627
Ge2_10,0.31627,0.31627,0.68373
Ge2_13,0.31627,0.68373,0.68373
Ge2_16,0.68373,0.31627,0.31627
Ge2_19,0.31627,0.31627,0.31627
Ge2_22,0.68373,0.68373,0.68373
Ge2_25,0.18373,0.18373,0.81627
Ge2_28,0.81627,0.81627,0.18373
Ge2_31,0.18373,0.81627,0.18373
Ge2_34,0.81627,0.18373,0.81627
Ge2_37,0.81627,0.18373,0.18373
Ge2_40,0.18373,0.81627,0.81627
Ge2_43,0.81627,0.81627,0.81627
Ge2_46,0.18373,0.18373,0.18373
Ge3_1,0.61884,0.19383,0.5
Ge3_2,0.80617,0.5,0.61884
Ge3_3,0.5,0.38116,0.80617
Ge3_4,0.38116,0.80617,0.5
Ge3_5,0.19383,0.5,0.38116
Ge3_6,0.5,0.61884,0.19383
Ge3_7,0.61884,0.80617,0.5
Ge3_8,0.80617,0.5,0.38116
Ge3_10,0.38116,0.19383,0.5
Ge3_11,0.19383,0.5,0.61884
Ge3_15,0.5,0.61884,0.80617
Ge3_18,0.5,0.38116,0.19383
Ge3_25,0.11884,0,0.69383
Ge3_26,0.30617,0.11884,0
Ge3_27,0,0.30617,0.88116
Ge3_28,0.88116,0,0.30617
Ge3_29,0.69383,0.88116,0
Ge3_30,0,0.69383,0.11884
Ge3_31,0.11884,0,0.30617
Ge3_32,0.30617,0.88116,0
Ge3_34,0.88116,0,0.69383
Ge3_35,0.69383,0.11884,0
Ge3_39,0,0.30617,0.11884
Ge3_42,0,0.69383,0.88116
