Label,x_a,y_b,z_c
Si1_1,0,0.5,0.75
Si1_2,0.5,0.25,0
Si1_3,0.75,0,0.5
Si1_4,0,0.5,0.25
Si1_5,0.5,0.75,0
Si1_6,0.25,0,0.5
Si2_1,0.683,0.317,0.683
Si2_4,0.317,0.683,0.317
Si2_7,0.683,0.683,0.317
Si2_10,0.317,0.317,0.683
Si2_13,0.317,0.683,0.683
Si2_16,0.683,0.317,0.317
Si2_19,0.317,0.317,0.317
Si2_22,0.683,0.683,0.683
Si2_25,0.183,0.183,0.817
Si2_28,0.817,0.817,0.183
Si2_31,0.183,0.817,0.183
Si2_34,0.817,0.183,0.817
Si2_37,0.817,0.183,0.183
Si2_40,0.183,0.817,0.817
Si2_43,0.817,0.817,0.817
Si2_46,0.183,0.183,0.183
Si3_1,0.616,0.19,0.5
Si3_2,0.81,0.5,0.616
Si3_3,0.5,0.384,0.81
Si3_4,0.384,0.81,0.5
Si3_5,0.19,0.5,0.384
Si3_6,0.5,0.616,0.19
Si3_7,0.616,0.81,0.5
Si3_8,0.81,0.5,0.384
Si3_10,0.384,0.19,0.5
Si3_11,0.19,0.5,0.616
Si3_15,0.5,0.616,0.81
Si3_18,0.5,0.384,0.19
Si3_25,0.116,0,0.69
Si3_26,0.31,0.116,0
Si3_27,0,0.31,0.884
Si3_28,0.884,0,0.31
Si3_29,0.69,0.884,0
Si3_30,0,0.69,0.116
Si3_31,0.116,0,0.31
Si3_32,0.31,0.884,0
Si3_34,0.884,0,0.69
Si3_35,0.69,0.116,0
Si3_39,0,0.31,0.116
Si3_42,0,0.69,0.884
Na1_1,0.5,0.5,0.5
Na1_25,0,0,0
Na2_1,0.5,0,0.75
Na2_2,0,0.25,0.5
Na2_3,0.75,0.5,0
Na2_4,0.5,0,0.25
Na2_5,0,0.75,0.5
Na2_6,0.25,0.5,0
