Label,x_a,y_b,z_c
K1_1,0.5,0.5,0.5
K1_25,0,0,0
K2_1,0.5,0,0.75
K2_2,0,0.25,0.5
K2_3,0.75,0.5,0
K2_4,0.5,0,0.25
K2_5,0,0.75,0.5
K2_6,0.25,0.5,0
In1_1,0,0.5,0.75
In1_2,0.5,0.25,0
In1_3,0.75,0,0.5
In1_4,0,0.5,0.25
In1_5,0.5,0.75,0
In1_6,0.25,0,0.5
In2_1,0.6836,0.3164,0.6836
In2_4,0.3164,0.6836,0.3164
In2_7,0.6836,0.6836,0.3164
In2_10,0.3164,0.3164,0.6836
In2_13,0.3164,0.6836,0.6836
In2_16,0.6836,0.3164,0.3164
In2_19,0.3164,0.3164,0.3164
In2_22,0.6836,0.6836,0.6836
In2_25,0.1836,0.1836,0.8164
In2_28,0.8164,0.8164,0.1836
In2_31,0.1836,0.8164,0.1836
In2_34,0.8164,0.1836,0.8164
In2_37,0.8164,0.1836,0.1836
In2_40,0.1836,0.8164,0.8164
In2_43,0.8164,0.8164,0.8164
In2_46,0.1836,0.1836,0.1836
In3_1,0.6153,0.199,0.5
In3_2,0.801,0.5,0.6153
In3_3,0.5,0.3847,0.801
In3_4,0.3847,0.801,0.5
In3_5,0.199,0.5,0.3847
In3_6,0.5,0.6153,0.199
In3_7,0.6153,0.801,0.5
In3_8,0.801,0.5,0.3847
In3_10,0.3847,0.199,0.5
In3_11,0.199,0.5,0.6153
In3_15,0.5,0.6153,0.801
In3_18,0.5,0.3847,0.199
In3_25,0.1153,0,0.699
In3_26,0.301,0.1153,0
In3_27,0,0.301,0.8847
In3_28,0.8847,0,0.301
In3_29,0.699,0.8847,0
In3_30,0,0.699,0.1153
In3_31,0.1153,0,0.301
In3_32,0.301,0.8847,0
In3_34,0.8847,0,0.699
In3_35,0.699,0.1153,0
In3_39,0,0.301,0.1153
In3_42,0,0.699,0.8847
