Label,x_a,y_b,z_c
Rb1_1,0.5,0.5,0.5
Rb1_25,0,0,0
Rb2_1,0.5,0,0.75
Rb2_2,0,0.25,0.5
Rb2_3,0.75,0.5,0
Rb2_4,0.5,0,0.25
Rb2_5,0,0.75,0.5
Rb2_6,0.25,0.5,0
Sn1_1,0.61795,0.18806,0.5
Sn1_2,0.81194,0.5,0.61795
Sn1_3,0.5,0.38205,0.81194
Sn1_4,0.38205,0.81194,0.5
Sn1_5,0.18806,0.5,0.38205
Sn1_6,0.5,0.61795,0.18806
Sn1_7,0.61795,0.81194,0.5
Sn1_8,0.81194,0.5,0.38205
Sn1_10,0.38205,0.18806,0.5
Sn1_11,0.18806,0.5,0.61795
Sn1_15,0.5,0.61795,0.81194
Sn1_18,0.5,0.38205,0.18806
Sn1_25,0.11795,0,0.68806
Sn1_26,0.31194,0.11795,0
Sn1_27,0,0.31194,0.88205
Sn1_28,0.88205,0,0.31194
Sn1_29,0.68806,0.88205,0
Sn1_30,0,0.68806,0.11795
Sn1_31,0.11795,0,0.31194
Sn1_32,0.31194,0.88205,0
Sn1_34,0.88205,0,0.68806
Sn1_35,0.68806,0.11795,0
Sn1_39,0,0.31194,0.11795
Sn1_42,0,0.68806,0.88205
Sn2_1,0.68337,0.31663,0.68337
Sn2_4,0.31663,0.68337,0.31663
Sn2_7,0.68337,0.68337,0.31663
Sn2_10,0.31663,0.31663,0.68337
Sn2_13,0.31663,0.68337,0.68337
Sn2_16,0.68337,0.31663,0.31663
Sn2_19,0.31663,0.31663,0.31663
Sn2_22,0.68337,0.68337,0.68337
Sn2_25,0.18337,0.18337,0.81663
Sn2_28,0.81663,0.81663,0.18337
Sn2_31,0.18337,0.81663,0.18337
Sn2_34,0.81663,0.18337,0.81663
Sn2_37,0.81663,0.18337,0.18337
Sn2_40,0.18337,0.81663,0.81663
Sn2_43,0.81663,0.81663,0.81663
Sn2_46,0.18337,0.18337,0.18337
Sn3_1,0,0.5,0.75
Sn3_2,0.5,0.25,0
Sn3_3,0.75,0,0.5
Sn3_4,0,0.5,0.25
Sn3_5,0.5,0.75,0
Sn3_6,0.25,0,0.5
