Label,x_a,y_b,z_c
Ba1_1,0.5,0.5,0.5
Ba1_25,0,0,0
Ba2_1,0,0.5,0.75
Ba2_2,0.5,0.25,0
Ba2_3,0.75,0,0.5
Ba2_4,0,0.5,0.25
Ba2_5,0.5,0.75,0
Ba2_6,0.25,0,0.5
Pd1_1,0.5,0,0.75
Pd1_2,0,0.25,0.5
Pd1_3,0.75,0.5,0
Pd1_4,0.5,0,0.25
Pd1_5,0,0.75,0.5
Pd1_6,0.25,0.5,0
Ge2_1,0.6833,0.3167,0.6833
Ge2_4,0.3167,0.6833,0.3167
Ge2_7,0.6833,0.6833,0.3167
Ge2_10,0.3167,0.3167,0.6833
Ge2_13,0.3167,0.6833,0.6833
Ge2_16,0.6833,0.3167,0.3167
Ge2_19,0.3167,0.3167,0.3167
Ge2_22,0.6833,0.6833,0.6833
Ge2_25,0.1833,0.1833,0.8167
Ge2_28,0.8167,0.8167,0.1833
Ge2_31,0.1833,0.8167,0.1833
Ge2_34,0.8167,0.1833,0.8167
Ge2_37,0.8167,0.1833,0.1833
Ge2_40,0.1833,0.8167,0.8167
Ge2_43,0.8167,0.8167,0.8167
Ge2_46,0.1833,0.1833,0.1833
Ge3_1,0.8112,0.3816,0.5
Ge3_2,0.6184,0.5,0.8112
Ge3_3,0.5,0.1888,0.6184
Ge3_4,0.1888,0.6184,0.5
Ge3_5,0.3816,0.5,0.1888
Ge3_6,0.5,0.8112,0.3816
Ge3_7,0.8112,0.6184,0.5
Ge3_8,0.6184,0.5,0.1888
Ge3_10,0.1888,0.3816,0.5
Ge3_11,0.3816,0.5,0.8112
Ge3_15,0.5,0.8112,0.6184
Ge3_18,0.5,0.1888,0.3816
Ge3_25,0.3112,0,0.8816
Ge3_26,0.1184,0.3112,0
Ge3_27,0,0.1184,0.6888
Ge3_28,0.6888,0,0.1184
Ge3_29,0.8816,0.6888,0
Ge3_30,0,0.8816,0.3112
Ge3_31,0.3112,0,0.1184
Ge3_32,0.1184,0.6888,0
Ge3_34,0.6888,0,0.8816
Ge3_35,0.8816,0.3112,0
Ge3_39,0,0.1184,0.3112
Ge3_42,0,0.8816,0.6888
