_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_length_a_error,_cell_length_b_error,_cell_length_c_error,_cell_angle_alpha_error,_cell_angle_beta_error,_cell_angle_gamma_error
10.5375,10.5375,10.5375,90,90,90,2e-04,2e-04,2e-04,,,
