Label,x_a,y_b,z_c
I1_1_-1_-1_-1,-0.5,-0.5,-0.5
I1_25_-1_-1_-1,-1,-1,-1
I2_1_-1_-1_-1,-1,-0.5,-0.25
I2_2_-1_-1_-1,-0.5,-0.75,-1
I2_3_-1_-1_-1,-0.25,-1,-0.5
I2_4_-1_-1_-1,-1,-0.5,-0.75
I2_5_-1_-1_-1,-0.5,-0.25,-1
I2_6_-1_-1_-1,-0.75,-1,-0.5
Sn1_1_-1_-1_-1,-0.19221,-0.61943,-0.5
Sn1_2_-1_-1_-1,-0.38057,-0.5,-0.19221
Sn1_3_-1_-1_-1,-0.5,-0.80779,-0.38057
Sn1_4_-1_-1_-1,-0.80779,-0.38057,-0.5
Sn1_5_-1_-1_-1,-0.61943,-0.5,-0.80779
Sn1_6_-1_-1_-1,-0.5,-0.19221,-0.61943
Sn1_7_-1_-1_-1,-0.19221,-0.38057,-0.5
Sn1_8_-1_-1_-1,-0.38057,-0.5,-0.80779
Sn1_10_-1_-1_-1,-0.80779,-0.61943,-0.5
Sn1_11_-1_-1_-1,-0.61943,-0.5,-0.19221
Sn1_15_-1_-1_-1,-0.5,-0.19221,-0.38057
Sn1_18_-1_-1_-1,-0.5,-0.80779,-0.61943
Sn1_25_-1_-1_-1,-0.69221,-1,-0.11943
Sn1_26_-1_-1_-1,-0.88057,-0.69221,-1
Sn1_27_-1_-1_-1,-1,-0.88057,-0.30779
Sn1_28_-1_-1_-1,-0.30779,-1,-0.88057
Sn1_29_-1_-1_-1,-0.11943,-0.30779,-1
Sn1_30_-1_-1_-1,-1,-0.11943,-0.69221
Sn1_31_-1_-1_-1,-0.69221,-1,-0.88057
Sn1_32_-1_-1_-1,-0.88057,-0.30779,-1
Sn1_34_-1_-1_-1,-0.30779,-1,-0.11943
Sn1_35_-1_-1_-1,-0.11943,-0.69221,-1
Sn1_39_-1_-1_-1,-1,-0.88057,-0.69221
Sn1_42_-1_-1_-1,-1,-0.11943,-0.30779
Ge2_1_-1_-1_-1,-0.31455,-0.68545,-0.31455
Ge2_4_-1_-1_-1,-0.68545,-0.31455,-0.68545
Ge2_7_-1_-1_-1,-0.31455,-0.31455,-0.68545
Ge2_10_-1_-1_-1,-0.68545,-0.68545,-0.31455
Ge2_13_-1_-1_-1,-0.68545,-0.31455,-0.31455
Ge2_16_-1_-1_-1,-0.31455,-0.68545,-0.68545
Ge2_19_-1_-1_-1,-0.68545,-0.68545,-0.68545
Ge2_22_-1_-1_-1,-0.31455,-0.31455,-0.31455
Ge2_25_-1_-1_-1,-0.81455,-0.81455,-0.18545
Ge2_28_-1_-1_-1,-0.18545,-0.18545,-0.81455
Ge2_31_-1_-1_-1,-0.81455,-0.18545,-0.81455
Ge2_34_-1_-1_-1,-0.18545,-0.81455,-0.18545
Ge2_37_-1_-1_-1,-0.18545,-0.81455,-0.81455
Ge2_40_-1_-1_-1,-0.81455,-0.18545,-0.18545
Ge2_43_-1_-1_-1,-0.18545,-0.18545,-0.18545
Ge2_46_-1_-1_-1,-0.81455,-0.81455,-0.81455
Ge3_1_-1_-1_-1,-1,-0.75,-0.5
Ge3_2_-1_-1_-1,-0.25,-0.5,-1
Ge3_3_-1_-1_-1,-0.5,-1,-0.25
