Label,x_a,y_b,z_c
Te1_1_-1_-1_-1,-1,-0.25,-0.5
Te1_2_-1_-1_-1,-0.75,-0.5,-1
Te1_3_-1_-1_-1,-0.5,-1,-0.75
Te1_4_-1_-1_-1,-1,-0.75,-0.5
Te1_5_-1_-1_-1,-0.25,-0.5,-1
Te1_6_-1_-1_-1,-0.5,-1,-0.25
Te2_1_-1_-1_-1,-0.5,-0.5,-0.5
Te2_25_-1_-1_-1,-1,-1,-1
P1_1_-1_-1_-1,-0.68411,-0.31589,-0.68411
P1_4_-1_-1_-1,-0.31589,-0.68411,-0.31589
P1_7_-1_-1_-1,-0.68411,-0.68411,-0.31589
P1_10_-1_-1_-1,-0.31589,-0.31589,-0.68411
P1_13_-1_-1_-1,-0.31589,-0.68411,-0.68411
P1_16_-1_-1_-1,-0.68411,-0.31589,-0.31589
P1_19_-1_-1_-1,-0.31589,-0.31589,-0.31589
P1_22_-1_-1_-1,-0.68411,-0.68411,-0.68411
P1_25_-1_-1_-1,-0.18411,-0.18411,-0.81589
P1_28_-1_-1_-1,-0.81589,-0.81589,-0.18411
P1_31_-1_-1_-1,-0.18411,-0.81589,-0.18411
P1_34_-1_-1_-1,-0.81589,-0.18411,-0.81589
P1_37_-1_-1_-1,-0.81589,-0.18411,-0.18411
P1_40_-1_-1_-1,-0.18411,-0.81589,-0.81589
P1_43_-1_-1_-1,-0.81589,-0.81589,-0.81589
P1_46_-1_-1_-1,-0.18411,-0.18411,-0.18411
Si1_1_-1_-1_-1,-0.5,-0.38264,-0.80866
Si1_2_-1_-1_-1,-0.61736,-0.19134,-0.5
Si1_3_-1_-1_-1,-0.80866,-0.5,-0.61736
Si1_4_-1_-1_-1,-0.5,-0.61736,-0.19134
Si1_5_-1_-1_-1,-0.38264,-0.80866,-0.5
Si1_6_-1_-1_-1,-0.19134,-0.5,-0.38264
Si1_8_-1_-1_-1,-0.61736,-0.80866,-0.5
Si1_9_-1_-1_-1,-0.80866,-0.5,-0.38264
Si1_11_-1_-1_-1,-0.38264,-0.19134,-0.5
Si1_12_-1_-1_-1,-0.19134,-0.5,-0.61736
Si1_13_-1_-1_-1,-0.5,-0.61736,-0.80866
Si1_16_-1_-1_-1,-0.5,-0.38264,-0.19134
Si1_25_-1_-1_-1,-1,-0.30866,-0.88264
Si1_26_-1_-1_-1,-0.11736,-1,-0.69134
