Label,x_a,y_b,z_c
Rb1_1_-1_-1_-1,-0.5,-0.5,-0.5
Rb1_25_-1_-1_-1,-1,-1,-1
Rb2_1_-1_-1_-1,-0.5,-1,-0.25
Rb2_2_-1_-1_-1,-1,-0.75,-0.5
Rb2_3_-1_-1_-1,-0.25,-0.5,-1
Rb2_4_-1_-1_-1,-0.5,-1,-0.75
Rb2_5_-1_-1_-1,-1,-0.25,-0.5
Rb2_6_-1_-1_-1,-0.75,-0.5,-1
Sn1_1_-1_-1_-1,-0.38205,-0.81194,-0.5
Sn1_2_-1_-1_-1,-0.18806,-0.5,-0.38205
Sn1_3_-1_-1_-1,-0.5,-0.61795,-0.18806
Sn1_4_-1_-1_-1,-0.61795,-0.18806,-0.5
Sn1_5_-1_-1_-1,-0.81194,-0.5,-0.61795
Sn1_6_-1_-1_-1,-0.5,-0.38205,-0.81194
Sn1_7_-1_-1_-1,-0.38205,-0.18806,-0.5
Sn1_8_-1_-1_-1,-0.18806,-0.5,-0.61795
Sn1_10_-1_-1_-1,-0.61795,-0.81194,-0.5
Sn1_11_-1_-1_-1,-0.81194,-0.5,-0.38205
Sn1_15_-1_-1_-1,-0.5,-0.38205,-0.18806
Sn1_18_-1_-1_-1,-0.5,-0.61795,-0.81194
Sn1_25_-1_-1_-1,-0.88205,-1,-0.31194
Sn1_26_-1_-1_-1,-0.68806,-0.88205,-1
Sn1_27_-1_-1_-1,-1,-0.68806,-0.11795
Sn1_28_-1_-1_-1,-0.11795,-1,-0.68806
Sn1_29_-1_-1_-1,-0.31194,-0.11795,-1
Sn1_30_-1_-1_-1,-1,-0.31194,-0.88205
Sn1_31_-1_-1_-1,-0.88205,-1,-0.68806
Sn1_32_-1_-1_-1,-0.68806,-0.11795,-1
Sn1_34_-1_-1_-1,-0.11795,-1,-0.31194
Sn1_35_-1_-1_-1,-0.31194,-0.88205,-1
Sn1_39_-1_-1_-1,-1,-0.68806,-0.88205
Sn1_42_-1_-1_-1,-1,-0.31194,-0.11795
Sn2_1_-1_-1_-1,-0.31663,-0.68337,-0.31663
Sn2_4_-1_-1_-1,-0.68337,-0.31663,-0.68337
Sn2_7_-1_-1_-1,-0.31663,-0.31663,-0.68337
Sn2_10_-1_-1_-1,-0.68337,-0.68337,-0.31663
Sn2_13_-1_-1_-1,-0.68337,-0.31663,-0.31663
Sn2_16_-1_-1_-1,-0.31663,-0.68337,-0.68337
Sn2_19_-1_-1_-1,-0.68337,-0.68337,-0.68337
Sn2_22_-1_-1_-1,-0.31663,-0.31663,-0.31663
Sn2_25_-1_-1_-1,-0.81663,-0.81663,-0.18337
Sn2_28_-1_-1_-1,-0.18337,-0.18337,-0.81663
Sn2_31_-1_-1_-1,-0.81663,-0.18337,-0.81663
Sn2_34_-1_-1_-1,-0.18337,-0.81663,-0.18337
Sn2_37_-1_-1_-1,-0.18337,-0.81663,-0.81663
Sn2_40_-1_-1_-1,-0.81663,-0.18337,-0.18337
Sn2_43_-1_-1_-1,-0.18337,-0.18337,-0.18337
Sn2_46_-1_-1_-1,-0.81663,-0.81663,-0.81663
Sn3_1_-1_-1_-1,-1,-0.5,-0.25
Sn3_2_-1_-1_-1,-0.5,-0.75,-1
Sn3_3_-1_-1_-1,-0.25,-1,-0.5
Sn3_4_-1_-1_-1,-1,-0.5,-0.75
Sn3_5_-1_-1_-1,-0.5,-0.25,-1
Sn3_6_-1_-1_-1,-0.75,-1,-0.5
Rb1_1_0_-1_-1,0.5,-0.5,-0.5
Rb1_25_0_-1_-1,0,-1,-1
Rb2_1_0_-1_-1,0.5,-1,-0.25
Rb2_2_0_-1_-1,0,-0.75,-0.5
Rb2_3_0_-1_-1,0.75,-0.5,-1
Rb2_4_0_-1_-1,0.5,-1,-0.75
Rb2_5_0_-1_-1,0,-0.25,-0.5
Rb2_6_0_-1_-1,0.25,-0.5,-1
Sn1_1_0_-1_-1,0.61795,-0.81194,-0.5
Sn1_2_0_-1_-1,0.81194,-0.5,-0.38205
Sn1_3_0_-1_-1,0.5,-0.61795,-0.18806
Sn1_4_0_-1_-1,0.38205,-0.18806,-0.5
Sn1_5_0_-1_-1,0.18806,-0.5,-0.61795
Sn1_6_0_-1_-1,0.5,-0.38205,-0.81194
Sn1_7_0_-1_-1,0.61795,-0.18806,-0.5
Sn1_8_0_-1_-1,0.81194,-0.5,-0.61795
Sn1_10_0_-1_-1,0.38205,-0.81194,-0.5
Sn1_11_0_-1_-1,0.18806,-0.5,-0.38205
Sn1_15_0_-1_-1,0.5,-0.38205,-0.18806
Sn1_18_0_-1_-1,0.5,-0.61795,-0.81194
Sn1_25_0_-1_-1,0.11795,-1,-0.31194
Sn1_26_0_-1_-1,0.31194,-0.88205,-1
Sn1_27_0_-1_-1,0,-0.68806,-0.11795
Sn1_28_0_-1_-1,0.88205,-1,-0.68806
Sn1_29_0_-1_-1,0.68806,-0.11795,-1
Sn1_30_0_-1_-1,0,-0.31194,-0.88205
Sn1_31_0_-1_-1,0.11795,-1,-0.68806
Sn1_32_0_-1_-1,0.31194,-0.11795,-1
Sn1_34_0_-1_-1,0.88205,-1,-0.31194
Sn1_35_0_-1_-1,0.68806,-0.88205,-1
Sn1_39_0_-1_-1,0,-0.68806,-0.88205
Sn1_42_0_-1_-1,0,-0.31194,-0.11795
Sn2_1_0_-1_-1,0.68337,-0.68337,-0.31663
Sn2_4_0_-1_-1,0.31663,-0.31663,-0.68337
Sn2_7_0_-1_-1,0.68337,-0.31663,-0.68337
Sn2_10_0_-1_-1,0.31663,-0.68337,-0.31663
Sn2_13_0_-1_-1,0.31663,-0.31663,-0.31663
Sn2_16_0_-1_-1,0.68337,-0.68337,-0.68337
Sn2_19_0_-1_-1,0.31663,-0.68337,-0.68337
Sn2_22_0_-1_-1,0.68337,-0.31663,-0.31663
Sn2_25_0_-1_-1,0.18337,-0.81663,-0.18337
Sn2_28_0_-1_-1,0.81663,-0.18337,-0.81663
