Label,x_a,y_b,z_c
Br1_1_-1_-1_-1,-0.5,-0.5,-0.5
Br1_25_-1_-1_-1,-1,-1,-1
Br2_1_-1_-1_-1,-0.25,-0.5,-1
Br2_2_-1_-1_-1,-0.5,-1,-0.25
Br2_3_-1_-1_-1,-1,-0.75,-0.5
Br2_4_-1_-1_-1,-0.75,-0.5,-1
Br2_5_-1_-1_-1,-0.5,-1,-0.75
Br2_6_-1_-1_-1,-1,-0.25,-0.5
Sn1_1_-1_-1_-1,-0.5,-0.6145,-0.1914
Sn1_2_-1_-1_-1,-0.3855,-0.8086,-0.5
Sn1_3_-1_-1_-1,-0.1914,-0.5,-0.3855
Sn1_4_-1_-1_-1,-0.5,-0.3855,-0.8086
Sn1_5_-1_-1_-1,-0.6145,-0.1914,-0.5
Sn1_6_-1_-1_-1,-0.8086,-0.5,-0.6145
Sn1_8_-1_-1_-1,-0.3855,-0.1914,-0.5
Sn1_9_-1_-1_-1,-0.1914,-0.5,-0.6145
Sn1_11_-1_-1_-1,-0.6145,-0.8086,-0.5
Sn1_12_-1_-1_-1,-0.8086,-0.5,-0.3855
Sn1_13_-1_-1_-1,-0.5,-0.3855,-0.1914
Sn1_16_-1_-1_-1,-0.5,-0.6145,-0.8086
Sn1_25_-1_-1_-1,-1,-0.6914,-0.1145
Sn1_26_-1_-1_-1,-0.8855,-1,-0.3086
Sn1_27_-1_-1_-1,-0.6914,-0.8855,-1
Sn1_28_-1_-1_-1,-1,-0.3086,-0.8855
Sn1_29_-1_-1_-1,-0.1145,-1,-0.6914
Sn1_30_-1_-1_-1,-0.3086,-0.1145,-1
Sn1_32_-1_-1_-1,-0.8855,-1,-0.6914
Sn1_33_-1_-1_-1,-0.6914,-0.1145,-1
Sn1_35_-1_-1_-1,-0.1145,-1,-0.3086
Sn1_36_-1_-1_-1,-0.3086,-0.8855,-1
Sn1_37_-1_-1_-1,-1,-0.6914,-0.8855
Sn1_40_-1_-1_-1,-1,-0.3086,-0.1145
Sn2_1_-1_-1_-1,-0.5,-0.6517,-0.1536
Sn2_2_-1_-1_-1,-0.3483,-0.8464,-0.5
Sn2_3_-1_-1_-1,-0.1536,-0.5,-0.3483
Sn2_4_-1_-1_-1,-0.5,-0.3483,-0.8464
Sn2_5_-1_-1_-1,-0.6517,-0.1536,-0.5
Sn2_6_-1_-1_-1,-0.8464,-0.5,-0.6517
Sn2_8_-1_-1_-1,-0.3483,-0.1536,-0.5
