Label,x_a,y_b,z_c
Te1_1_-1_-1_-1,-1,-1,-1
Te2_1_-1_-1_-1,-0.5,-0.5,-0.5
Te3_1_-1_-1_-1,-1,-0.736102,-0.5
Te3_3_-1_-1_-1,-1,-0.263898,-0.5
Te3_5_-1_-1_-1,-0.5,-1,-0.736102
Te3_7_-1_-1_-1,-0.5,-1,-0.263898
Te3_9_-1_-1_-1,-0.736102,-0.5,-1
Te3_11_-1_-1_-1,-0.263898,-0.5,-1
Si1_1_-1_-1_-1,-0.5,-0.75438,-1
Si1_3_-1_-1_-1,-0.5,-0.24562,-1
Si1_5_-1_-1_-1,-1,-0.5,-0.75438
Si1_7_-1_-1_-1,-1,-0.5,-0.24562
Si1_9_-1_-1_-1,-0.75438,-1,-0.5
Si1_11_-1_-1_-1,-0.24562,-1,-0.5
Si2_1_-1_-1_-1,-0.18434,-0.81566,-0.81566
Si2_2_-1_-1_-1,-0.81566,-0.81566,-0.18434
Si2_3_-1_-1_-1,-0.81566,-0.18434,-0.81566
Si2_4_-1_-1_-1,-0.18434,-0.18434,-0.18434
Si2_13_-1_-1_-1,-0.81566,-0.18434,-0.18434
Si2_14_-1_-1_-1,-0.18434,-0.18434,-0.81566
Si2_15_-1_-1_-1,-0.18434,-0.81566,-0.18434
Si2_16_-1_-1_-1,-0.81566,-0.81566,-0.81566
P2_1_-1_-1_-1,-0.31739,-0.68261,-0.68261
P2_2_-1_-1_-1,-0.68261,-0.68261,-0.31739
P2_3_-1_-1_-1,-0.68261,-0.31739,-0.68261
P2_4_-1_-1_-1,-0.31739,-0.31739,-0.31739
P2_13_-1_-1_-1,-0.68261,-0.31739,-0.31739
P2_14_-1_-1_-1,-0.31739,-0.31739,-0.68261
P2_15_-1_-1_-1,-0.31739,-0.68261,-0.31739
P2_16_-1_-1_-1,-0.68261,-0.68261,-0.68261
Si3_1_-1_-1_-1,-0.11685,-1,-0.6917
Si3_2_-1_-1_-1,-0.88315,-1,-0.3083
Si3_3_-1_-1_-1,-0.88315,-1,-0.6917
Si3_4_-1_-1_-1,-0.11685,-1,-0.3083
Si3_5_-1_-1_-1,-0.6917,-0.11685,-1
Si3_6_-1_-1_-1,-0.3083,-0.88315,-1
Si3_7_-1_-1_-1,-0.6917,-0.88315,-1
Si3_8_-1_-1_-1,-0.3083,-0.11685,-1
Si3_9_-1_-1_-1,-1,-0.6917,-0.11685
Si3_10_-1_-1_-1,-1,-0.3083,-0.88315
Si3_11_-1_-1_-1,-1,-0.6917,-0.88315
Si3_12_-1_-1_-1,-1,-0.3083,-0.11685
Si4_1_-1_-1_-1,-0.18991,-0.5,-0.61711
Si4_2_-1_-1_-1,-0.81009,-0.5,-0.38289
Si4_3_-1_-1_-1,-0.81009,-0.5,-0.61711
Si4_4_-1_-1_-1,-0.18991,-0.5,-0.38289
Si4_5_-1_-1_-1,-0.61711,-0.18991,-0.5
Si4_6_-1_-1_-1,-0.38289,-0.81009,-0.5
Si4_7_-1_-1_-1,-0.61711,-0.81009,-0.5
Si4_8_-1_-1_-1,-0.38289,-0.18991,-0.5
Si4_9_-1_-1_-1,-0.5,-0.61711,-0.18991
Si4_10_-1_-1_-1,-0.5,-0.38289,-0.81009
Si4_11_-1_-1_-1,-0.5,-0.61711,-0.81009
Si4_12_-1_-1_-1,-0.5,-0.38289,-0.18991
Te1_1_0_-1_-1,0,-1,-1
Te2_1_0_-1_-1,0.5,-0.5,-0.5
Te3_1_0_-1_-1,0,-0.736102,-0.5
Te3_3_0_-1_-1,0,-0.263898,-0.5
Te3_5_0_-1_-1,0.5,-1,-0.736102
Te3_7_0_-1_-1,0.5,-1,-0.263898
Te3_9_0_-1_-1,0.263898,-0.5,-1
Te3_11_0_-1_-1,0.736102,-0.5,-1
Si1_1_0_-1_-1,0.5,-0.75438,-1
Si1_3_0_-1_-1,0.5,-0.24562,-1
Si1_5_0_-1_-1,0,-0.5,-0.75438
Si1_7_0_-1_-1,0,-0.5,-0.24562
Si1_9_0_-1_-1,0.24562,-1,-0.5
