Label,x_a,y_b,z_c
Rb1_1_-1_-1_-1,-0.5,-0.5,-0.5
Rb1_25_-1_-1_-1,-1,-1,-1
Rb2_1_-1_-1_-1,-0.5,-1,-0.25
Rb2_2_-1_-1_-1,-1,-0.75,-0.5
Rb2_3_-1_-1_-1,-0.25,-0.5,-1
Rb2_4_-1_-1_-1,-0.5,-1,-0.75
Rb2_5_-1_-1_-1,-1,-0.25,-0.5
Rb2_6_-1_-1_-1,-0.75,-0.5,-1
Si1_1_-1_-1_-1,-1,-0.5,-0.25
Si1_2_-1_-1_-1,-0.5,-0.75,-1
Si1_3_-1_-1_-1,-0.25,-1,-0.5
Si1_4_-1_-1_-1,-1,-0.5,-0.75
Si1_5_-1_-1_-1,-0.5,-0.25,-1
Si1_6_-1_-1_-1,-0.75,-1,-0.5
Si2_1_-1_-1_-1,-0.30883,-0.69117,-0.3089
Si2_2_-1_-1_-1,-0.30883,-0.6911,-0.30883
Si2_3_-1_-1_-1,-0.3089,-0.69117,-0.30883
Si2_4_-1_-1_-1,-0.69117,-0.30883,-0.6911
Si2_5_-1_-1_-1,-0.69117,-0.3089,-0.69117
Si2_6_-1_-1_-1,-0.6911,-0.30883,-0.69117
Si2_7_-1_-1_-1,-0.30883,-0.30883,-0.6911
Si2_8_-1_-1_-1,-0.30883,-0.3089,-0.69117
Si2_9_-1_-1_-1,-0.3089,-0.30883,-0.69117
Si2_10_-1_-1_-1,-0.69117,-0.69117,-0.3089
Si2_11_-1_-1_-1,-0.69117,-0.6911,-0.30883
Si2_12_-1_-1_-1,-0.6911,-0.69117,-0.30883
Si2_13_-1_-1_-1,-0.69117,-0.30883,-0.3089
Si2_14_-1_-1_-1,-0.69117,-0.3089,-0.30883
Si2_15_-1_-1_-1,-0.6911,-0.30883,-0.30883
Si2_16_-1_-1_-1,-0.30883,-0.69117,-0.6911
Si2_17_-1_-1_-1,-0.30883,-0.6911,-0.69117
Si2_18_-1_-1_-1,-0.3089,-0.69117,-0.69117
Si2_19_-1_-1_-1,-0.69117,-0.69117,-0.6911
Si2_20_-1_-1_-1,-0.69117,-0.6911,-0.69117
Si2_21_-1_-1_-1,-0.6911,-0.69117,-0.69117
Si2_22_-1_-1_-1,-0.30883,-0.30883,-0.3089
Si2_23_-1_-1_-1,-0.30883,-0.3089,-0.30883
Si2_24_-1_-1_-1,-0.3089,-0.30883,-0.30883
Si2_25_-1_-1_-1,-0.80883,-0.8089,-0.19117
Si2_26_-1_-1_-1,-0.80883,-0.80883,-0.1911
Si2_27_-1_-1_-1,-0.8089,-0.80883,-0.19117
Si2_28_-1_-1_-1,-0.19117,-0.1911,-0.80883
Si2_29_-1_-1_-1,-0.19117,-0.19117,-0.8089
Si2_30_-1_-1_-1,-0.1911,-0.19117,-0.80883
Si2_31_-1_-1_-1,-0.80883,-0.1911,-0.80883
Si2_32_-1_-1_-1,-0.80883,-0.19117,-0.8089
Si2_33_-1_-1_-1,-0.8089,-0.19117,-0.80883
Si2_34_-1_-1_-1,-0.19117,-0.8089,-0.19117
Si2_35_-1_-1_-1,-0.19117,-0.80883,-0.1911
Si2_36_-1_-1_-1,-0.1911,-0.80883,-0.19117
Si2_37_-1_-1_-1,-0.19117,-0.8089,-0.80883
Si2_38_-1_-1_-1,-0.19117,-0.80883,-0.8089
Si2_39_-1_-1_-1,-0.1911,-0.80883,-0.80883
Si2_40_-1_-1_-1,-0.80883,-0.1911,-0.19117
Si2_41_-1_-1_-1,-0.80883,-0.19117,-0.1911
Si2_42_-1_-1_-1,-0.8089,-0.19117,-0.19117
Si2_43_-1_-1_-1,-0.19117,-0.1911,-0.19117
Si2_44_-1_-1_-1,-0.19117,-0.19117,-0.1911
Si2_45_-1_-1_-1,-0.1911,-0.19117,-0.19117
Si2_46_-1_-1_-1,-0.80883,-0.8089,-0.80883
Si2_47_-1_-1_-1,-0.80883,-0.80883,-0.8089
Si2_48_-1_-1_-1,-0.8089,-0.80883,-0.80883
Si3_1_-1_-1_-1,-0.3758,-0.7972,-0.5
Si3_2_-1_-1_-1,-0.2028,-0.5,-0.3758
Si3_3_-1_-1_-1,-0.5,-0.6242,-0.2028
Si3_4_-1_-1_-1,-0.6242,-0.2028,-0.5
Si3_5_-1_-1_-1,-0.7972,-0.5,-0.6242
Si3_6_-1_-1_-1,-0.5,-0.3758,-0.7972
Si3_7_-1_-1_-1,-0.3758,-0.2028,-0.5
Si3_8_-1_-1_-1,-0.2028,-0.5,-0.6242
Si3_10_-1_-1_-1,-0.6242,-0.7972,-0.5
Si3_11_-1_-1_-1,-0.7972,-0.5,-0.3758
Si3_15_-1_-1_-1,-0.5,-0.3758,-0.2028
Si3_18_-1_-1_-1,-0.5,-0.6242,-0.7972
Si3_25_-1_-1_-1,-0.8758,-1,-0.2972
Si3_26_-1_-1_-1,-0.7028,-0.8758,-1
Si3_27_-1_-1_-1,-1,-0.7028,-0.1242
Si3_28_-1_-1_-1,-0.1242,-1,-0.7028
Si3_29_-1_-1_-1,-0.2972,-0.1242,-1
Si3_30_-1_-1_-1,-1,-0.2972,-0.8758
Si3_31_-1_-1_-1,-0.8758,-1,-0.7028
Si3_32_-1_-1_-1,-0.7028,-0.1242,-1
Si3_34_-1_-1_-1,-0.1242,-1,-0.2972
Si3_35_-1_-1_-1,-0.2972,-0.8758,-1
Si3_39_-1_-1_-1,-1,-0.7028,-0.8758
Si3_42_-1_-1_-1,-1,-0.2972,-0.1242
Rb1_1_0_-1_-1,0.5,-0.5,-0.5
Rb1_25_0_-1_-1,0,-1,-1
Rb2_1_0_-1_-1,0.5,-1,-0.25
Rb2_2_0_-1_-1,0,-0.75,-0.5
Rb2_3_0_-1_-1,0.75,-0.5,-1
Rb2_4_0_-1_-1,0.5,-1,-0.75
Rb2_5_0_-1_-1,0,-0.25,-0.5
Rb2_6_0_-1_-1,0.25,-0.5,-1
Si1_1_0_-1_-1,0,-0.5,-0.25
