Label,x_a,y_b,z_c
Sr1_1_-1_-1_-1,-0.5,-0.5,-0.5
Sr1_25_-1_-1_-1,-1,-1,-1
Sr2_1_-1_-1_-1,-0.968,-0.747,-0.5
Sr2_2_-1_-1_-1,-0.253,-0.5,-0.968
Sr2_3_-1_-1_-1,-0.5,-0.032,-0.253
Sr2_4_-1_-1_-1,-0.032,-0.253,-0.5
Sr2_5_-1_-1_-1,-0.747,-0.5,-0.032
Sr2_6_-1_-1_-1,-0.5,-0.968,-0.747
Sr2_7_-1_-1_-1,-0.968,-0.253,-0.5
Sr2_8_-1_-1_-1,-0.253,-0.5,-0.032
Sr2_10_-1_-1_-1,-0.032,-0.747,-0.5
Sr2_11_-1_-1_-1,-0.747,-0.5,-0.968
Sr2_15_-1_-1_-1,-0.5,-0.968,-0.253
Sr2_18_-1_-1_-1,-0.5,-0.032,-0.747
Sr2_25_-1_-1_-1,-0.468,-1,-0.247
Sr2_26_-1_-1_-1,-0.753,-0.468,-1
Sr2_27_-1_-1_-1,-1,-0.753,-0.532
Sr2_28_-1_-1_-1,-0.532,-1,-0.753
Sr2_29_-1_-1_-1,-0.247,-0.532,-1
Sr2_30_-1_-1_-1,-1,-0.247,-0.468
Sr2_31_-1_-1_-1,-0.468,-1,-0.753
Sr2_32_-1_-1_-1,-0.753,-0.532,-1
Sr2_34_-1_-1_-1,-0.532,-1,-0.247
Sr2_35_-1_-1_-1,-0.247,-0.468,-1
Sr2_39_-1_-1_-1,-1,-0.753,-0.468
Sr2_42_-1_-1_-1,-1,-0.247,-0.532
Ga1_1_-1_-1_-1,-1,-0.5,-0.25
Ga1_2_-1_-1_-1,-0.5,-0.75,-1
Ga1_3_-1_-1_-1,-0.25,-1,-0.5
Ga1_4_-1_-1_-1,-1,-0.5,-0.75
Ga1_5_-1_-1_-1,-0.5,-0.25,-1
Ga1_6_-1_-1_-1,-0.75,-1,-0.5
Ga2_1_-1_-1_-1,-0.3158,-0.6842,-0.3158
Ga2_4_-1_-1_-1,-0.6842,-0.3158,-0.6842
Ga2_7_-1_-1_-1,-0.3158,-0.3158,-0.6842
Ga2_10_-1_-1_-1,-0.6842,-0.6842,-0.3158
Ga2_13_-1_-1_-1,-0.6842,-0.3158,-0.3158
Ga2_16_-1_-1_-1,-0.3158,-0.6842,-0.6842
Ga2_19_-1_-1_-1,-0.6842,-0.6842,-0.6842
Ga2_22_-1_-1_-1,-0.3158,-0.3158,-0.3158
Ga2_25_-1_-1_-1,-0.8158,-0.8158,-0.1842
Ga2_28_-1_-1_-1,-0.1842,-0.1842,-0.8158
Ga2_31_-1_-1_-1,-0.8158,-0.1842,-0.8158
Ga2_34_-1_-1_-1,-0.1842,-0.8158,-0.1842
Ga2_37_-1_-1_-1,-0.1842,-0.8158,-0.8158
Ga2_40_-1_-1_-1,-0.8158,-0.1842,-0.1842
Ga2_43_-1_-1_-1,-0.1842,-0.1842,-0.1842
Ga2_46_-1_-1_-1,-0.8158,-0.8158,-0.8158
Ga3_1_-1_-1_-1,-0.3832,-0.8085,-0.5
Ga3_2_-1_-1_-1,-0.1915,-0.5,-0.3832
Ga3_3_-1_-1_-1,-0.5,-0.6168,-0.1915
Ga3_4_-1_-1_-1,-0.6168,-0.1915,-0.5
Ga3_5_-1_-1_-1,-0.8085,-0.5,-0.6168
Ga3_6_-1_-1_-1,-0.5,-0.3832,-0.8085
Ga3_7_-1_-1_-1,-0.3832,-0.1915,-0.5
Ga3_8_-1_-1_-1,-0.1915,-0.5,-0.6168
Ga3_10_-1_-1_-1,-0.6168,-0.8085,-0.5
Ga3_11_-1_-1_-1,-0.8085,-0.5,-0.3832
Ga3_15_-1_-1_-1,-0.5,-0.3832,-0.1915
Ga3_18_-1_-1_-1,-0.5,-0.6168,-0.8085
Ga3_25_-1_-1_-1,-0.8832,-1,-0.3085
Ga3_26_-1_-1_-1,-0.6915,-0.8832,-1
Ga3_27_-1_-1_-1,-1,-0.6915,-0.1168
Ga3_28_-1_-1_-1,-0.1168,-1,-0.6915
Ga3_29_-1_-1_-1,-0.3085,-0.1168,-1
Ga3_30_-1_-1_-1,-1,-0.3085,-0.8832
Ga3_31_-1_-1_-1,-0.8832,-1,-0.6915
Ga3_32_-1_-1_-1,-0.6915,-0.1168,-1
Ga3_34_-1_-1_-1,-0.1168,-1,-0.3085
Ga3_35_-1_-1_-1,-0.3085,-0.8832,-1
Ga3_39_-1_-1_-1,-1,-0.6915,-0.8832
Ga3_42_-1_-1_-1,-1,-0.3085,-0.1168
Sr1_1_0_-1_-1,0.5,-0.5,-0.5
Sr1_25_0_-1_-1,0,-1,-1
Sr2_1_0_-1_-1,0.032,-0.747,-0.5
Sr2_2_0_-1_-1,0.747,-0.5,-0.968
Sr2_3_0_-1_-1,0.5,-0.032,-0.253
Sr2_4_0_-1_-1,0.968,-0.253,-0.5
Sr2_5_0_-1_-1,0.253,-0.5,-0.032
Sr2_6_0_-1_-1,0.5,-0.968,-0.747
Sr2_7_0_-1_-1,0.032,-0.253,-0.5
Sr2_8_0_-1_-1,0.747,-0.5,-0.032
Sr2_10_0_-1_-1,0.968,-0.747,-0.5
Sr2_11_0_-1_-1,0.253,-0.5,-0.968
Sr2_15_0_-1_-1,0.5,-0.968,-0.253
Sr2_18_0_-1_-1,0.5,-0.032,-0.747
Sr2_25_0_-1_-1,0.532,-1,-0.247
Sr2_26_0_-1_-1,0.247,-0.468,-1
Sr2_27_0_-1_-1,0,-0.753,-0.532
