Label,x_a,y_b,z_c
Eu1_1_-1_-1_-1,-0.5,-0.5,-0.5
Eu1_25_-1_-1_-1,-1,-1,-1
Eu2_1_-1_-1_-1,-0.5413,-1,-0.2559
Eu2_2_-1_-1_-1,-1,-0.7441,-0.5413
Eu2_3_-1_-1_-1,-0.2559,-0.4587,-1
Eu2_4_-1_-1_-1,-0.4587,-1,-0.7441
Eu2_5_-1_-1_-1,-1,-0.2559,-0.4587
Eu2_6_-1_-1_-1,-0.7441,-0.5413,-1
Eu2_7_-1_-1_-1,-0.5413,-1,-0.7441
Eu2_9_-1_-1_-1,-0.2559,-0.5413,-1
Eu2_10_-1_-1_-1,-0.4587,-1,-0.2559
Eu2_12_-1_-1_-1,-0.7441,-0.4587,-1
Eu2_14_-1_-1_-1,-1,-0.2559,-0.5413
Eu2_17_-1_-1_-1,-1,-0.7441,-0.4587
Eu2_25_-1_-1_-1,-0.0413,-0.7559,-0.5
Eu2_26_-1_-1_-1,-0.5,-0.0413,-0.2441
Eu2_27_-1_-1_-1,-0.7559,-0.5,-0.9587
Eu2_28_-1_-1_-1,-0.9587,-0.2441,-0.5
Eu2_29_-1_-1_-1,-0.5,-0.9587,-0.7559
Eu2_30_-1_-1_-1,-0.2441,-0.5,-0.0413
Eu2_31_-1_-1_-1,-0.0413,-0.2441,-0.5
Eu2_33_-1_-1_-1,-0.7559,-0.5,-0.0413
Eu2_34_-1_-1_-1,-0.9587,-0.7559,-0.5
Eu2_36_-1_-1_-1,-0.2441,-0.5,-0.9587
Eu2_38_-1_-1_-1,-0.5,-0.0413,-0.7559
Eu2_41_-1_-1_-1,-0.5,-0.9587,-0.2441
Ga1_1_-1_-1_-1,-1,-0.5,-0.25
Ga1_2_-1_-1_-1,-0.5,-0.75,-1
Ga1_3_-1_-1_-1,-0.25,-1,-0.5
Ga1_4_-1_-1_-1,-1,-0.5,-0.75
Ga1_5_-1_-1_-1,-0.5,-0.25,-1
Ga1_6_-1_-1_-1,-0.75,-1,-0.5
Ga2_1_-1_-1_-1,-0.31604,-0.68396,-0.31604
Ga2_4_-1_-1_-1,-0.68396,-0.31604,-0.68396
Ga2_7_-1_-1_-1,-0.31604,-0.31604,-0.68396
Ga2_10_-1_-1_-1,-0.68396,-0.68396,-0.31604
Ga2_13_-1_-1_-1,-0.68396,-0.31604,-0.31604
Ga2_16_-1_-1_-1,-0.31604,-0.68396,-0.68396
Ga2_19_-1_-1_-1,-0.68396,-0.68396,-0.68396
Ga2_22_-1_-1_-1,-0.31604,-0.31604,-0.31604
Ga2_25_-1_-1_-1,-0.81604,-0.81604,-0.18396
Ga2_28_-1_-1_-1,-0.18396,-0.18396,-0.81604
Ga2_31_-1_-1_-1,-0.81604,-0.18396,-0.81604
Ga2_34_-1_-1_-1,-0.18396,-0.81604,-0.18396
Ga2_37_-1_-1_-1,-0.18396,-0.81604,-0.81604
Ga2_40_-1_-1_-1,-0.81604,-0.18396,-0.18396
