Label,x_a,y_b,z_c
Rb1_1_-1_-1_-1,-0.5,-0.5,-0.5
Rb1_25_-1_-1_-1,-1,-1,-1
Rb2_1_-1_-1_-1,-0.5,-1,-0.25
Rb2_2_-1_-1_-1,-1,-0.75,-0.5
Rb2_3_-1_-1_-1,-0.25,-0.5,-1
Rb2_4_-1_-1_-1,-0.5,-1,-0.75
Rb2_5_-1_-1_-1,-1,-0.25,-0.5
Rb2_6_-1_-1_-1,-0.75,-0.5,-1
In1_1_-1_-1_-1,-1,-0.5,-0.25
In1_2_-1_-1_-1,-0.5,-0.75,-1
In1_3_-1_-1_-1,-0.25,-1,-0.5
In1_4_-1_-1_-1,-1,-0.5,-0.75
In1_5_-1_-1_-1,-0.5,-0.25,-1
In1_6_-1_-1_-1,-0.75,-1,-0.5
In2_1_-1_-1_-1,-0.3161,-0.6839,-0.3161
In2_4_-1_-1_-1,-0.6839,-0.3161,-0.6839
In2_7_-1_-1_-1,-0.3161,-0.3161,-0.6839
In2_10_-1_-1_-1,-0.6839,-0.6839,-0.3161
In2_13_-1_-1_-1,-0.6839,-0.3161,-0.3161
In2_16_-1_-1_-1,-0.3161,-0.6839,-0.6839
In2_19_-1_-1_-1,-0.6839,-0.6839,-0.6839
In2_22_-1_-1_-1,-0.3161,-0.3161,-0.3161
In2_25_-1_-1_-1,-0.8161,-0.8161,-0.1839
In2_28_-1_-1_-1,-0.1839,-0.1839,-0.8161
In2_31_-1_-1_-1,-0.8161,-0.1839,-0.8161
In2_34_-1_-1_-1,-0.1839,-0.8161,-0.1839
In2_37_-1_-1_-1,-0.1839,-0.8161,-0.8161
In2_40_-1_-1_-1,-0.8161,-0.1839,-0.1839
In2_43_-1_-1_-1,-0.1839,-0.1839,-0.1839
In2_46_-1_-1_-1,-0.8161,-0.8161,-0.8161
In3_1_-1_-1_-1,-0.3836,-0.8013,-0.5
In3_2_-1_-1_-1,-0.1987,-0.5,-0.3836
In3_3_-1_-1_-1,-0.5,-0.6164,-0.1987
In3_4_-1_-1_-1,-0.6164,-0.1987,-0.5
In3_5_-1_-1_-1,-0.8013,-0.5,-0.6164
In3_6_-1_-1_-1,-0.5,-0.3836,-0.8013
In3_7_-1_-1_-1,-0.3836,-0.1987,-0.5
In3_8_-1_-1_-1,-0.1987,-0.5,-0.6164
In3_10_-1_-1_-1,-0.6164,-0.8013,-0.5
In3_11_-1_-1_-1,-0.8013,-0.5,-0.3836
In3_15_-1_-1_-1,-0.5,-0.3836,-0.1987
In3_18_-1_-1_-1,-0.5,-0.6164,-0.8013
In3_25_-1_-1_-1,-0.8836,-1,-0.3013
In3_26_-1_-1_-1,-0.6987,-0.8836,-1
In3_27_-1_-1_-1,-1,-0.6987,-0.1164
In3_28_-1_-1_-1,-0.1164,-1,-0.6987
In3_29_-1_-1_-1,-0.3013,-0.1164,-1
In3_30_-1_-1_-1,-1,-0.3013,-0.8836
In3_31_-1_-1_-1,-0.8836,-1,-0.6987
In3_32_-1_-1_-1,-0.6987,-0.1164,-1
In3_34_-1_-1_-1,-0.1164,-1,-0.3013
In3_35_-1_-1_-1,-0.3013,-0.8836,-1
In3_39_-1_-1_-1,-1,-0.6987,-0.8836
In3_42_-1_-1_-1,-1,-0.3013,-0.1164
Rb1_1_0_-1_-1,0.5,-0.5,-0.5
Rb1_25_0_-1_-1,0,-1,-1
Rb2_1_0_-1_-1,0.5,-1,-0.25
Rb2_2_0_-1_-1,0,-0.75,-0.5
Rb2_3_0_-1_-1,0.75,-0.5,-1
Rb2_4_0_-1_-1,0.5,-1,-0.75
Rb2_5_0_-1_-1,0,-0.25,-0.5
Rb2_6_0_-1_-1,0.25,-0.5,-1
In1_1_0_-1_-1,0,-0.5,-0.25
In1_2_0_-1_-1,0.5,-0.75,-1
In1_3_0_-1_-1,0.75,-1,-0.5
In1_4_0_-1_-1,0,-0.5,-0.75
In1_5_0_-1_-1,0.5,-0.25,-1
In1_6_0_-1_-1,0.25,-1,-0.5
In2_1_0_-1_-1,0.6839,-0.6839,-0.3161
In2_4_0_-1_-1,0.3161,-0.3161,-0.6839
In2_7_0_-1_-1,0.6839,-0.3161,-0.6839
In2_10_0_-1_-1,0.3161,-0.6839,-0.3161
In2_13_0_-1_-1,0.3161,-0.3161,-0.3161
In2_16_0_-1_-1,0.6839,-0.6839,-0.6839
In2_19_0_-1_-1,0.3161,-0.6839,-0.6839
In2_22_0_-1_-1,0.6839,-0.3161,-0.3161
In2_25_0_-1_-1,0.1839,-0.8161,-0.1839
In2_28_0_-1_-1,0.8161,-0.1839,-0.8161
In2_31_0_-1_-1,0.1839,-0.1839,-0.8161
In2_34_0_-1_-1,0.8161,-0.8161,-0.1839
In2_37_0_-1_-1,0.8161,-0.8161,-0.8161
In2_40_0_-1_-1,0.1839,-0.1839,-0.1839
In2_43_0_-1_-1,0.8161,-0.1839,-0.1839
In2_46_0_-1_-1,0.1839,-0.8161,-0.8161
In3_1_0_-1_-1,0.6164,-0.8013,-0.5
In3_2_0_-1_-1,0.8013,-0.5,-0.3836
In3_3_0_-1_-1,0.5,-0.6164,-0.1987
In3_4_0_-1_-1,0.3836,-0.1987,-0.5
In3_5_0_-1_-1,0.1987,-0.5,-0.6164
In3_6_0_-1_-1,0.5,-0.3836,-0.8013
In3_7_0_-1_-1,0.6164,-0.1987,-0.5
In3_8_0_-1_-1,0.8013,-0.5,-0.6164
In3_10_0_-1_-1,0.3836,-0.8013,-0.5
In3_11_0_-1_-1,0.1987,-0.5,-0.3836
In3_15_0_-1_-1,0.5,-0.3836,-0.1987
In3_18_0_-1_-1,0.5,-0.6164,-0.8013
In3_25_0_-1_-1,0.1164,-1,-0.3013
In3_26_0_-1_-1,0.3013,-0.8836,-1
In3_27_0_-1_-1,0,-0.6987,-0.1164
In3_28_0_-1_-1,0.8836,-1,-0.6987
In3_29_0_-1_-1,0.6987,-0.1164,-1
