Label,x_a,y_b,z_c
Na1_1_-1_-1_-1,-0.5,-0.5,-0.5
Na1_25_-1_-1_-1,-1,-1,-1
Na2_1_-1_-1_-1,-0.468,-1,-0.261
Na2_2_-1_-1_-1,-1,-0.739,-0.468
Na2_3_-1_-1_-1,-0.261,-0.532,-1
Na2_4_-1_-1_-1,-0.532,-1,-0.739
Na2_5_-1_-1_-1,-1,-0.261,-0.532
Na2_6_-1_-1_-1,-0.739,-0.468,-1
Na2_7_-1_-1_-1,-0.468,-1,-0.739
Na2_9_-1_-1_-1,-0.261,-0.468,-1
Na2_10_-1_-1_-1,-0.532,-1,-0.261
Na2_12_-1_-1_-1,-0.739,-0.532,-1
Na2_14_-1_-1_-1,-1,-0.261,-0.468
Na2_17_-1_-1_-1,-1,-0.739,-0.532
Na2_25_-1_-1_-1,-0.968,-0.761,-0.5
Na2_26_-1_-1_-1,-0.5,-0.968,-0.239
Na2_27_-1_-1_-1,-0.761,-0.5,-0.032
Na2_28_-1_-1_-1,-0.032,-0.239,-0.5
Na2_29_-1_-1_-1,-0.5,-0.032,-0.761
Na2_30_-1_-1_-1,-0.239,-0.5,-0.968
Na2_31_-1_-1_-1,-0.968,-0.239,-0.5
Na2_33_-1_-1_-1,-0.761,-0.5,-0.968
Na2_34_-1_-1_-1,-0.032,-0.761,-0.5
Na2_36_-1_-1_-1,-0.239,-0.5,-0.032
Na2_38_-1_-1_-1,-0.5,-0.968,-0.761
Na2_41_-1_-1_-1,-0.5,-0.032,-0.239
Al1_1_-1_-1_-1,-1,-0.5,-0.25
Al1_2_-1_-1_-1,-0.5,-0.75,-1
Al1_3_-1_-1_-1,-0.25,-1,-0.5
Al1_4_-1_-1_-1,-1,-0.5,-0.75
Al1_5_-1_-1_-1,-0.5,-0.25,-1
Al1_6_-1_-1_-1,-0.75,-1,-0.5
Al2_1_-1_-1_-1,-0.31664,-0.68336,-0.31664
Al2_4_-1_-1_-1,-0.68336,-0.31664,-0.68336
Al2_7_-1_-1_-1,-0.31664,-0.31664,-0.68336
Al2_10_-1_-1_-1,-0.68336,-0.68336,-0.31664
Al2_13_-1_-1_-1,-0.68336,-0.31664,-0.31664
Al2_16_-1_-1_-1,-0.31664,-0.68336,-0.68336
Al2_19_-1_-1_-1,-0.68336,-0.68336,-0.68336
Al2_22_-1_-1_-1,-0.31664,-0.31664,-0.31664
Al2_25_-1_-1_-1,-0.81664,-0.81664,-0.18336
Al2_28_-1_-1_-1,-0.18336,-0.18336,-0.81664
Al2_31_-1_-1_-1,-0.81664,-0.18336,-0.81664
Al2_34_-1_-1_-1,-0.18336,-0.81664,-0.18336
Al2_37_-1_-1_-1,-0.18336,-0.81664,-0.81664
Al2_40_-1_-1_-1,-0.81664,-0.18336,-0.18336
Al2_43_-1_-1_-1,-0.18336,-0.18336,-0.18336
Al2_46_-1_-1_-1,-0.81664,-0.81664,-0.81664
Al3_1_-1_-1_-1,-0.38359,-0.80841,-0.5
Al3_2_-1_-1_-1,-0.19159,-0.5,-0.38359
Al3_3_-1_-1_-1,-0.5,-0.61641,-0.19159
Al3_4_-1_-1_-1,-0.61641,-0.19159,-0.5
Al3_5_-1_-1_-1,-0.80841,-0.5,-0.61641
Al3_6_-1_-1_-1,-0.5,-0.38359,-0.80841
Al3_7_-1_-1_-1,-0.38359,-0.19159,-0.5
Al3_8_-1_-1_-1,-0.19159,-0.5,-0.61641
Al3_10_-1_-1_-1,-0.61641,-0.80841,-0.5
Al3_11_-1_-1_-1,-0.80841,-0.5,-0.38359
Al3_15_-1_-1_-1,-0.5,-0.38359,-0.19159
Al3_18_-1_-1_-1,-0.5,-0.61641,-0.80841
Al3_25_-1_-1_-1,-0.88359,-1,-0.30841
Al3_26_-1_-1_-1,-0.69159,-0.88359,-1
Al3_27_-1_-1_-1,-1,-0.69159,-0.11641
Al3_28_-1_-1_-1,-0.11641,-1,-0.69159
Al3_29_-1_-1_-1,-0.30841,-0.11641,-1
Al3_30_-1_-1_-1,-1,-0.30841,-0.88359
Al3_31_-1_-1_-1,-0.88359,-1,-0.69159
Al3_32_-1_-1_-1,-0.69159,-0.11641,-1
Al3_34_-1_-1_-1,-0.11641,-1,-0.30841
Al3_35_-1_-1_-1,-0.30841,-0.88359,-1
Al3_39_-1_-1_-1,-1,-0.69159,-0.88359
Al3_42_-1_-1_-1,-1,-0.30841,-0.11641
Na1_1_0_-1_-1,0.5,-0.5,-0.5
Na1_25_0_-1_-1,0,-1,-1
Na2_1_0_-1_-1,0.532,-1,-0.261
Na2_2_0_-1_-1,0,-0.739,-0.468
Na2_3_0_-1_-1,0.739,-0.532,-1
Na2_4_0_-1_-1,0.468,-1,-0.739
Na2_5_0_-1_-1,0,-0.261,-0.532
Na2_6_0_-1_-1,0.261,-0.468,-1
Na2_7_0_-1_-1,0.532,-1,-0.739
Na2_9_0_-1_-1,0.739,-0.468,-1
Na2_10_0_-1_-1,0.468,-1,-0.261
Na2_12_0_-1_-1,0.261,-0.532,-1
Na2_14_0_-1_-1,0,-0.261,-0.468
Na2_17_0_-1_-1,0,-0.739,-0.532
Na2_25_0_-1_-1,0.032,-0.761,-0.5
Na2_26_0_-1_-1,0.5,-0.968,-0.239
Na2_27_0_-1_-1,0.239,-0.5,-0.032
Na2_28_0_-1_-1,0.968,-0.239,-0.5
Na2_29_0_-1_-1,0.5,-0.032,-0.761
Na2_30_0_-1_-1,0.761,-0.5,-0.968
Na2_31_0_-1_-1,0.032,-0.239,-0.5
Na2_33_0_-1_-1,0.239,-0.5,-0.968
Na2_34_0_-1_-1,0.968,-0.761,-0.5
Na2_36_0_-1_-1,0.761,-0.5,-0.032
Na2_38_0_-1_-1,0.5,-0.968,-0.761
Na2_41_0_-1_-1,0.5,-0.032,-0.239
Al1_1_0_-1_-1,0,-0.5,-0.25
Al1_2_0_-1_-1,0.5,-0.75,-1
Al1_3_0_-1_-1,0.75,-1,-0.5
Al1_4_0_-1_-1,0,-0.5,-0.75
Al1_5_0_-1_-1,0.5,-0.25,-1
Al1_6_0_-1_-1,0.25,-1,-0.5
Al2_1_0_-1_-1,0.68336,-0.68336,-0.31664
Al2_4_0_-1_-1,0.31664,-0.31664,-0.68336
Al2_7_0_-1_-1,0.68336,-0.31664,-0.68336
Al2_10_0_-1_-1,0.31664,-0.68336,-0.31664
Al2_13_0_-1_-1,0.31664,-0.31664,-0.31664
Al2_16_0_-1_-1,0.68336,-0.68336,-0.68336
Al2_19_0_-1_-1,0.31664,-0.68336,-0.68336
Al2_22_0_-1_-1,0.68336,-0.31664,-0.31664
Al2_25_0_-1_-1,0.18336,-0.81664,-0.18336
Al2_28_0_-1_-1,0.81664,-0.18336,-0.81664
Al2_31_0_-1_-1,0.18336,-0.18336,-0.81664
Al2_34_0_-1_-1,0.81664,-0.81664,-0.18336
