Label,x_a,y_b,z_c
I1_1_-1_-1_-1,-0.5,-0.5,-0.5
I1_25_-1_-1_-1,-1,-1,-1
I2_1_-1_-1_-1,-0.25,-0.5,-1
I2_2_-1_-1_-1,-0.5,-1,-0.25
I2_3_-1_-1_-1,-1,-0.75,-0.5
I2_4_-1_-1_-1,-0.75,-0.5,-1
I2_5_-1_-1_-1,-0.5,-1,-0.75
I2_6_-1_-1_-1,-1,-0.25,-0.5
P1_1_-1_-1_-1,-0.30778,-0.69222,-0.30778
P1_4_-1_-1_-1,-0.69222,-0.30778,-0.69222
P1_7_-1_-1_-1,-0.30778,-0.30778,-0.69222
P1_10_-1_-1_-1,-0.69222,-0.69222,-0.30778
P1_13_-1_-1_-1,-0.69222,-0.30778,-0.30778
P1_16_-1_-1_-1,-0.30778,-0.69222,-0.69222
P1_19_-1_-1_-1,-0.69222,-0.69222,-0.69222
P1_22_-1_-1_-1,-0.30778,-0.30778,-0.30778
P1_25_-1_-1_-1,-0.80778,-0.80778,-0.19222
P1_28_-1_-1_-1,-0.19222,-0.19222,-0.80778
P1_31_-1_-1_-1,-0.80778,-0.19222,-0.80778
P1_34_-1_-1_-1,-0.19222,-0.80778,-0.19222
P1_37_-1_-1_-1,-0.19222,-0.80778,-0.80778
P1_40_-1_-1_-1,-0.80778,-0.19222,-0.19222
P1_43_-1_-1_-1,-0.19222,-0.19222,-0.19222
P1_46_-1_-1_-1,-0.80778,-0.80778,-0.80778
Sn1_1_-1_-1_-1,-0.19,-0.5,-0.3799
Sn1_2_-1_-1_-1,-0.5,-0.6201,-0.19
Sn1_3_-1_-1_-1,-0.3799,-0.81,-0.5
Sn1_4_-1_-1_-1,-0.81,-0.5,-0.6201
Sn1_5_-1_-1_-1,-0.5,-0.3799,-0.81
Sn1_6_-1_-1_-1,-0.6201,-0.19,-0.5
Sn1_7_-1_-1_-1,-0.19,-0.5,-0.6201
Sn1_9_-1_-1_-1,-0.3799,-0.19,-0.5
Sn1_10_-1_-1_-1,-0.81,-0.5,-0.3799
Sn1_12_-1_-1_-1,-0.6201,-0.81,-0.5
Sn1_14_-1_-1_-1,-0.5,-0.3799,-0.19
Sn1_17_-1_-1_-1,-0.5,-0.6201,-0.81
Sn1_25_-1_-1_-1,-0.69,-0.8799,-1
Sn1_26_-1_-1_-1,-1,-0.69,-0.1201
Sn1_27_-1_-1_-1,-0.8799,-1,-0.31
Sn1_28_-1_-1_-1,-0.31,-0.1201,-1
Sn1_29_-1_-1_-1,-1,-0.31,-0.8799
Sn1_30_-1_-1_-1,-0.1201,-1,-0.69
Sn1_31_-1_-1_-1,-0.69,-0.1201,-1
Sn1_33_-1_-1_-1,-0.8799,-1,-0.69
Sn1_34_-1_-1_-1,-0.31,-0.8799,-1
Sn1_36_-1_-1_-1,-0.1201,-1,-0.31
Sn1_38_-1_-1_-1,-1,-0.69,-0.8799
Sn1_41_-1_-1_-1,-1,-0.31,-0.1201
Sn2_1_-1_-1_-1,-0.158,-0.5,-0.3475
Sn2_2_-1_-1_-1,-0.5,-0.6525,-0.158
Sn2_3_-1_-1_-1,-0.3475,-0.842,-0.5
Sn2_4_-1_-1_-1,-0.842,-0.5,-0.6525
