Label,x_a,y_b,z_c
Sn1_1_-1_-1_-1,-0.38108,-0.81426,-0.5
Sn1_2_-1_-1_-1,-0.18574,-0.5,-0.38108
Sn1_3_-1_-1_-1,-0.5,-0.61892,-0.18574
Sn1_4_-1_-1_-1,-0.61892,-0.18574,-0.5
Sn1_5_-1_-1_-1,-0.81426,-0.5,-0.61892
Sn1_6_-1_-1_-1,-0.5,-0.38108,-0.81426
Sn1_7_-1_-1_-1,-0.38108,-0.18574,-0.5
Sn1_8_-1_-1_-1,-0.18574,-0.5,-0.61892
Sn1_10_-1_-1_-1,-0.61892,-0.81426,-0.5
Sn1_11_-1_-1_-1,-0.81426,-0.5,-0.38108
Sn1_15_-1_-1_-1,-0.5,-0.38108,-0.18574
Sn1_18_-1_-1_-1,-0.5,-0.61892,-0.81426
Sn1_25_-1_-1_-1,-0.88108,-1,-0.31426
Sn1_26_-1_-1_-1,-0.68574,-0.88108,-1
Sn1_27_-1_-1_-1,-1,-0.68574,-0.11892
Sn1_28_-1_-1_-1,-0.11892,-1,-0.68574
Sn1_29_-1_-1_-1,-0.31426,-0.11892,-1
Sn1_30_-1_-1_-1,-1,-0.31426,-0.88108
Sn1_31_-1_-1_-1,-0.88108,-1,-0.68574
Sn1_32_-1_-1_-1,-0.68574,-0.11892,-1
Sn1_34_-1_-1_-1,-0.11892,-1,-0.31426
Sn1_35_-1_-1_-1,-0.31426,-0.88108,-1
Sn1_39_-1_-1_-1,-1,-0.68574,-0.88108
Sn1_42_-1_-1_-1,-1,-0.31426,-0.11892
Sn2_1_-1_-1_-1,-0.316908,-0.683092,-0.316908
Sn2_4_-1_-1_-1,-0.683092,-0.316908,-0.683092
Sn2_7_-1_-1_-1,-0.316908,-0.316908,-0.683092
Sn2_10_-1_-1_-1,-0.683092,-0.683092,-0.316908
Sn2_13_-1_-1_-1,-0.683092,-0.316908,-0.316908
Sn2_16_-1_-1_-1,-0.316908,-0.683092,-0.683092
Sn2_19_-1_-1_-1,-0.683092,-0.683092,-0.683092
Sn2_22_-1_-1_-1,-0.316908,-0.316908,-0.316908
Sn2_25_-1_-1_-1,-0.816908,-0.816908,-0.183092
Sn2_28_-1_-1_-1,-0.183092,-0.183092,-0.816908
Sn2_31_-1_-1_-1,-0.816908,-0.183092,-0.816908
Sn2_34_-1_-1_-1,-0.183092,-0.816908,-0.183092
Sn2_37_-1_-1_-1,-0.183092,-0.816908,-0.816908
Sn2_40_-1_-1_-1,-0.816908,-0.183092,-0.183092
Sn2_43_-1_-1_-1,-0.183092,-0.183092,-0.183092
Sn2_46_-1_-1_-1,-0.816908,-0.816908,-0.816908
Sn3_1_-1_-1_-1,-1,-0.5,-0.25
Sn3_2_-1_-1_-1,-0.5,-0.75,-1
Sn3_3_-1_-1_-1,-0.25,-1,-0.5
Sn3_4_-1_-1_-1,-1,-0.5,-0.75
Sn3_5_-1_-1_-1,-0.5,-0.25,-1
Sn3_6_-1_-1_-1,-0.75,-1,-0.5
Cs1_1_-1_-1_-1,-0.5,-1,-0.25
Cs1_2_-1_-1_-1,-1,-0.75,-0.5
Cs1_3_-1_-1_-1,-0.25,-0.5,-1
Cs1_4_-1_-1_-1,-0.5,-1,-0.75
Cs1_5_-1_-1_-1,-1,-0.25,-0.5
