Label,x_a,y_b,z_c
Ba1_1_-1_-1_-1,-0.5,-0.5,-0.5
Ba1_25_-1_-1_-1,-1,-1,-1
Ba2_1_-1_-1_-1,-0.5,-0.0133,-0.252
Ba2_2_-1_-1_-1,-0.9867,-0.748,-0.5
Ba2_3_-1_-1_-1,-0.252,-0.5,-0.9867
Ba2_4_-1_-1_-1,-0.5,-0.9867,-0.748
Ba2_5_-1_-1_-1,-0.0133,-0.252,-0.5
Ba2_6_-1_-1_-1,-0.748,-0.5,-0.0133
Ba2_8_-1_-1_-1,-0.9867,-0.252,-0.5
Ba2_9_-1_-1_-1,-0.252,-0.5,-0.0133
Ba2_11_-1_-1_-1,-0.0133,-0.748,-0.5
Ba2_12_-1_-1_-1,-0.748,-0.5,-0.9867
Ba2_13_-1_-1_-1,-0.5,-0.9867,-0.252
Ba2_16_-1_-1_-1,-0.5,-0.0133,-0.748
Ba2_25_-1_-1_-1,-1,-0.752,-0.5133
Ba2_26_-1_-1_-1,-0.4867,-1,-0.248
Ba2_27_-1_-1_-1,-0.752,-0.4867,-1
Ba2_28_-1_-1_-1,-1,-0.248,-0.4867
Ba2_29_-1_-1_-1,-0.5133,-1,-0.752
Ba2_30_-1_-1_-1,-0.248,-0.5133,-1
Ba2_32_-1_-1_-1,-0.4867,-1,-0.752
Ba2_33_-1_-1_-1,-0.752,-0.5133,-1
Ba2_35_-1_-1_-1,-0.5133,-1,-0.248
Ba2_36_-1_-1_-1,-0.248,-0.4867,-1
Ba2_37_-1_-1_-1,-1,-0.752,-0.4867
Ba2_40_-1_-1_-1,-1,-0.248,-0.5133
Si1_1_-1_-1_-1,-1,-0.5,-0.25
Si1_2_-1_-1_-1,-0.5,-0.75,-1
Si1_3_-1_-1_-1,-0.25,-1,-0.5
Si1_4_-1_-1_-1,-1,-0.5,-0.75
Si1_5_-1_-1_-1,-0.5,-0.25,-1
Si1_6_-1_-1_-1,-0.75,-1,-0.5
Si2_1_-1_-1_-1,-0.31539,-0.68461,-0.31539
Si2_4_-1_-1_-1,-0.68461,-0.31539,-0.68461
Si2_7_-1_-1_-1,-0.31539,-0.31539,-0.68461
Si2_10_-1_-1_-1,-0.68461,-0.68461,-0.31539
Si2_13_-1_-1_-1,-0.68461,-0.31539,-0.31539
Si2_16_-1_-1_-1,-0.31539,-0.68461,-0.68461
Si2_19_-1_-1_-1,-0.68461,-0.68461,-0.68461
Si2_22_-1_-1_-1,-0.31539,-0.31539,-0.31539
Si2_25_-1_-1_-1,-0.81539,-0.81539,-0.18461
Si2_28_-1_-1_-1,-0.18461,-0.18461,-0.81539
Si2_31_-1_-1_-1,-0.81539,-0.18461,-0.81539
Si2_34_-1_-1_-1,-0.18461,-0.81539,-0.18461
Si2_37_-1_-1_-1,-0.18461,-0.81539,-0.81539
Si2_40_-1_-1_-1,-0.81539,-0.18461,-0.18461
Si2_43_-1_-1_-1,-0.18461,-0.18461,-0.18461
Si2_46_-1_-1_-1,-0.81539,-0.81539,-0.81539
Si3_1_-1_-1_-1,-0.37886,-0.81012,-0.5
Si3_2_-1_-1_-1,-0.18988,-0.5,-0.37886
Si3_3_-1_-1_-1,-0.5,-0.62114,-0.18988
Si3_4_-1_-1_-1,-0.62114,-0.18988,-0.5
Si3_5_-1_-1_-1,-0.81012,-0.5,-0.62114
Si3_6_-1_-1_-1,-0.5,-0.37886,-0.81012
Si3_7_-1_-1_-1,-0.37886,-0.18988,-0.5
Si3_8_-1_-1_-1,-0.18988,-0.5,-0.62114
Si3_10_-1_-1_-1,-0.62114,-0.81012,-0.5
Si3_11_-1_-1_-1,-0.81012,-0.5,-0.37886
Si3_15_-1_-1_-1,-0.5,-0.37886,-0.18988
Si3_18_-1_-1_-1,-0.5,-0.62114,-0.81012
Si3_25_-1_-1_-1,-0.87886,-1,-0.31012
Si3_26_-1_-1_-1,-0.68988,-0.87886,-1
Si3_27_-1_-1_-1,-1,-0.68988,-0.12114
Si3_28_-1_-1_-1,-0.12114,-1,-0.68988
Si3_29_-1_-1_-1,-0.31012,-0.12114,-1
Si3_30_-1_-1_-1,-1,-0.31012,-0.87886
Si3_31_-1_-1_-1,-0.87886,-1,-0.68988
Si3_32_-1_-1_-1,-0.68988,-0.12114,-1
Si3_34_-1_-1_-1,-0.12114,-1,-0.31012
