Label,x_a,y_b,z_c
I1_1_-1_-1_-1,-0.5,-0.5,-0.5
I1_25_-1_-1_-1,-1,-1,-1
I2_1_-1_-1_-1,-0.5,-1,-0.25
I2_2_-1_-1_-1,-1,-0.75,-0.5
I2_3_-1_-1_-1,-0.25,-0.5,-1
I2_4_-1_-1_-1,-0.5,-1,-0.75
I2_5_-1_-1_-1,-1,-0.25,-0.5
I2_6_-1_-1_-1,-0.75,-0.5,-1
Ge1_1_-1_-1_-1,-0.38239,-0.81029,-0.5
Ge1_2_-1_-1_-1,-0.18971,-0.5,-0.38239
Ge1_3_-1_-1_-1,-0.5,-0.61761,-0.18971
Ge1_4_-1_-1_-1,-0.61761,-0.18971,-0.5
Ge1_5_-1_-1_-1,-0.81029,-0.5,-0.61761
Ge1_6_-1_-1_-1,-0.5,-0.38239,-0.81029
Ge1_7_-1_-1_-1,-0.38239,-0.18971,-0.5
Ge1_8_-1_-1_-1,-0.18971,-0.5,-0.61761
Ge1_10_-1_-1_-1,-0.61761,-0.81029,-0.5
Ge1_11_-1_-1_-1,-0.81029,-0.5,-0.38239
Ge1_15_-1_-1_-1,-0.5,-0.38239,-0.18971
Ge1_18_-1_-1_-1,-0.5,-0.61761,-0.81029
Ge1_25_-1_-1_-1,-0.88239,-1,-0.31029
Ge1_26_-1_-1_-1,-0.68971,-0.88239,-1
Ge1_27_-1_-1_-1,-1,-0.68971,-0.11761
Ge1_28_-1_-1_-1,-0.11761,-1,-0.68971
Ge1_29_-1_-1_-1,-0.31029,-0.11761,-1
Ge1_30_-1_-1_-1,-1,-0.31029,-0.88239
Ge1_31_-1_-1_-1,-0.88239,-1,-0.68971
Ge1_32_-1_-1_-1,-0.68971,-0.11761,-1
Ge1_34_-1_-1_-1,-0.11761,-1,-0.31029
Ge1_35_-1_-1_-1,-0.31029,-0.88239,-1
Ge1_39_-1_-1_-1,-1,-0.68971,-0.88239
Ge1_42_-1_-1_-1,-1,-0.31029,-0.11761
As2_1_-1_-1_-1,-0.31663,-0.68337,-0.31663
As2_4_-1_-1_-1,-0.68337,-0.31663,-0.68337
As2_7_-1_-1_-1,-0.31663,-0.31663,-0.68337
As2_10_-1_-1_-1,-0.68337,-0.68337,-0.31663
As2_13_-1_-1_-1,-0.68337,-0.31663,-0.31663
As2_16_-1_-1_-1,-0.31663,-0.68337,-0.68337
As2_19_-1_-1_-1,-0.68337,-0.68337,-0.68337
As2_22_-1_-1_-1,-0.31663,-0.31663,-0.31663
As2_25_-1_-1_-1,-0.81663,-0.81663,-0.18337
As2_28_-1_-1_-1,-0.18337,-0.18337,-0.81663
As2_31_-1_-1_-1,-0.81663,-0.18337,-0.81663
As2_34_-1_-1_-1,-0.18337,-0.81663,-0.18337
As2_37_-1_-1_-1,-0.18337,-0.81663,-0.81663
As2_40_-1_-1_-1,-0.81663,-0.18337,-0.18337
As2_43_-1_-1_-1,-0.18337,-0.18337,-0.18337
As2_46_-1_-1_-1,-0.81663,-0.81663,-0.81663
As3_1_-1_-1_-1,-1,-0.5,-0.25
As3_2_-1_-1_-1,-0.5,-0.75,-1
As3_3_-1_-1_-1,-0.25,-1,-0.5
As3_4_-1_-1_-1,-1,-0.5,-0.75
