Label,x_a,y_b,z_c
Sr1_1_-1_-1_-1,-0.5,-0.5,-0.5
Sr1_25_-1_-1_-1,-1,-1,-1
Sr2_1_-1_-1_-1,-0.03654,-0.75312,-0.5
Sr2_2_-1_-1_-1,-0.24688,-0.5,-0.03654
Sr2_3_-1_-1_-1,-0.5,-0.96346,-0.24688
Sr2_4_-1_-1_-1,-0.96346,-0.24688,-0.5
Sr2_5_-1_-1_-1,-0.75312,-0.5,-0.96346
Sr2_6_-1_-1_-1,-0.5,-0.03654,-0.75312
Sr2_7_-1_-1_-1,-0.03654,-0.24688,-0.5
Sr2_8_-1_-1_-1,-0.24688,-0.5,-0.96346
Sr2_10_-1_-1_-1,-0.96346,-0.75312,-0.5
Sr2_11_-1_-1_-1,-0.75312,-0.5,-0.03654
Sr2_15_-1_-1_-1,-0.5,-0.03654,-0.24688
Sr2_18_-1_-1_-1,-0.5,-0.96346,-0.75312
Sr2_25_-1_-1_-1,-0.53654,-1,-0.25312
Sr2_26_-1_-1_-1,-0.74688,-0.53654,-1
Sr2_27_-1_-1_-1,-1,-0.74688,-0.46346
Sr2_28_-1_-1_-1,-0.46346,-1,-0.74688
Sr2_29_-1_-1_-1,-0.25312,-0.46346,-1
Sr2_30_-1_-1_-1,-1,-0.25312,-0.53654
Sr2_31_-1_-1_-1,-0.53654,-1,-0.74688
Sr2_32_-1_-1_-1,-0.74688,-0.46346,-1
Sr2_34_-1_-1_-1,-0.46346,-1,-0.25312
Sr2_35_-1_-1_-1,-0.25312,-0.53654,-1
Sr2_39_-1_-1_-1,-1,-0.74688,-0.53654
Sr2_42_-1_-1_-1,-1,-0.25312,-0.46346
Ge1_1_-1_-1_-1,-1,-0.5,-0.25
Ge1_2_-1_-1_-1,-0.5,-0.75,-1
Ge1_3_-1_-1_-1,-0.25,-1,-0.5
Ge1_4_-1_-1_-1,-1,-0.5,-0.75
Ge1_5_-1_-1_-1,-0.5,-0.25,-1
Ge1_6_-1_-1_-1,-0.75,-1,-0.5
Ge2_1_-1_-1_-1,-0.3161,-0.6839,-0.3161
Ge2_4_-1_-1_-1,-0.6839,-0.3161,-0.6839
Ge2_7_-1_-1_-1,-0.3161,-0.3161,-0.6839
Ge2_10_-1_-1_-1,-0.6839,-0.6839,-0.3161
Ge2_13_-1_-1_-1,-0.6839,-0.3161,-0.3161
Ge2_16_-1_-1_-1,-0.3161,-0.6839,-0.6839
Ge2_19_-1_-1_-1,-0.6839,-0.6839,-0.6839
Ge2_22_-1_-1_-1,-0.3161,-0.3161,-0.3161
Ge2_25_-1_-1_-1,-0.8161,-0.8161,-0.1839
Ge2_28_-1_-1_-1,-0.1839,-0.1839,-0.8161
Ge2_31_-1_-1_-1,-0.8161,-0.1839,-0.8161
Ge2_34_-1_-1_-1,-0.1839,-0.8161,-0.1839
Ge2_37_-1_-1_-1,-0.1839,-0.8161,-0.8161
Ge2_40_-1_-1_-1,-0.8161,-0.1839,-0.1839
Ge2_43_-1_-1_-1,-0.1839,-0.1839,-0.1839
Ge2_46_-1_-1_-1,-0.8161,-0.8161,-0.8161
Ge3_1_-1_-1_-1,-0.38278,-0.80889,-0.5
Ge3_2_-1_-1_-1,-0.19111,-0.5,-0.38278
Ge3_3_-1_-1_-1,-0.5,-0.61722,-0.19111
Ge3_4_-1_-1_-1,-0.61722,-0.19111,-0.5
Ge3_5_-1_-1_-1,-0.80889,-0.5,-0.61722
Ge3_6_-1_-1_-1,-0.5,-0.38278,-0.80889
Ge3_7_-1_-1_-1,-0.38278,-0.19111,-0.5
Ge3_8_-1_-1_-1,-0.19111,-0.5,-0.61722
Ge3_10_-1_-1_-1,-0.61722,-0.80889,-0.5
Ge3_11_-1_-1_-1,-0.80889,-0.5,-0.38278
Ge3_15_-1_-1_-1,-0.5,-0.38278,-0.19111
Ge3_18_-1_-1_-1,-0.5,-0.61722,-0.80889
Ge3_25_-1_-1_-1,-0.88278,-1,-0.30889
Ge3_26_-1_-1_-1,-0.69111,-0.88278,-1
Ge3_27_-1_-1_-1,-1,-0.69111,-0.11722
Ge3_28_-1_-1_-1,-0.11722,-1,-0.69111
Ge3_29_-1_-1_-1,-0.30889,-0.11722,-1
Ge3_30_-1_-1_-1,-1,-0.30889,-0.88278
Ge3_31_-1_-1_-1,-0.88278,-1,-0.69111
Ge3_32_-1_-1_-1,-0.69111,-0.11722,-1
Ge3_34_-1_-1_-1,-0.11722,-1,-0.30889
Ge3_35_-1_-1_-1,-0.30889,-0.88278,-1
Ge3_39_-1_-1_-1,-1,-0.69111,-0.88278
Ge3_42_-1_-1_-1,-1,-0.30889,-0.11722
Sr1_1_0_-1_-1,0.5,-0.5,-0.5
Sr1_25_0_-1_-1,0,-1,-1
Sr2_1_0_-1_-1,0.96346,-0.75312,-0.5
Sr2_2_0_-1_-1,0.75312,-0.5,-0.03654
Sr2_3_0_-1_-1,0.5,-0.96346,-0.24688
Sr2_4_0_-1_-1,0.03654,-0.24688,-0.5
Sr2_5_0_-1_-1,0.24688,-0.5,-0.96346
Sr2_6_0_-1_-1,0.5,-0.03654,-0.75312
Sr2_7_0_-1_-1,0.96346,-0.24688,-0.5
Sr2_8_0_-1_-1,0.75312,-0.5,-0.96346
Sr2_10_0_-1_-1,0.03654,-0.75312,-0.5
Sr2_11_0_-1_-1,0.24688,-0.5,-0.03654
Sr2_15_0_-1_-1,0.5,-0.03654,-0.24688
Sr2_18_0_-1_-1,0.5,-0.96346,-0.75312
