Label,x_a,y_b,z_c
Rb1_1_-1_-1_-1,-0.5,-0.5,-0.5
Rb1_25_-1_-1_-1,-1,-1,-1
Rb2_1_-1_-1_-1,-0.5,-1,-0.25
Rb2_2_-1_-1_-1,-1,-0.75,-0.5
Rb2_3_-1_-1_-1,-0.25,-0.5,-1
Rb2_4_-1_-1_-1,-0.5,-1,-0.75
Rb2_5_-1_-1_-1,-1,-0.25,-0.5
Rb2_6_-1_-1_-1,-0.75,-0.5,-1
Si1_1_-1_-1_-1,-0.5,-0.61835,-0.19436
Si1_2_-1_-1_-1,-0.38165,-0.80564,-0.5
Si1_3_-1_-1_-1,-0.19436,-0.5,-0.38165
Si1_4_-1_-1_-1,-0.5,-0.38165,-0.80564
Si1_5_-1_-1_-1,-0.61835,-0.19436,-0.5
Si1_6_-1_-1_-1,-0.80564,-0.5,-0.61835
Si1_8_-1_-1_-1,-0.38165,-0.19436,-0.5
Si1_9_-1_-1_-1,-0.19436,-0.5,-0.61835
Si1_11_-1_-1_-1,-0.61835,-0.80564,-0.5
Si1_12_-1_-1_-1,-0.80564,-0.5,-0.38165
Si1_13_-1_-1_-1,-0.5,-0.38165,-0.19436
Si1_16_-1_-1_-1,-0.5,-0.61835,-0.80564
Si1_25_-1_-1_-1,-1,-0.69436,-0.11835
Si1_26_-1_-1_-1,-0.88165,-1,-0.30564
Si1_27_-1_-1_-1,-0.69436,-0.88165,-1
Si1_28_-1_-1_-1,-1,-0.30564,-0.88165
Si1_29_-1_-1_-1,-0.11835,-1,-0.69436
Si1_30_-1_-1_-1,-0.30564,-0.11835,-1
Si1_32_-1_-1_-1,-0.88165,-1,-0.69436
Si1_33_-1_-1_-1,-0.69436,-0.11835,-1
Si1_35_-1_-1_-1,-0.11835,-1,-0.30564
Si1_36_-1_-1_-1,-0.30564,-0.88165,-1
Si1_37_-1_-1_-1,-1,-0.69436,-0.88165
Si1_40_-1_-1_-1,-1,-0.30564,-0.11835
Si2_1_-1_-1_-1,-0.31571,-0.68429,-0.31571
Si2_4_-1_-1_-1,-0.68429,-0.31571,-0.68429
Si2_7_-1_-1_-1,-0.31571,-0.31571,-0.68429
Si2_10_-1_-1_-1,-0.68429,-0.68429,-0.31571
Si2_13_-1_-1_-1,-0.68429,-0.31571,-0.31571
Si2_16_-1_-1_-1,-0.31571,-0.68429,-0.68429
Si2_19_-1_-1_-1,-0.68429,-0.68429,-0.68429
Si2_22_-1_-1_-1,-0.31571,-0.31571,-0.31571
Si2_25_-1_-1_-1,-0.81571,-0.81571,-0.18429
Si2_28_-1_-1_-1,-0.18429,-0.18429,-0.81571
Si2_31_-1_-1_-1,-0.81571,-0.18429,-0.81571
Si2_34_-1_-1_-1,-0.18429,-0.81571,-0.18429
Si2_37_-1_-1_-1,-0.18429,-0.81571,-0.81571
Si2_40_-1_-1_-1,-0.81571,-0.18429,-0.18429
Si2_43_-1_-1_-1,-0.18429,-0.18429,-0.18429
Si2_46_-1_-1_-1,-0.81571,-0.81571,-0.81571
Si3_1_-1_-1_-1,-0.25,-1,-0.5
Si3_2_-1_-1_-1,-1,-0.5,-0.25
Si3_3_-1_-1_-1,-0.5,-0.75,-1
Si3_4_-1_-1_-1,-0.75,-1,-0.5
Si3_5_-1_-1_-1,-1,-0.5,-0.75
Si3_6_-1_-1_-1,-0.5,-0.25,-1
Rb1_1_0_-1_-1,0.5,-0.5,-0.5
Rb1_25_0_-1_-1,0,-1,-1
Rb2_1_0_-1_-1,0.5,-1,-0.25
Rb2_2_0_-1_-1,0,-0.75,-0.5
Rb2_3_0_-1_-1,0.75,-0.5,-1
Rb2_4_0_-1_-1,0.5,-1,-0.75
Rb2_5_0_-1_-1,0,-0.25,-0.5
Rb2_6_0_-1_-1,0.25,-0.5,-1
Si1_1_0_-1_-1,0.5,-0.61835,-0.19436
Si1_2_0_-1_-1,0.61835,-0.80564,-0.5
Si1_3_0_-1_-1,0.80564,-0.5,-0.38165
Si1_4_0_-1_-1,0.5,-0.38165,-0.80564
Si1_5_0_-1_-1,0.38165,-0.19436,-0.5
Si1_6_0_-1_-1,0.19436,-0.5,-0.61835
Si1_8_0_-1_-1,0.61835,-0.19436,-0.5
Si1_9_0_-1_-1,0.80564,-0.5,-0.61835
Si1_11_0_-1_-1,0.38165,-0.80564,-0.5
Si1_12_0_-1_-1,0.19436,-0.5,-0.38165
Si1_13_0_-1_-1,0.5,-0.38165,-0.19436
Si1_16_0_-1_-1,0.5,-0.61835,-0.80564
Si1_25_0_-1_-1,0,-0.69436,-0.11835
Si1_26_0_-1_-1,0.11835,-1,-0.30564
Si1_27_0_-1_-1,0.30564,-0.88165,-1
Si1_28_0_-1_-1,0,-0.30564,-0.88165
Si1_29_0_-1_-1,0.88165,-1,-0.69436
Si1_30_0_-1_-1,0.69436,-0.11835,-1
Si1_32_0_-1_-1,0.11835,-1,-0.69436
Si1_33_0_-1_-1,0.30564,-0.11835,-1
Si1_35_0_-1_-1,0.88165,-1,-0.30564
Si1_36_0_-1_-1,0.69436,-0.88165,-1
Si1_37_0_-1_-1,0,-0.69436,-0.88165
Si1_40_0_-1_-1,0,-0.30564,-0.11835
Si2_1_0_-1_-1,0.68429,-0.68429,-0.31571
Si2_4_0_-1_-1,0.31571,-0.31571,-0.68429
Si2_7_0_-1_-1,0.68429,-0.31571,-0.68429
Si2_10_0_-1_-1,0.31571,-0.68429,-0.31571
Si2_13_0_-1_-1,0.31571,-0.31571,-0.31571
Si2_16_0_-1_-1,0.68429,-0.68429,-0.68429
Si2_19_0_-1_-1,0.31571,-0.68429,-0.68429
Si2_22_0_-1_-1,0.68429,-0.31571,-0.31571
Si2_25_0_-1_-1,0.18429,-0.81571,-0.18429
Si2_28_0_-1_-1,0.81571,-0.18429,-0.81571
Si2_31_0_-1_-1,0.18429,-0.18429,-0.81571
Si2_34_0_-1_-1,0.81571,-0.81571,-0.18429
