Label,x_a,y_b,z_c
Sr1_1_-1_-1_-1,-0.5,-0.5,-0.5
Sr1_25_-1_-1_-1,-1,-1,-1
Sr2_1_-1_-1_-1,-0.4801,-1,-0.2464
Sr2_2_-1_-1_-1,-1,-0.7536,-0.4801
Sr2_3_-1_-1_-1,-0.2464,-0.5199,-1
Sr2_4_-1_-1_-1,-0.5199,-1,-0.7536
Sr2_5_-1_-1_-1,-1,-0.2464,-0.5199
Sr2_6_-1_-1_-1,-0.7536,-0.4801,-1
Sr2_7_-1_-1_-1,-0.4801,-1,-0.7536
Sr2_9_-1_-1_-1,-0.2464,-0.4801,-1
Sr2_10_-1_-1_-1,-0.5199,-1,-0.2464
Sr2_12_-1_-1_-1,-0.7536,-0.5199,-1
Sr2_14_-1_-1_-1,-1,-0.2464,-0.4801
Sr2_17_-1_-1_-1,-1,-0.7536,-0.5199
Sr2_25_-1_-1_-1,-0.9801,-0.7464,-0.5
Sr2_26_-1_-1_-1,-0.5,-0.9801,-0.2536
Sr2_27_-1_-1_-1,-0.7464,-0.5,-0.0199
Sr2_28_-1_-1_-1,-0.0199,-0.2536,-0.5
Sr2_29_-1_-1_-1,-0.5,-0.0199,-0.7464
Sr2_30_-1_-1_-1,-0.2536,-0.5,-0.9801
Sr2_31_-1_-1_-1,-0.9801,-0.2536,-0.5
Sr2_33_-1_-1_-1,-0.7464,-0.5,-0.9801
Sr2_34_-1_-1_-1,-0.0199,-0.7464,-0.5
Sr2_36_-1_-1_-1,-0.2536,-0.5,-0.0199
Sr2_38_-1_-1_-1,-0.5,-0.9801,-0.7464
Sr2_41_-1_-1_-1,-0.5,-0.0199,-0.2536
Ga1_1_-1_-1_-1,-1,-0.5,-0.25
Ga1_2_-1_-1_-1,-0.5,-0.75,-1
Ga1_3_-1_-1_-1,-0.25,-1,-0.5
Ga1_4_-1_-1_-1,-1,-0.5,-0.75
Ga1_5_-1_-1_-1,-0.5,-0.25,-1
Ga1_6_-1_-1_-1,-0.75,-1,-0.5
Ga2_1_-1_-1_-1,-0.31518,-0.68482,-0.31518
Ga2_4_-1_-1_-1,-0.68482,-0.31518,-0.68482
Ga2_7_-1_-1_-1,-0.31518,-0.31518,-0.68482
Ga2_10_-1_-1_-1,-0.68482,-0.68482,-0.31518
Ga2_13_-1_-1_-1,-0.68482,-0.31518,-0.31518
Ga2_16_-1_-1_-1,-0.31518,-0.68482,-0.68482
Ga2_19_-1_-1_-1,-0.68482,-0.68482,-0.68482
Ga2_22_-1_-1_-1,-0.31518,-0.31518,-0.31518
Ga2_25_-1_-1_-1,-0.81518,-0.81518,-0.18482
Ga2_28_-1_-1_-1,-0.18482,-0.18482,-0.81518
Ga2_31_-1_-1_-1,-0.81518,-0.18482,-0.81518
Ga2_34_-1_-1_-1,-0.18482,-0.81518,-0.18482
Ga2_37_-1_-1_-1,-0.18482,-0.81518,-0.81518
Ga2_40_-1_-1_-1,-0.81518,-0.18482,-0.18482
Ga2_43_-1_-1_-1,-0.18482,-0.18482,-0.18482
Ga2_46_-1_-1_-1,-0.81518,-0.81518,-0.81518
Ga3_1_-1_-1_-1,-0.38261,-0.80643,-0.5
Ga3_2_-1_-1_-1,-0.19357,-0.5,-0.38261
Ga3_3_-1_-1_-1,-0.5,-0.61739,-0.19357
Ga3_4_-1_-1_-1,-0.61739,-0.19357,-0.5
Ga3_5_-1_-1_-1,-0.80643,-0.5,-0.61739
Ga3_6_-1_-1_-1,-0.5,-0.38261,-0.80643
Ga3_7_-1_-1_-1,-0.38261,-0.19357,-0.5
Ga3_8_-1_-1_-1,-0.19357,-0.5,-0.61739
Ga3_10_-1_-1_-1,-0.61739,-0.80643,-0.5
Ga3_11_-1_-1_-1,-0.80643,-0.5,-0.38261
Ga3_15_-1_-1_-1,-0.5,-0.38261,-0.19357
Ga3_18_-1_-1_-1,-0.5,-0.61739,-0.80643
Ga3_25_-1_-1_-1,-0.88261,-1,-0.30643
Ga3_26_-1_-1_-1,-0.69357,-0.88261,-1
Ga3_27_-1_-1_-1,-1,-0.69357,-0.11739
Ga3_28_-1_-1_-1,-0.11739,-1,-0.69357
Ga3_29_-1_-1_-1,-0.30643,-0.11739,-1
Ga3_30_-1_-1_-1,-1,-0.30643,-0.88261
Ga3_31_-1_-1_-1,-0.88261,-1,-0.69357
Ga3_32_-1_-1_-1,-0.69357,-0.11739,-1
Ga3_34_-1_-1_-1,-0.11739,-1,-0.30643
Ga3_35_-1_-1_-1,-0.30643,-0.88261,-1
Ga3_39_-1_-1_-1,-1,-0.69357,-0.88261
Ga3_42_-1_-1_-1,-1,-0.30643,-0.11739
Sr1_1_0_-1_-1,0.5,-0.5,-0.5
Sr1_25_0_-1_-1,0,-1,-1
Sr2_1_0_-1_-1,0.5199,-1,-0.2464
Sr2_2_0_-1_-1,0,-0.7536,-0.4801
Sr2_3_0_-1_-1,0.7536,-0.5199,-1
Sr2_4_0_-1_-1,0.4801,-1,-0.7536
Sr2_5_0_-1_-1,0,-0.2464,-0.5199
Sr2_6_0_-1_-1,0.2464,-0.4801,-1
Sr2_7_0_-1_-1,0.5199,-1,-0.7536
Sr2_9_0_-1_-1,0.7536,-0.4801,-1
Sr2_10_0_-1_-1,0.4801,-1,-0.2464
Sr2_12_0_-1_-1,0.2464,-0.5199,-1
Sr2_14_0_-1_-1,0,-0.2464,-0.4801
Sr2_17_0_-1_-1,0,-0.7536,-0.5199
Sr2_25_0_-1_-1,0.0199,-0.7464,-0.5
