Label,x_a,y_b,z_c
Sr1_1_-1_-1_-1,-0.5,-0.5,-0.5
Sr1_25_-1_-1_-1,-1,-1,-1
Sr2_1_-1_-1_-1,-0.0377,-0.7387,-0.5
Sr2_2_-1_-1_-1,-0.2613,-0.5,-0.0377
Sr2_3_-1_-1_-1,-0.5,-0.9623,-0.2613
Sr2_4_-1_-1_-1,-0.9623,-0.2613,-0.5
Sr2_5_-1_-1_-1,-0.7387,-0.5,-0.9623
Sr2_6_-1_-1_-1,-0.5,-0.0377,-0.7387
Sr2_7_-1_-1_-1,-0.0377,-0.2613,-0.5
Sr2_8_-1_-1_-1,-0.2613,-0.5,-0.9623
Sr2_10_-1_-1_-1,-0.9623,-0.7387,-0.5
Sr2_11_-1_-1_-1,-0.7387,-0.5,-0.0377
Sr2_15_-1_-1_-1,-0.5,-0.0377,-0.2613
Sr2_18_-1_-1_-1,-0.5,-0.9623,-0.7387
Sr2_25_-1_-1_-1,-0.5377,-1,-0.2387
Sr2_26_-1_-1_-1,-0.7613,-0.5377,-1
Sr2_27_-1_-1_-1,-1,-0.7613,-0.4623
Sr2_28_-1_-1_-1,-0.4623,-1,-0.7613
Sr2_29_-1_-1_-1,-0.2387,-0.4623,-1
Sr2_30_-1_-1_-1,-1,-0.2387,-0.5377
Sr2_31_-1_-1_-1,-0.5377,-1,-0.7613
Sr2_32_-1_-1_-1,-0.7613,-0.4623,-1
Sr2_34_-1_-1_-1,-0.4623,-1,-0.2387
Sr2_35_-1_-1_-1,-0.2387,-0.5377,-1
Sr2_39_-1_-1_-1,-1,-0.7613,-0.5377
Sr2_42_-1_-1_-1,-1,-0.2387,-0.4623
Ge1_1_-1_-1_-1,-1,-0.5,-0.25
Ge1_2_-1_-1_-1,-0.5,-0.75,-1
Ge1_3_-1_-1_-1,-0.25,-1,-0.5
Ge1_4_-1_-1_-1,-1,-0.5,-0.75
Ge1_5_-1_-1_-1,-0.5,-0.25,-1
Ge1_6_-1_-1_-1,-0.75,-1,-0.5
Ge2_1_-1_-1_-1,-0.31541,-0.68459,-0.31541
Ge2_4_-1_-1_-1,-0.68459,-0.31541,-0.68459
Ge2_7_-1_-1_-1,-0.31541,-0.31541,-0.68459
Ge2_10_-1_-1_-1,-0.68459,-0.68459,-0.31541
Ge2_13_-1_-1_-1,-0.68459,-0.31541,-0.31541
Ge2_16_-1_-1_-1,-0.31541,-0.68459,-0.68459
Ge2_19_-1_-1_-1,-0.68459,-0.68459,-0.68459
Ge2_22_-1_-1_-1,-0.31541,-0.31541,-0.31541
Ge2_25_-1_-1_-1,-0.81541,-0.81541,-0.18459
Ge2_28_-1_-1_-1,-0.18459,-0.18459,-0.81541
Ge2_31_-1_-1_-1,-0.81541,-0.18459,-0.81541
Ge2_34_-1_-1_-1,-0.18459,-0.81541,-0.18459
Ge2_37_-1_-1_-1,-0.18459,-0.81541,-0.81541
Ge2_40_-1_-1_-1,-0.81541,-0.18459,-0.18459
Ge2_43_-1_-1_-1,-0.18459,-0.18459,-0.18459
Ge2_46_-1_-1_-1,-0.81541,-0.81541,-0.81541
Ge3_1_-1_-1_-1,-0.3823,-0.80949,-0.5
Ge3_2_-1_-1_-1,-0.19051,-0.5,-0.3823
Ge3_3_-1_-1_-1,-0.5,-0.6177,-0.19051
Ge3_4_-1_-1_-1,-0.6177,-0.19051,-0.5
Ge3_5_-1_-1_-1,-0.80949,-0.5,-0.6177
Ge3_6_-1_-1_-1,-0.5,-0.3823,-0.80949
Ge3_7_-1_-1_-1,-0.3823,-0.19051,-0.5
Ge3_8_-1_-1_-1,-0.19051,-0.5,-0.6177
Ge3_10_-1_-1_-1,-0.6177,-0.80949,-0.5
Ge3_11_-1_-1_-1,-0.80949,-0.5,-0.3823
Ge3_15_-1_-1_-1,-0.5,-0.3823,-0.19051
Ge3_18_-1_-1_-1,-0.5,-0.6177,-0.80949
Ge3_25_-1_-1_-1,-0.8823,-1,-0.30949
Ge3_26_-1_-1_-1,-0.69051,-0.8823,-1
Ge3_27_-1_-1_-1,-1,-0.69051,-0.1177
Ge3_28_-1_-1_-1,-0.1177,-1,-0.69051
Ge3_29_-1_-1_-1,-0.30949,-0.1177,-1
Ge3_30_-1_-1_-1,-1,-0.30949,-0.8823
Ge3_31_-1_-1_-1,-0.8823,-1,-0.69051
Ge3_32_-1_-1_-1,-0.69051,-0.1177,-1
Ge3_34_-1_-1_-1,-0.1177,-1,-0.30949
Ge3_35_-1_-1_-1,-0.30949,-0.8823,-1
Ge3_39_-1_-1_-1,-1,-0.69051,-0.8823
Ge3_42_-1_-1_-1,-1,-0.30949,-0.1177
Sr1_1_0_-1_-1,0.5,-0.5,-0.5
Sr1_25_0_-1_-1,0,-1,-1
Sr2_1_0_-1_-1,0.9623,-0.7387,-0.5
Sr2_2_0_-1_-1,0.7387,-0.5,-0.0377
Sr2_3_0_-1_-1,0.5,-0.9623,-0.2613
Sr2_4_0_-1_-1,0.0377,-0.2613,-0.5
Sr2_5_0_-1_-1,0.2613,-0.5,-0.9623
Sr2_6_0_-1_-1,0.5,-0.0377,-0.7387
Sr2_7_0_-1_-1,0.9623,-0.2613,-0.5
Sr2_8_0_-1_-1,0.7387,-0.5,-0.9623
Sr2_10_0_-1_-1,0.0377,-0.7387,-0.5
Sr2_11_0_-1_-1,0.2613,-0.5,-0.0377
Sr2_15_0_-1_-1,0.5,-0.0377,-0.2613
Sr2_18_0_-1_-1,0.5,-0.9623,-0.7387
