Label,x_a,y_b,z_c
Sr1_1_-1_-1_-1,-0.5,-0.5,-0.5
Sr1_25_-1_-1_-1,-1,-1,-1
Sr2_1_-1_-1_-1,-0.4806,-0.0196,-0.25
Sr2_2_-1_-1_-1,-0.9804,-0.75,-0.4806
Sr2_3_-1_-1_-1,-0.25,-0.5194,-0.9804
Sr2_4_-1_-1_-1,-0.5194,-0.9804,-0.75
Sr2_5_-1_-1_-1,-0.0196,-0.25,-0.5194
Sr2_6_-1_-1_-1,-0.75,-0.4806,-0.0196
Sr2_7_-1_-1_-1,-0.4806,-0.9804,-0.75
Sr2_8_-1_-1_-1,-0.9804,-0.25,-0.5194
Sr2_9_-1_-1_-1,-0.25,-0.4806,-0.0196
Sr2_10_-1_-1_-1,-0.5194,-0.0196,-0.25
Sr2_11_-1_-1_-1,-0.0196,-0.75,-0.4806
Sr2_12_-1_-1_-1,-0.75,-0.5194,-0.9804
Sr2_13_-1_-1_-1,-0.5194,-0.9804,-0.25
Sr2_14_-1_-1_-1,-0.0196,-0.25,-0.4806
Sr2_15_-1_-1_-1,-0.75,-0.4806,-0.9804
Sr2_16_-1_-1_-1,-0.4806,-0.0196,-0.75
Sr2_17_-1_-1_-1,-0.9804,-0.75,-0.5194
Sr2_18_-1_-1_-1,-0.25,-0.5194,-0.0196
Sr2_19_-1_-1_-1,-0.5194,-0.0196,-0.75
Sr2_20_-1_-1_-1,-0.0196,-0.75,-0.5194
Sr2_21_-1_-1_-1,-0.75,-0.5194,-0.0196
Sr2_22_-1_-1_-1,-0.4806,-0.9804,-0.25
Sr2_23_-1_-1_-1,-0.9804,-0.25,-0.4806
Sr2_24_-1_-1_-1,-0.25,-0.4806,-0.9804
Sr2_25_-1_-1_-1,-0.9806,-0.75,-0.5196
Sr2_26_-1_-1_-1,-0.4804,-0.9806,-0.25
Sr2_27_-1_-1_-1,-0.75,-0.4804,-0.0194
Sr2_28_-1_-1_-1,-0.0194,-0.25,-0.4804
Sr2_29_-1_-1_-1,-0.5196,-0.0194,-0.75
Sr2_30_-1_-1_-1,-0.25,-0.5196,-0.9806
Sr2_31_-1_-1_-1,-0.9806,-0.25,-0.4804
Sr2_32_-1_-1_-1,-0.4804,-0.0194,-0.75
Sr2_33_-1_-1_-1,-0.75,-0.5196,-0.9806
Sr2_34_-1_-1_-1,-0.0194,-0.75,-0.5196
Sr2_35_-1_-1_-1,-0.5196,-0.9806,-0.25
Sr2_36_-1_-1_-1,-0.25,-0.4804,-0.0194
Sr2_37_-1_-1_-1,-0.0194,-0.75,-0.4804
Sr2_38_-1_-1_-1,-0.5196,-0.9806,-0.75
Sr2_39_-1_-1_-1,-0.25,-0.4804,-0.9806
Sr2_40_-1_-1_-1,-0.9806,-0.25,-0.5196
Sr2_41_-1_-1_-1,-0.4804,-0.0194,-0.25
Sr2_42_-1_-1_-1,-0.75,-0.5196,-0.0194
Sr2_43_-1_-1_-1,-0.0194,-0.25,-0.5196
Sr2_44_-1_-1_-1,-0.5196,-0.0194,-0.25
Sr2_45_-1_-1_-1,-0.25,-0.5196,-0.0194
Sr2_46_-1_-1_-1,-0.9806,-0.75,-0.4804
Sr2_47_-1_-1_-1,-0.4804,-0.9806,-0.75
Sr2_48_-1_-1_-1,-0.75,-0.4804,-0.9806
Ge1_1_-1_-1_-1,-0.3833,-0.8104,-0.5
Ge1_2_-1_-1_-1,-0.1896,-0.5,-0.3833
Ge1_3_-1_-1_-1,-0.5,-0.6167,-0.1896
Ge1_4_-1_-1_-1,-0.6167,-0.1896,-0.5
Ge1_5_-1_-1_-1,-0.8104,-0.5,-0.6167
Ge1_6_-1_-1_-1,-0.5,-0.3833,-0.8104
Ge1_7_-1_-1_-1,-0.3833,-0.1896,-0.5
Ge1_8_-1_-1_-1,-0.1896,-0.5,-0.6167
Ge1_10_-1_-1_-1,-0.6167,-0.8104,-0.5
Ge1_11_-1_-1_-1,-0.8104,-0.5,-0.3833
Ge1_15_-1_-1_-1,-0.5,-0.3833,-0.1896
Ge1_18_-1_-1_-1,-0.5,-0.6167,-0.8104
Ge1_25_-1_-1_-1,-0.8833,-1,-0.3104
Ge1_26_-1_-1_-1,-0.6896,-0.8833,-1
Ge1_27_-1_-1_-1,-1,-0.6896,-0.1167
Ge1_28_-1_-1_-1,-0.1167,-1,-0.6896
Ge1_29_-1_-1_-1,-0.3104,-0.1167,-1
Ge1_30_-1_-1_-1,-1,-0.3104,-0.8833
Ge1_31_-1_-1_-1,-0.8833,-1,-0.6896
Ge1_32_-1_-1_-1,-0.6896,-0.1167,-1
Ge1_34_-1_-1_-1,-0.1167,-1,-0.3104
Ge1_35_-1_-1_-1,-0.3104,-0.8833,-1
Ge1_39_-1_-1_-1,-1,-0.6896,-0.8833
Ge1_42_-1_-1_-1,-1,-0.3104,-0.1167
Zn1_1_-1_-1_-1,-0.3163,-0.6837,-0.3163
Zn1_4_-1_-1_-1,-0.6837,-0.3163,-0.6837
Zn1_7_-1_-1_-1,-0.3163,-0.3163,-0.6837
Zn1_10_-1_-1_-1,-0.6837,-0.6837,-0.3163
Zn1_13_-1_-1_-1,-0.6837,-0.3163,-0.3163
Zn1_16_-1_-1_-1,-0.3163,-0.6837,-0.6837
Zn1_19_-1_-1_-1,-0.6837,-0.6837,-0.6837
Zn1_22_-1_-1_-1,-0.3163,-0.3163,-0.3163
Zn1_25_-1_-1_-1,-0.8163,-0.8163,-0.1837
Zn1_28_-1_-1_-1,-0.1837,-0.1837,-0.8163
