Label,x_a,y_b,z_c
Ba1_1_-1_-1_-1,-0.5,-0.5,-0.5
Ba1_25_-1_-1_-1,-1,-1,-1
Ba2_1_-1_-1_-1,-0.5,-1,-0.2528
Ba2_2_-1_-1_-1,-1,-0.7472,-0.5
Ba2_3_-1_-1_-1,-0.2528,-0.5,-1
Ba2_4_-1_-1_-1,-0.5,-1,-0.7472
Ba2_5_-1_-1_-1,-1,-0.2528,-0.5
Ba2_6_-1_-1_-1,-0.7472,-0.5,-1
Ba2_25_-1_-1_-1,-1,-0.7528,-0.5
Ba2_26_-1_-1_-1,-0.5,-1,-0.2472
Ba2_27_-1_-1_-1,-0.7528,-0.5,-1
Ba2_28_-1_-1_-1,-1,-0.2472,-0.5
Ba2_29_-1_-1_-1,-0.5,-1,-0.7528
Ba2_30_-1_-1_-1,-0.2472,-0.5,-1
Al1_1_-1_-1_-1,-1,-0.5,-0.25
Al1_2_-1_-1_-1,-0.5,-0.75,-1
Al1_3_-1_-1_-1,-0.25,-1,-0.5
Al1_4_-1_-1_-1,-1,-0.5,-0.75
Al1_5_-1_-1_-1,-0.5,-0.25,-1
Al1_6_-1_-1_-1,-0.75,-1,-0.5
Al2_1_-1_-1_-1,-0.31566,-0.68434,-0.31566
Al2_4_-1_-1_-1,-0.68434,-0.31566,-0.68434
Al2_7_-1_-1_-1,-0.31566,-0.31566,-0.68434
Al2_10_-1_-1_-1,-0.68434,-0.68434,-0.31566
Al2_13_-1_-1_-1,-0.68434,-0.31566,-0.31566
Al2_16_-1_-1_-1,-0.31566,-0.68434,-0.68434
Al2_19_-1_-1_-1,-0.68434,-0.68434,-0.68434
Al2_22_-1_-1_-1,-0.31566,-0.31566,-0.31566
Al2_25_-1_-1_-1,-0.81566,-0.81566,-0.18434
Al2_28_-1_-1_-1,-0.18434,-0.18434,-0.81566
Al2_31_-1_-1_-1,-0.81566,-0.18434,-0.81566
Al2_34_-1_-1_-1,-0.18434,-0.81566,-0.18434
Al2_37_-1_-1_-1,-0.18434,-0.81566,-0.81566
Al2_40_-1_-1_-1,-0.81566,-0.18434,-0.18434
Al2_43_-1_-1_-1,-0.18434,-0.18434,-0.18434
Al2_46_-1_-1_-1,-0.81566,-0.81566,-0.81566
Al3_1_-1_-1_-1,-0.38309,-0.8082,-0.5
Al3_2_-1_-1_-1,-0.1918,-0.5,-0.38309
Al3_3_-1_-1_-1,-0.5,-0.61691,-0.1918
Al3_4_-1_-1_-1,-0.61691,-0.1918,-0.5
Al3_5_-1_-1_-1,-0.8082,-0.5,-0.61691
Al3_6_-1_-1_-1,-0.5,-0.38309,-0.8082
Al3_7_-1_-1_-1,-0.38309,-0.1918,-0.5
Al3_8_-1_-1_-1,-0.1918,-0.5,-0.61691
Al3_10_-1_-1_-1,-0.61691,-0.8082,-0.5
Al3_11_-1_-1_-1,-0.8082,-0.5,-0.38309
Al3_15_-1_-1_-1,-0.5,-0.38309,-0.1918
Al3_18_-1_-1_-1,-0.5,-0.61691,-0.8082
Al3_25_-1_-1_-1,-0.88309,-1,-0.3082
Al3_26_-1_-1_-1,-0.6918,-0.88309,-1
Al3_27_-1_-1_-1,-1,-0.6918,-0.11691
Al3_28_-1_-1_-1,-0.11691,-1,-0.6918
Al3_29_-1_-1_-1,-0.3082,-0.11691,-1
Al3_30_-1_-1_-1,-1,-0.3082,-0.88309
Al3_31_-1_-1_-1,-0.88309,-1,-0.6918
Al3_32_-1_-1_-1,-0.6918,-0.11691,-1
Al3_34_-1_-1_-1,-0.11691,-1,-0.3082
Al3_35_-1_-1_-1,-0.3082,-0.88309,-1
Al3_39_-1_-1_-1,-1,-0.6918,-0.88309
Al3_42_-1_-1_-1,-1,-0.3082,-0.11691
Ba1_1_0_-1_-1,0.5,-0.5,-0.5
Ba1_25_0_-1_-1,0,-1,-1
Ba2_1_0_-1_-1,0.5,-1,-0.2528
Ba2_2_0_-1_-1,0,-0.7472,-0.5
Ba2_3_0_-1_-1,0.7472,-0.5,-1
Ba2_4_0_-1_-1,0.5,-1,-0.7472
Ba2_5_0_-1_-1,0,-0.2528,-0.5
Ba2_6_0_-1_-1,0.2528,-0.5,-1
Ba2_25_0_-1_-1,0,-0.7528,-0.5
Ba2_26_0_-1_-1,0.5,-1,-0.2472
