Label,x_a,y_b,z_c
Ba1_1_-1_-1_-1,-0.5,-0.5,-0.5
Ba1_25_-1_-1_-1,-1,-1,-1
Ba2_1_-1_-1_-1,-0.4988,-0.0012,-0.25
Ba2_2_-1_-1_-1,-0.9988,-0.75,-0.4988
Ba2_3_-1_-1_-1,-0.25,-0.5012,-0.9988
Ba2_4_-1_-1_-1,-0.5012,-0.9988,-0.75
Ba2_5_-1_-1_-1,-0.0012,-0.25,-0.5012
Ba2_6_-1_-1_-1,-0.75,-0.4988,-0.0012
Ba2_7_-1_-1_-1,-0.4988,-0.9988,-0.75
Ba2_8_-1_-1_-1,-0.9988,-0.25,-0.5012
Ba2_9_-1_-1_-1,-0.25,-0.4988,-0.0012
Ba2_10_-1_-1_-1,-0.5012,-0.0012,-0.25
Ba2_11_-1_-1_-1,-0.0012,-0.75,-0.4988
Ba2_12_-1_-1_-1,-0.75,-0.5012,-0.9988
Ba2_13_-1_-1_-1,-0.5012,-0.9988,-0.25
Ba2_14_-1_-1_-1,-0.0012,-0.25,-0.4988
Ba2_15_-1_-1_-1,-0.75,-0.4988,-0.9988
Ba2_16_-1_-1_-1,-0.4988,-0.0012,-0.75
Ba2_17_-1_-1_-1,-0.9988,-0.75,-0.5012
Ba2_18_-1_-1_-1,-0.25,-0.5012,-0.0012
Ba2_19_-1_-1_-1,-0.5012,-0.0012,-0.75
Ba2_20_-1_-1_-1,-0.0012,-0.75,-0.5012
Ba2_21_-1_-1_-1,-0.75,-0.5012,-0.0012
Ba2_22_-1_-1_-1,-0.4988,-0.9988,-0.25
Ba2_23_-1_-1_-1,-0.9988,-0.25,-0.4988
Ba2_24_-1_-1_-1,-0.25,-0.4988,-0.9988
Ga1_1_-1_-1_-1,-0.3807,-0.8062,-0.5
Ga1_2_-1_-1_-1,-0.1938,-0.5,-0.3807
Ga1_3_-1_-1_-1,-0.5,-0.6193,-0.1938
Ga1_4_-1_-1_-1,-0.6193,-0.1938,-0.5
Ga1_5_-1_-1_-1,-0.8062,-0.5,-0.6193
Ga1_6_-1_-1_-1,-0.5,-0.3807,-0.8062
Ga1_7_-1_-1_-1,-0.3807,-0.1938,-0.5
Ga1_8_-1_-1_-1,-0.1938,-0.5,-0.6193
Ga1_10_-1_-1_-1,-0.6193,-0.8062,-0.5
Ga1_11_-1_-1_-1,-0.8062,-0.5,-0.3807
Ga1_15_-1_-1_-1,-0.5,-0.3807,-0.1938
Ga1_18_-1_-1_-1,-0.5,-0.6193,-0.8062
Ga1_25_-1_-1_-1,-0.8807,-1,-0.3062
Ga1_26_-1_-1_-1,-0.6938,-0.8807,-1
Ga1_27_-1_-1_-1,-1,-0.6938,-0.1193
Ga1_28_-1_-1_-1,-0.1193,-1,-0.6938
Ga1_29_-1_-1_-1,-0.3062,-0.1193,-1
Ga1_30_-1_-1_-1,-1,-0.3062,-0.8807
Ga1_31_-1_-1_-1,-0.8807,-1,-0.6938
Ga1_32_-1_-1_-1,-0.6938,-0.1193,-1
Ga1_34_-1_-1_-1,-0.1193,-1,-0.3062
Ga1_35_-1_-1_-1,-0.3062,-0.8807,-1
Ga1_39_-1_-1_-1,-1,-0.6938,-0.8807
Ga1_42_-1_-1_-1,-1,-0.3062,-0.1193
Ga2_1_-1_-1_-1,-0.3146,-0.6854,-0.3146
Ga2_4_-1_-1_-1,-0.6854,-0.3146,-0.6854
Ga2_7_-1_-1_-1,-0.3146,-0.3146,-0.6854
Ga2_10_-1_-1_-1,-0.6854,-0.6854,-0.3146
Ga2_13_-1_-1_-1,-0.6854,-0.3146,-0.3146
Ga2_16_-1_-1_-1,-0.3146,-0.6854,-0.6854
Ga2_19_-1_-1_-1,-0.6854,-0.6854,-0.6854
Ga2_22_-1_-1_-1,-0.3146,-0.3146,-0.3146
Ga2_25_-1_-1_-1,-0.8146,-0.8146,-0.1854
Ga2_28_-1_-1_-1,-0.1854,-0.1854,-0.8146
Ga2_31_-1_-1_-1,-0.8146,-0.1854,-0.8146
Ga2_34_-1_-1_-1,-0.1854,-0.8146,-0.1854
Ga2_37_-1_-1_-1,-0.1854,-0.8146,-0.8146
Ga2_40_-1_-1_-1,-0.8146,-0.1854,-0.1854
Ga2_43_-1_-1_-1,-0.1854,-0.1854,-0.1854
