Label,x_a,y_b,z_c
I1_1_-1_-1_-1,-0.5,-0.5,-0.5
I1_25_-1_-1_-1,-1,-1,-1
I2_1_-1_-1_-1,-0.25,-0.5,-1
I2_2_-1_-1_-1,-0.5,-1,-0.25
I2_3_-1_-1_-1,-1,-0.75,-0.5
I2_4_-1_-1_-1,-0.75,-0.5,-1
I2_5_-1_-1_-1,-0.5,-1,-0.75
I2_6_-1_-1_-1,-1,-0.25,-0.5
Sn1_1_-1_-1_-1,-0.5,-0.6122,-0.1921
Sn1_2_-1_-1_-1,-0.3878,-0.8079,-0.5
Sn1_3_-1_-1_-1,-0.1921,-0.5,-0.3878
Sn1_4_-1_-1_-1,-0.5,-0.3878,-0.8079
Sn1_5_-1_-1_-1,-0.6122,-0.1921,-0.5
Sn1_6_-1_-1_-1,-0.8079,-0.5,-0.6122
Sn1_8_-1_-1_-1,-0.3878,-0.1921,-0.5
Sn1_9_-1_-1_-1,-0.1921,-0.5,-0.6122
Sn1_11_-1_-1_-1,-0.6122,-0.8079,-0.5
Sn1_12_-1_-1_-1,-0.8079,-0.5,-0.3878
Sn1_13_-1_-1_-1,-0.5,-0.3878,-0.1921
Sn1_16_-1_-1_-1,-0.5,-0.6122,-0.8079
Sn1_25_-1_-1_-1,-1,-0.6921,-0.1122
Sn1_26_-1_-1_-1,-0.8878,-1,-0.3079
Sn1_27_-1_-1_-1,-0.6921,-0.8878,-1
Sn1_28_-1_-1_-1,-1,-0.3079,-0.8878
Sn1_29_-1_-1_-1,-0.1122,-1,-0.6921
Sn1_30_-1_-1_-1,-0.3079,-0.1122,-1
Sn1_32_-1_-1_-1,-0.8878,-1,-0.6921
Sn1_33_-1_-1_-1,-0.6921,-0.1122,-1
Sn1_35_-1_-1_-1,-0.1122,-1,-0.3079
Sn1_36_-1_-1_-1,-0.3079,-0.8878,-1
Sn1_37_-1_-1_-1,-1,-0.6921,-0.8878
Sn1_40_-1_-1_-1,-1,-0.3079,-0.1122
Sn2_1_-1_-1_-1,-0.5,-0.6522,-0.1584
Sn2_2_-1_-1_-1,-0.3478,-0.8416,-0.5
Sn2_3_-1_-1_-1,-0.1584,-0.5,-0.3478
Sn2_4_-1_-1_-1,-0.5,-0.3478,-0.8416
Sn2_5_-1_-1_-1,-0.6522,-0.1584,-0.5
Sn2_6_-1_-1_-1,-0.8416,-0.5,-0.6522
Sn2_8_-1_-1_-1,-0.3478,-0.1584,-0.5
Sn2_9_-1_-1_-1,-0.1584,-0.5,-0.6522
Sn2_11_-1_-1_-1,-0.6522,-0.8416,-0.5
Sn2_12_-1_-1_-1,-0.8416,-0.5,-0.3478
Sn2_13_-1_-1_-1,-0.5,-0.3478,-0.1584
Sn2_16_-1_-1_-1,-0.5,-0.6522,-0.8416
Sn2_25_-1_-1_-1,-1,-0.6584,-0.1522
Sn2_26_-1_-1_-1,-0.8478,-1,-0.3416
Sn2_27_-1_-1_-1,-0.6584,-0.8478,-1
Sn2_28_-1_-1_-1,-1,-0.3416,-0.8478
Sn2_29_-1_-1_-1,-0.1522,-1,-0.6584
Sn2_30_-1_-1_-1,-0.3416,-0.1522,-1
Sn2_32_-1_-1_-1,-0.8478,-1,-0.6584
