Label,x_a,y_b,z_c
Ba1_1_-1_-1_-1,-0.5,-0.5,-0.5
Ba1_25_-1_-1_-1,-1,-1,-1
Ba2_1_-1_-1_-1,-1,-0.5,-0.25
Ba2_2_-1_-1_-1,-0.5,-0.75,-1
Ba2_3_-1_-1_-1,-0.25,-1,-0.5
Ba2_4_-1_-1_-1,-1,-0.5,-0.75
Ba2_5_-1_-1_-1,-0.5,-0.25,-1
Ba2_6_-1_-1_-1,-0.75,-1,-0.5
In1_1_-1_-1_-1,-0.5,-1,-0.25
In1_2_-1_-1_-1,-1,-0.75,-0.5
In1_3_-1_-1_-1,-0.25,-0.5,-1
In1_4_-1_-1_-1,-0.5,-1,-0.75
In1_5_-1_-1_-1,-1,-0.25,-0.5
In1_6_-1_-1_-1,-0.75,-0.5,-1
In2_1_-1_-1_-1,-0.31494,-0.68506,-0.31494
In2_4_-1_-1_-1,-0.68506,-0.31494,-0.68506
In2_7_-1_-1_-1,-0.31494,-0.31494,-0.68506
In2_10_-1_-1_-1,-0.68506,-0.68506,-0.31494
In2_13_-1_-1_-1,-0.68506,-0.31494,-0.31494
In2_16_-1_-1_-1,-0.31494,-0.68506,-0.68506
In2_19_-1_-1_-1,-0.68506,-0.68506,-0.68506
In2_22_-1_-1_-1,-0.31494,-0.31494,-0.31494
In2_25_-1_-1_-1,-0.81494,-0.81494,-0.18506
In2_28_-1_-1_-1,-0.18506,-0.18506,-0.81494
In2_31_-1_-1_-1,-0.81494,-0.18506,-0.81494
In2_34_-1_-1_-1,-0.18506,-0.81494,-0.18506
In2_37_-1_-1_-1,-0.18506,-0.81494,-0.81494
In2_40_-1_-1_-1,-0.81494,-0.18506,-0.18506
In2_43_-1_-1_-1,-0.18506,-0.18506,-0.18506
In2_46_-1_-1_-1,-0.81494,-0.81494,-0.81494
In3_1_-1_-1_-1,-0.19429,-0.61639,-0.5
In3_2_-1_-1_-1,-0.38361,-0.5,-0.19429
In3_3_-1_-1_-1,-0.5,-0.80571,-0.38361
In3_4_-1_-1_-1,-0.80571,-0.38361,-0.5
In3_5_-1_-1_-1,-0.61639,-0.5,-0.80571
In3_6_-1_-1_-1,-0.5,-0.19429,-0.61639
In3_7_-1_-1_-1,-0.19429,-0.38361,-0.5
In3_8_-1_-1_-1,-0.38361,-0.5,-0.80571
In3_10_-1_-1_-1,-0.80571,-0.61639,-0.5
In3_11_-1_-1_-1,-0.61639,-0.5,-0.19429
In3_15_-1_-1_-1,-0.5,-0.19429,-0.38361
In3_18_-1_-1_-1,-0.5,-0.80571,-0.61639
In3_25_-1_-1_-1,-0.69429,-1,-0.11639
In3_26_-1_-1_-1,-0.88361,-0.69429,-1
In3_27_-1_-1_-1,-1,-0.88361,-0.30571
In3_28_-1_-1_-1,-0.30571,-1,-0.88361
In3_29_-1_-1_-1,-0.11639,-0.30571,-1
In3_30_-1_-1_-1,-1,-0.11639,-0.69429
In3_31_-1_-1_-1,-0.69429,-1,-0.88361
In3_32_-1_-1_-1,-0.88361,-0.30571,-1
In3_34_-1_-1_-1,-0.30571,-1,-0.11639
In3_35_-1_-1_-1,-0.11639,-0.69429,-1
In3_39_-1_-1_-1,-1,-0.88361,-0.69429
In3_42_-1_-1_-1,-1,-0.11639,-0.30571
Ba1_1_0_-1_-1,0.5,-0.5,-0.5
Ba1_25_0_-1_-1,0,-1,-1
Ba2_1_0_-1_-1,0,-0.5,-0.25
Ba2_2_0_-1_-1,0.5,-0.75,-1
Ba2_3_0_-1_-1,0.75,-1,-0.5
Ba2_4_0_-1_-1,0,-0.5,-0.75
Ba2_5_0_-1_-1,0.5,-0.25,-1
Ba2_6_0_-1_-1,0.25,-1,-0.5
In1_1_0_-1_-1,0.5,-1,-0.25
In1_2_0_-1_-1,0,-0.75,-0.5
In1_3_0_-1_-1,0.75,-0.5,-1
In1_4_0_-1_-1,0.5,-1,-0.75
In1_5_0_-1_-1,0,-0.25,-0.5
In1_6_0_-1_-1,0.25,-0.5,-1
In2_1_0_-1_-1,0.68506,-0.68506,-0.31494
In2_4_0_-1_-1,0.31494,-0.31494,-0.68506
In2_7_0_-1_-1,0.68506,-0.31494,-0.68506
In2_10_0_-1_-1,0.31494,-0.68506,-0.31494
In2_13_0_-1_-1,0.31494,-0.31494,-0.31494
