Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Cs1,a,2,1,,0,0,0,,,
Cs2,d,6,1,,0.25,0.5,0,,,
In1,c,6,0.77,0.03,0.25,0,0.5,,,
Ge1,c,6,0.23,0.03,0.25,0,0.5,,,
Ge2,i,16,1,,0.18456,0.18456,0.18456,8e-05,8e-05,8e-05
In2,k,24,0.15,0.02,0,0.30181,0.1176,,0.00011,0.00011
Ge3,k,24,0.85,0.02,0,0.30181,0.1176,,0.00011,0.00011
