Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Br1,a,2,0.495,0.016,0,0,0,,,
I1,a,2,0.505,0.016,0,0,0,,,
I2,d,6,0.642,0.003,0.5,0,0.25,,,
Br2,d,6,0.36,,0.5,0,0.25,,,
Sn1,k,24,0.521,0.011,0.308,0.1123,0,3e-04,4e-04,
Sn2,k,24,0.479,0.011,0.343,0.1525,0,4e-04,4e-04,
P1,i,16,1,,0.19169,0.19169,0.19169,7e-05,7e-05,7e-05
P2,c,6,0.518,0.011,0.5,0.25,0,,,
